drug_code,pharm_form_code,pharmaceutical_form,status,drug_identification_number
"102913","59","SHAMPOO","ADDED","02540436"
"76873","134","SOLUTION","ADDED","02283107"
"8119","134","SOLUTION","ADDED","00711306"
"102916","85","TABLET","ADDED","02540460"
"102896","56","POWDER FOR SOLUTION","ADDED","02540266"
"102929","132","TABLET (ORALLY DISINTEGRATING)","ADDED","02540606"
"102897","151","TABLET (CHEWABLE)","ADDED","02540274"
"102975","134","SOLUTION","ADDED","02541084"
"102966","106","CAPSULE (CONTROLLED-DELIVERY)","ADDED","02540959"
"102889","85","TABLET","ADDED","02540185"
"102935","126","POWDER FOR SUSPENSION","ADDED","02540665"
"102376","19","EMULSION","ADDED","02534878"
"1086","151","TABLET (CHEWABLE)","ADDED","00023698"
"102919","85","TABLET","ADDED","02540495"
"102898","134","SOLUTION","ADDED","02540282"
"102932","134","SOLUTION","ADDED","02540630"
"8119","34","LIQUID","REMOVED","00711306"
"102921","134","SOLUTION","ADDED","02540517"
"102946","134","SOLUTION","ADDED","02540789"
"102934","126","POWDER FOR SUSPENSION","ADDED","02540657"
"1086","85","TABLET","REMOVED","00023698"
"102978","42","MOUTHWASH/GARGLE","ADDED","02541114"
"76873","34","LIQUID","REMOVED","02283107"
"102964","106","CAPSULE (CONTROLLED-DELIVERY)","ADDED","02540932"
"102977","134","SOLUTION","ADDED","02541106"
"102927","85","TABLET","ADDED","02540584"
"102973","134","SOLUTION","ADDED","02541068"
"102945","85","TABLET","ADDED","02540770"
"102963","106","CAPSULE (CONTROLLED-DELIVERY)","ADDED","02540924"
"102965","106","CAPSULE (CONTROLLED-DELIVERY)","ADDED","02540940"
"102972","134","SOLUTION","ADDED","02541041"
"102958","134","SOLUTION","ADDED","02540916"
"102938","5","CAPSULE","ADDED","02540703"
"102895","134","SOLUTION","ADDED","02540258"
"102974","134","SOLUTION","ADDED","02541076"
"102893","134","SOLUTION","ADDED","02540223"
"102948","82","SYRUP","ADDED","02540800"
"102888","85","TABLET","ADDED","02540177"
"102890","134","SOLUTION","ADDED","02540193"
"102928","132","TABLET (ORALLY DISINTEGRATING)","ADDED","02540592"
"102918","85","TABLET","ADDED","02540487"
"102950","134","SOLUTION","ADDED","02540827"
"102957","82","SYRUP","ADDED","02540908"
"102933","126","POWDER FOR SUSPENSION","ADDED","02540649"
"102915","85","TABLET","ADDED","02540452"
"102970","79","SUSPENSION","ADDED","02541025"
"102947","82","SYRUP","ADDED","02540797"
"102942","137","CAPSULE (DELAYED RELEASE)","ADDED","02540754"
"102894","82","SYRUP","ADDED","02540231"
"102941","137","CAPSULE (DELAYED RELEASE)","ADDED","02540746"
"77870","134","SOLUTION","ADDED","02293323"
"102914","59","SHAMPOO","ADDED","02540444"
"102892","79","SUSPENSION","ADDED","02540215"
"102949","134","SOLUTION","ADDED","02540819"
"102976","134","SOLUTION","ADDED","02541092"
"102695","85","TABLET","ADDED","02538202"
