drug_code,drug_identification_number,current_brand_name,previous_brand_name
"10706","00778869","NITROJECT","NITROJECT INJ 5MG/ML"
"14385","02020025","APO-ENALAPRIL","APO-ENALAPRIL TAB 2.5MG"
"14386","02019884","APO-ENALAPRIL","APO-ENALAPRIL TAB 5MG"
"14387","02019892","APO-ENALAPRIL","APO-ENALAPRIL TAB 10MG"
"14388","02019906","APO-ENALAPRIL","APO-ENALAPRIL TAB 20MG"
"3088","00392618","MAGNESIUM SULFATE INJECTION USP","MAGNESIUM SULFATE INJ 20% USP"
"51232","02231799","ODAN-INDOMETHACIN","SANDOZ INDOMETHACIN"
"51233","02231800","ODAN-INDOMETHACIN","SANDOZ INDOMETHACIN"
"6295","00655740","APO-LORAZEPAM","APO-LORAZEPAM TAB 0.5MG"
"6296","00655759","APO-LORAZEPAM","APO-LORAZEPAM TAB 1MG"
"6297","00655767","APO-LORAZEPAM","APO-LORAZEPAM TAB 2MG"
"77871","02293331","HX2 DISINFECTANT WIPES","HX2 READY TO USE TOWELETTES"
"8119","00711306","POTASSIUM PHOSPHATE MONOBASIC INJECTION","PHOSPHATE DE POTASSIUM MONOBASIC INJ 176MG/ML"
"99949","02510251","AG-OSELTAMIVIR","AG-OSELTAMAVIR"
"99950","02510278","AG-OSELTAMIVIR","AG-OSELTAMAVIR"
"99951","02510286","AG-OSELTAMIVIR","AG-OSELTAMAVIR"
