tm_code,tm_formal_name,changes
"8001405","nedocromil","DELETED"
"8001866","petrolatum","ADDED"
"8002268","abemaciclib","ADDED"
"b45526eb4c6e3b46c2aa64e4abdf567f","efmoroctocog alfa","ADDED"
"8002130","iodine and sodium iodide","ADDED"
"8002079","primaquine","ADDED"
"8001727","chromic chloride and cupric chloride and manganese chloride and zinc chloride","ADDED"
"8001898","chromic chloride and copper sulfate and manganese sulfate and selenium and zinc sulfate","ADDED"
"8001750","dimethicone and petrolatum","DELETED"
"8001222","piperacillin","DELETED"
"8001878","sodium iodide","ADDED"
"57425a04b276e5ba16e4c9e513144a96","coagulation factor IX human","ADDED"
"25508fc571377e0530166b53f35483a8","octacog alfa","ADDED"
"9a1407676e926e8c94b54e0864da4546","arginine","ADDED"
"8000946","alcohol anhydrous and benzalkonium","ADDED"
"8000137","dexamethasone sodium phosphate","ADDED"
"8002059","peginterferon beta-1a","ADDED"
"8002169","anti-inhibitor coagulant complex","ADDED"
"8001539","trifluridine","DELETED"
"8001579","benzethonium","ADDED"
"8001004","benzoyl peroxide and salicylic acid","ADDED"
"8001601","bupivacaine and epinephrine","ADDED"
"8002160","sodium acetate","ADDED"
"67d50cbf61aa7eb6dc1249c1aaf472f5","antithrombin III human","ADDED"
"8001615","chloroxylenol","ADDED"
"8002068","piperazine","ADDED"
"8001888","articaine and epinephrine","ADDED"
"8002141","methylene blue and naphazoline","DELETED"
"8001726","chromic chloride and copper sulfate and manganese sulfate and zinc sulfate","ADDED"
"8001476","follitropin beta","ADDED"
"4bc9c18042868da17d8c26128fc319f6","coagulation factor XIII human","ADDED"
"c448d4ab38aa29d47516c426a68da6f3","nonacog beta pegol","ADDED"
"8001897","chromic chloride and copper sulfate and iodine (sodium iodide) and manganese sulfate and selenium and zinc sulfate","ADDED"
"e6fecb910148fc977f78596e291e3885","susoctocog alfa","ADDED"
"8000940","alcohol anhydrous and butanediol and propyl alcohol and propylene glycol","ADDED"
"8001976","triclosan","ADDED"
"8001696","antipyrine and sodium salicylate","ADDED"
"8000912","alcohol anhydrous and chlorhexidine","ADDED"
"8001187","diphenhydramine","tm_status_effective_time: ""19801231"" -> ""19821231"""
"8002154","potassium phosphate dibasic and potassium phosphate monobasic","ADDED"
"8001733","copper sulfate","ADDED"
"07e8b67c064441d76372f6ac105d2e0e","patisiran","ADDED"
"8002047","paclitaxel","ADDED"
"8001098","asparaginase","ADDED"
"f19ae8cec06932325ef22763b0356b2c","nonacog alfa","ADDED"
"8001870","potassium chloride","ADDED"
"8002088","acetic acid and sodium acetate","ADDED"
"fcf5e6b98b3f586c3e1be404d967d7a7","romosozumab","ADDED"
"8001757","doxorubicin","ADDED"
"8002199","irinotecan (liposomal)","ADDED"
"8001890","benoxinate and fluorescein","DELETED"
"8002058","peginterferon alfa-2a","ADDED"
"127317ab52290abb167a4eaafef2d3e2","coagulation Factor IX (recombinant), albumin fusion protein (rIX-FP)","ADDED"
"8002146","mineral oil light","tm_status_effective_time: ""20010727"" -> ""19511231"""
"8001274","heparin","tm_status_effective_time: ""19871231"" -> ""19841231"""
"20ccd23a2478fbbc00bccc9a6ac22439","Von Willebrand factor human and coagulation factor VIII human","ADDED"
"8001762","epinephrine and lidocaine","ADDED"
"8001844","magnesium chloride","ADDED"
"8001689","water","ADDED"
"8001495","mefenamic acid","tm_status_effective_time: ""19661231"" -> ""19961106"""
"59ea6f0330ff2fc349c03a2e4e45f4dc","coagulation factor IX human and coagulation factor ii (human) and coagulation factor vii (human) and coagulation factor x (human) and protein c and protein s","ADDED"
"8002118","dimethyl sulfoxide","ADDED"
"8001515","proxymetacaine","ADDED"
"8002215","amphotericin B","ADDED"
"8002245","onabotulinumtoxinA","ADDED"
"8000796","benzalkonium","ADDED"
"8001720","chlorhexidine and lidocaine","ADDED"
"8bccf93d11d30dfbef882f7329bb3ceb","fibrinogen human","ADDED"
"8002198","irinotecan (conventional)","ADDED"
"b80b20b7f1e74d142ed4392dfdc6a364","fibrinogen human and thrombin human","ADDED"
"8002161","sodium bicarbonate","ADDED"
