"tm_code","tm_formal_name","tm_status","tm_status_effective_time"
8000782,"meperidine","active",1944-12-31
8000001,"levothyroxine","active",1951-12-30
8000003,"epinephrine","active",1951-12-31
8000004,"phenytoin sodium","active",1951-12-31
8000005,"phenytoin (base)","active",1952-12-31
8000006,"testosterone","active",1953-12-31
8000008,"hydrocortisone","active",1954-12-31
8000009,"hydroxyzine","active",1956-12-31
8000010,"methylphenidate","active",1956-12-31
8000778,"hydrocodone and phenyltoloxamine","active",1957-12-31
8000012,"hydroxychloroquine","active",1957-12-31
8000013,"warfarin","active",1957-12-31
8000788,"belladonna and ergotamine and phenobarbital","active",1959-01-01
8000014,"prednisone","active",1959-12-31
8000015,"spironolactone","active",1959-12-31
8000018,"medroxyprogesterone","active",1960-12-31
8000020,"norethindrone","active",1961-12-31
8000021,"conjugated estrogens","active",1963-12-31
8000023,"acetaminophen and caffeine and codeine","active",1964-12-31
8000024,"amitriptyline","active",1965-12-31
8000794,"betamethasone acetate and betamethasone (base)","active",1965-12-31
8000026,"nortriptyline","active",1965-12-31
8000027,"azathioprine","active",1966-12-31
8000028,"dexamethasone (base)","active",1966-12-31
8000029,"quinine sulfate","active",1966-12-31
8000030,"triamcinolone acetonide","active",1966-12-31
8000786,"pentazocine","active",1967-12-31
8000031,"hydrochlorothiazide","active",1968-12-31
8000032,"carbamazepine","active",1969-12-31
8000036,"clindamycin","active",1970-12-31
8000037,"erythromycin","active",1970-12-31
8000038,"metronidazole","active",1970-12-31
8000040,"cephalexin","active",1971-12-31
8000041,"lithium carbonate","active",1971-12-31
8000043,"ibuprofen","active",1972-12-31
8000044,"nitroglycerin","active",1972-12-31
8000045,"oxycodone","active",1973-12-31
8000046,"allopurinol","active",1974-12-31
8000047,"colchicine","active",1974-12-31
8000048,"diazepam","active",1974-12-31
8000049,"ethinyl estradiol and norethindrone","active",1974-12-31
8000050,"nitrofurantoin","active",1974-12-31
8000051,"prednisolone","active",1974-12-31
8000791,"betamethasone dipropionate","active",1975-12-31
8000054,"carbidopa and levodopa","active",1975-12-31
8000055,"folic acid","active",1975-12-31
8000057,"furosemide","active",1976-12-31
8000059,"acetaminophen and oxycodone","active",1977-12-31
8000061,"clonazepam","active",1977-12-31
8000063,"metoprolol","active",1977-12-31
8000064,"penicillin v","active",1977-12-31
8000065,"acetaminophen and codeine","active",1978-12-31
8000066,"baclofen","active",1978-12-31
8000067,"benztropine","active",1978-12-31
8000069,"codeine","active",1978-12-31
8000071,"morphine","active",1978-12-31
8000072,"valproic acid (valproate)","active",1978-12-31
8000073,"amoxicillin","active",1979-12-31
8000792,"betamethasone valerate","active",1979-12-31
8000075,"calcitriol","active",1979-12-31
8000078,"nystatin","active",1979-12-31
8000079,"oxazepam","active",1979-12-31
8000080,"sulfamethoxazole and trimethoprim","active",1979-12-31
8000081,"timolol","active",1979-12-31
8000082,"diclofenac","active",1980-12-31
8000084,"haloperidol","active",1980-12-31
8000085,"indomethacin","active",1980-12-31
8000086,"propranolol","active",1980-12-31
8000087,"temazepam","active",1980-12-31
8000088,"alprazolam","active",1981-12-31
8000090,"bromazepam","active",1981-12-31
8000091,"flurazepam","active",1981-12-31
8000092,"hydrochlorothiazide and triamterene","active",1981-12-31
8000095,"acyclovir","active",1982-12-31
8000097,"indapamide","active",1982-12-31
8000218,"naproxen","active",1982-12-31
8000779,"alcohol anhydrous and doxylamine and etafedrin and hydrocodone and sodium citrate","active",1983-12-31
8000774,"acetylsalicylic acid and oxycodone","active",1984-12-31
8000104,"fusidic acid","active",1984-12-31
8000106,"hydromorphone","active",1984-12-31
8000107,"procyclidine","active",1984-12-31
8000108,"valproic acid (divalproex)","active",1984-12-31
