tm_code,tm_formal_name,tm_fr_description,changes
8000940,alcohol anhydrous and butanediol and propyl alcohol and propylene glycol,alcool anhydre et butanédiol et alcool propylique et propylène glycol,CHANGED
8002278,coagulation factor IX human and coagulation factor ii (human) and coagulation factor vii (human) and coagulation factor x (human) and protein c and protein s,facteur IX de coagulation humain et facteur II de coagulation humain et facteur VII de coagulation humain et facteur X de coagulation humain et protéine c et protéine s,CHANGED
8002047,paclitaxel,paclitaxel,CHANGED
8000912,alcohol anhydrous and chlorhexidine,alcool anhydre et chlorhexidine,CHANGED
8002088,acetic acid and sodium acetate,acide acétique et acétate de sodium,CHANGED
8002229,iron isomaltoside 1000,fer isomaltoside 1000,DELETED
8001615,chloroxylenol,chloroxylénol,CHANGED
8002282,fibrinogen human and thrombin human,fibrinogène humaine et thrombine humaine,CHANGED
3a605c1e7f5a5e4aa116aa32805d488d,encorafenib,encorafénib,ADDED
8001501,pemetrexed,pémétrexed,"tm_status_effective_time: ""20040803"" -> ""20090109"""
ca4e05164ef43b4f21e25a9052f7694d,ferric derisomaltose,dérisomaltose ferrique,ADDED
8001878,sodium iodide,iodure de sodium,CHANGED
9c00a5ef0e5c9f20328b7c28db5f9e35,binimetinib,binimétinib,ADDED
8002245,onabotulinumtoxinA,onabotulinumtoxineA,CHANGED
8001317,acenocoumarol,acénocoumarol,"tm_status_effective_time: ""20200722"" -> ""20210902"""
8002385,solriamfetol,solriamfétol,CHANGED
8000796,benzalkonium,benzalkonium,CHANGED
8000124,verapamil,vérapamil,"tm_status_effective_time: ""19881231"" -> ""19891231"""
8002068,piperazine,pipérazine,CHANGED
8001870,potassium chloride,chlorure de potassium,CHANGED
8002215,amphotericin B,amphotéricine B,CHANGED
8001757,doxorubicin,doxorubicine,CHANGED
8002367,ChAdOx1-S (recombinant),ChAdOx1-S (recombinant),"tm_status_effective_time: ""20210303"" -> ""20210401"""
8001579,benzethonium,benzéthonium,CHANGED
8002353,tozinameran,tozinaméran,DELETED
8002154,potassium phosphate dibasic and potassium phosphate monobasic,phosphate de potassium dibasique et phosphate de potassium monobasique,CHANGED
defd88da4e58f6db66017ce691b1b4d0,ravulizumab,ravulizumab,ADDED
8001976,triclosan,triclosan,CHANGED
8000975,aliskiren and hydrochlorothiazide,aliskirène et hydrochlorothiazide,"tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""20091124"" -> ""20200211"""
8001476,follitropin beta,follitropine bêta,CHANGED
8001659,glycopyrrolate,glycopyrrolate,DELETED
8002007,aloe and benzoin and myroxylon balsamum and storax,aloès et benzoïne et myroxylon balsamum et styrax,DELETED
18229291c314d3dd6ccb28850c44f6c8,acetaminophen and dextromethorphan and guaifenesin,acétaminophène et dextrométhorphane et guaïfénésine,ADDED
8002161,sodium bicarbonate,bicarbonate de sodium,CHANGED
8001004,benzoyl peroxide and salicylic acid,peroxyde de benzoyle et acide salicylique,CHANGED
8001409,orphenadrine,orphénadrine,"tm_status_effective_time: ""19941231"" -> ""20010227"""
8001233,stavudine,stavudine,"tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19960730"" -> ""20200331"""
8001386,guaifenesin and pseudoephedrine,guaïfénésine et pseudoéphédrine,DELETED
8002160,sodium acetate,acétate de sodium,CHANGED
0378f483b841f7a81fef8dbc42ed53fd,bacillus Calmette-Guérin substrain Russian BCG-I,bacille de Calmette-Guérin sous-souche russe BCG-I,ADDED
8001098,asparaginase,asparaginase,CHANGED
8002386,tildrakizumab,tildrakizumab,CHANGED
8002384,sodium nitrite,nitrate de sodium,CHANGED
8002357,mRNA-1273 SARS-CoV-2,ARNm-1273 SRAS-CoV-2,DELETED
8001477,follitropin delta,follitropine delta,"tm_status_effective_time: ""20180523"" -> ""20191101"""
8001844,magnesium chloride,chlorure de magnésium,CHANGED
