drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"12492","309","Changed","inactive","IRON (FERROUS SUCCINATE)","2.5","MG","00879851"
"12298","309","Changed","inactive","IRON (IRON GLUTARATE)",".5","MG","01901117"
"106561","701","ADDED","approved","VITAMIN E (DL-ALPHA TOCOPHERYL ACETATE)","13.5","MG","02562766"
"106605","10247","ADDED","approved","DEXTROMETHORPHAN HYDROBROMIDE","5","MG","02563258"
"106562","4991","ADDED","approved","FOLIC ACID","5","MG","02562774"
"106593","22838","ADDED","approved","PROPIVERINE HYDROCHLORIDE","45","MG","02563126"
"106562","4922","ADDED","approved","VITAMIN D3 (CHOLECALCIFEROL)","600","UNIT","02562774"
"106562","645","ADDED","approved","ASCORBIC ACID","120","MG","02562774"
"106558","7469","ADDED","approved","TESTOSTERONE UNDECANOATE","100","MG","02562723"
"106588","10127","ADDED","approved","PROPRANOLOL HYDROCHLORIDE","10","MG","02563053"
"106584","894","ADDED","approved","CALCIPOTRIOL","0.05","MG","02563010"
"106571","13123","ADDED","approved","ROSUVASTATIN (ROSUVASTATIN CALCIUM)","5","MG","02562863"
"106561","7218","ADDED","approved","IODINE (POTASSIUM IODIDE)","0.15","MG","02562766"
"106589","10127","ADDED","approved","PROPRANOLOL HYDROCHLORIDE","20","MG","02563061"
"106584","7610","ADDED","approved","BETAMETHASONE (BETAMETHASONE DIPROPIONATE)","0.5","MG","02563010"
"106597","22816","ADDED","approved","EDOXABAN (EDOXABAN TOSYLATE MONOHYDRATE)","60","MG","02563169"
"106605","270","ADDED","approved","ACETAMINOPHEN","160","MG","02563258"
"106561","11171","ADDED","approved","VITAMIN B2 (RIBOFLAVIN)","3.4","MG","02562766"
"106591","10127","ADDED","approved","PROPRANOLOL HYDROCHLORIDE","80","MG","02563096"
"106550","7554","ADDED","approved","PROGESTERONE","50","MG","02562642"
"106582","20422","ADDED","approved","USTEKINUMAB","45","MG","02562995"
"106564","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.13","%","02562790"
"106565","12468","ADDED","approved","TENECTEPLASE","25","MG","02562804"
"106561","582","ADDED","approved","COPPER (CUPRIC OXIDE)","2","MG","02562766"
"106562","5000","ADDED","approved","D-PANTOTHENIC ACID (CALCIUM D-PANTOTHENATE)","6","MG","02562774"
"106562","11170","ADDED","approved","VITAMIN B1 (THIAMINE MONONITRATE)","3","MG","02562774"
"106549","23872","ADDED","approved","EFGARTIGIMOD ALFA","200","MG","02562634"
"106561","5015","ADDED","approved","NICOTINAMIDE","20","MG","02562766"
"12313","331","Changed","inactive","ZINC (ZINC SUCCINATE)",".5","MG","00849871"
"12305","331","Changed","inactive","ZINC (ZINC GLUTARATE)",".5","MG","01900625"
"22943","4803","Changed","inactive","CALCIUM (EGG SHELL)","80","MG","01959840"
"106562","331","ADDED","approved","ZINC (ZINC OXIDE)","15","MG","02562774"
"106577","424","ADDED","approved","AZITHROMYCIN (AZITHROMYCIN DIHYDRATE)","600","MG","02562944"
"106561","4803","ADDED","approved","CALCIUM (CALCIUM CARBONATE)","300","MG","02562766"
"106608","270","ADDED","approved","ACETAMINOPHEN","160","MG","02563282"
"106562","701","ADDED","approved","VITAMIN E (DL-ALPHA TOCOPHERYL ACETATE)","13.5","MG","02562774"
"106562","11169","ADDED","approved","VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE)","10","MG","02562774"
"106557","2041","ADDED","approved","ATENOLOL","25","MG","02562715"
"106605","10259","ADDED","approved","CHLORPHENIRAMINE MALEATE","1","MG","02563258"
"104223","1739","ADDED","approved","CLADRIBINE","10","MG","02553295"
"106537","20122","ADDED","approved","DASATINIB (DASATINIB MONOHYDRATE)","80","MG","02562499"
"106561","781","ADDED","approved","VITAMIN B12 (CYANOCOBALAMIN)","12","MCG","02562766"
"106560","7469","ADDED","approved","TESTOSTERONE UNDECANOATE","200","MG","02562758"
"106573","13123","ADDED","approved","ROSUVASTATIN (ROSUVASTATIN CALCIUM)","20","MG","02562898"
"106574","13123","ADDED","approved","ROSUVASTATIN (ROSUVASTATIN CALCIUM)","40","MG","02562901"
"106608","10259","ADDED","approved","CHLORPHENIRAMINE MALEATE","1","MG","02563282"
"106578","1970","ADDED","approved","HOMOSALATE","13.6","%","02562952"
"106567","2280","ADDED","approved","OCTOCRYLENE","2","%","02562820"
"106544","1298","ADDED","approved","ISOSORBIDE-5-MONONITRATE","60","MG","02562561"
"106562","6487","ADDED","approved","MAGNESIUM (MAGNESIUM OXIDE)","50","MG","02562774"
"106521","11163","ADDED","approved","TIMOLOL (TIMOLOL MALEATE)","5","MG","02562324"
"106562","309","ADDED","approved","IRON (FERROUS FUMARATE)","35","MG","02562774"
"106590","10127","ADDED","approved","PROPRANOLOL HYDROCHLORIDE","40","MG","02563088"
"106562","4803","ADDED","approved","CALCIUM (CALCIUM CARBONATE)","300","MG","02562774"
"106561","11169","ADDED","approved","VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE)","10","MG","02562766"
