drug_code,mp_code,mp_formal_name,mp_fr_description,changes
1147,00027944,"VALISONE (betamethasone (betamethasone valerate) 0.1 % lotion) BAUSCH HEALTH, CANADA INC.","VALISONE (bétaméthasone (valérate de bétaméthasone) 0,1 % lotion) BAUSCH HEALTH, CANADA INC.","mp_status_effective_time: ""20210219"" -> ""20210506"""
2701,00363766,APO DIMENHYDRINATE TAB 50MG (dimenhydrinate 50 mg oral tablet) APOTEX INC,APO DIMENHYDRINATE TAB 50MG (dimenhydrinate 50 mg comprimé oral) APOTEX INC,"mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19771231"" -> ""20201224"""
3011,00394394,DEHYDRATED ALCOHOL INJECTION USP (alcohol anhydrous 100 % solution for injection) FLON LABORATOIRES INC,DEHYDRATED ALCOHOL INJECTION USP (alcool anhydre 100 % solution injectable) FLON LABORATOIRES INC,"mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19781231"" -> ""20210503"""
3089,00417270,VISKEN (pindolol 5 mg oral tablet) XEDITON PHARMACEUTICALS INC,VISKEN (pindolol 5 mg comprimé oral) XEDITON PHARMACEUTICALS INC,"mp_formal_name: ""VISKEN (pindolol 5 mg oral tablet) A̲R̲A̲L̲E̲Z̲ PHARMACEUTICALS ̲C̲A̲N̲A̲D̲A̲ INC"" -> ""VISKEN (pindolol 5 mg oral tablet) X̲E̲D̲I̲T̲O̲N̲ PHARMACEUTICALS INC""
mp_fr_description: ""VISKEN (pindolol 5 mg comprimé oral) A̲R̲A̲L̲E̲Z̲ PHARMACEUTICALS ̲C̲A̲N̲A̲D̲A̲ INC"" -> ""VISKEN (pindolol 5 mg comprimé oral) X̲E̲D̲I̲T̲O̲N̲ PHARMACEUTICALS INC"""
3091,00443174,VISKEN (pindolol 10 mg oral tablet) XEDITON PHARMACEUTICALS INC,VISKEN (pindolol 10 mg comprimé oral) XEDITON PHARMACEUTICALS INC,"mp_formal_name: ""VISKEN (pindolol 10 mg oral tablet) A̲R̲A̲L̲E̲Z̲ PHARMACEUTICALS ̲C̲A̲N̲A̲D̲A̲ INC"" -> ""VISKEN (pindolol 10 mg oral tablet) X̲E̲D̲I̲T̲O̲N̲ PHARMACEUTICALS INC""
mp_fr_description: ""VISKEN (pindolol 10 mg comprimé oral) A̲R̲A̲L̲E̲Z̲ PHARMACEUTICALS ̲C̲A̲N̲A̲D̲A̲ INC"" -> ""VISKEN (pindolol 10 mg comprimé oral) X̲E̲D̲I̲T̲O̲N̲ PHARMACEUTICALS INC"""
4610,00510645,TEVA-TRIMEL DS (sulfamethoxazole 800 mg and trimethoprim 160 mg oral tablet) TEVA CANADA LIMITED,TEVA-TRIMEL DS (sulfaméthoxazole 800 mg et triméthoprime 160 mg comprimé oral) TEVA CANADA LIMITED,"mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19811231"" -> ""20210514"""
4611,00510637,TEVA-TRIMEL (sulfamethoxazole 400 mg and trimethoprim 80 mg oral tablet) TEVA CANADA LIMITED,TEVA-TRIMEL (sulfaméthoxazole 400 mg et triméthoprime 80 mg comprimé oral) TEVA CANADA LIMITED,"mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19811231"" -> ""20210514"""
4896,00510696,ENTERIC COATED ASA TABLETS 325MG (acetylsalicylic acid 325 mg gastro-resistant tablet) APOTEX INC,ENTERIC COATED ASA TABLETS 325MG (acide acétylsalicylique 325 mg comprimé gastrorésistant) APOTEX INC,"mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19821231"" -> ""20191130"""
4897,00472476,ENTERIC COATED ASA TABLETS 650MG (acetylsalicylic acid 650 mg gastro-resistant tablet) APOTEX INC,ENTERIC COATED ASA TABLETS 650MG (acide acétylsalicylique 650 mg comprimé gastrorésistant) APOTEX INC,"mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19821231"" -> ""20210519"""
4900,00545023,APO-BISACODYL (bisacodyl 5 mg gastro-resistant tablet) APOTEX INC,APO-BISACODYL (bisacodyl 5 mg comprimé gastrorésistant) APOTEX INC,"mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19821231"" -> ""20191002"""
5156,00568627,VISKAZIDE (hydrochlorothiazide 25 mg and pindolol 10 mg oral tablet) XEDITON PHARMACEUTICALS INC,VISKAZIDE (hydrochlorothiazide 25 mg et pindolol 10 mg comprimé oral) XEDITON PHARMACEUTICALS INC,"mp_formal_name: ""VISKAZIDE (hydrochlorothiazide 25 mg and pindolol 10 mg oral tablet) A̲R̲A̲L̲E̲Z̲ PHARMACEUTICALS ̲C̲A̲N̲A̲D̲A̲ INC"" -> ""VISKAZIDE (hydrochlorothiazide 25 mg and pindolol 10 mg oral tablet) X̲E̲D̲I̲T̲O̲N̲ PHARMACEUTICALS INC""
mp_fr_description: ""VISKAZIDE (hydrochlorothiazide 25 mg et pindolol 10 mg comprimé oral) A̲R̲A̲L̲E̲Z̲ PHARMACEUTICALS ̲C̲A̲N̲A̲D̲A̲ INC"" -> ""VISKAZIDE (hydrochlorothiazide 25 mg et pindolol 10 mg comprimé oral) X̲E̲D̲I̲T̲O̲N̲ PHARMACEUTICALS INC"""
5157,00568635,VISKAZIDE (hydrochlorothiazide 50 mg and pindolol 10 mg oral tablet) XEDITON PHARMACEUTICALS INC,VISKAZIDE (hydrochlorothiazide 50 mg et pindolol 10 mg comprimé oral) XEDITON PHARMACEUTICALS INC,"mp_formal_name: ""VISKAZIDE (hydrochlorothiazide 50 mg and pindolol 10 mg oral tablet) A̲R̲A̲L̲E̲Z̲ PHARMACEUTICALS ̲C̲A̲N̲A̲D̲A̲ INC"" -> ""VISKAZIDE (hydrochlorothiazide 50 mg and pindolol 10 mg oral tablet) X̲E̲D̲I̲T̲O̲N̲ PHARMACEUTICALS INC""
mp_fr_description: ""VISKAZIDE (hydrochlorothiazide 50 mg et pindolol 10 mg comprimé oral) A̲R̲A̲L̲E̲Z̲ PHARMACEUTICALS ̲C̲A̲N̲A̲D̲A̲ INC"" -> ""VISKAZIDE (hydrochlorothiazide 50 mg et pindolol 10 mg comprimé oral) X̲E̲D̲I̲T̲O̲N̲ PHARMACEUTICALS INC"""
5326,00587737,HUMULIN N (insulin isophane human 100 unit per mL suspension for injection 10 mL vial) ELI LILLY CANADA INC,HUMULIN N (insuline isophane humaine 100 unité par mL suspension injectable 10 mL fiole) ELI LILLY CANADA INC,DELETED
