drug_code,drug_identification_number,current_brand_name,previous_brand_name
"12837","01926691","CALCIMAR","CALCIMAR SOLUTION INJ 200UNIT/ML"
"16609","02085852","MICATIN MICONAZOLE NITRATE CREAM 2% USP","MICATIN CREAM - 2%"
"4734","00545007","APO-ACETAMINOPHEN EXTRA STRENGTH","APO ACETAMINOPHEN TAB 500MG"
"48431","02229977","APO-ACETAMINOPHEN CAPLETS EXTRA STRENGTH","APO-ACETAMINOPHEN CAPLETS 500MG"
"50960","02231593","DURATOCIN","DURATOCIN INJECTION"
"5974","00622125","IVOMEC DRENCH FOR SHEEP","IVOMEC"
"78704","02301733","ALEVE TABLETS","ALEVE"
"81202","02326663","ERYTHROMYCIN OPHTHALMIC OINTMENT USP","ONGUENT OPHTALMIQUE D'ERYTHROMYCINE USP"
"84320","02358131","NO ODOUR PAIN RELIEF CREAM","EXACT NO ODOUR PAIN RELIEF CREAM"
"87804","02392801","TARO-PREGABALIN","RAN-PREGABALIN"
"87805","02392828","TARO-PREGABALIN","RAN-PREGABALIN"
"87806","02392836","TARO-PREGABALIN","RAN-PREGABALIN"
"87807","02392844","TARO-PREGABALIN","RAN-PREGABALIN"
"87808","02392852","TARO-PREGABALIN","RAN-PREGABALIN"
"87809","02392860","TARO-PREGABALIN","RAN-PREGABALIN"
"88079","02395738","ACH-TOPIRAMATE","TOPIRAMATE TABLETS"
"88080","02395746","ACH-TOPIRAMATE","TOPIRAMATE TABLETS"
"88081","02395754","ACH-TOPIRAMATE","TOPIRAMATE TABLETS"
"90702","02422336","SUCCINYLCHOLINE CHLORIDE INJECTION USP","SUCCINYLCHOLINE CHLORIDE INJECTION"
"92016","02435810","EPINEPHRINE INJECTION USP","EPINEPHRINE INJECTION"
"92405","02439654","TEVA-BUPROPION XL","ACT BUPROPION XL"
"92406","02439662","TEVA-BUPROPION XL","ACT BUPROPION XL"
"92564","02441241","ERGONOVINE MALEATE INJECTION USP","ERGONOVINE MALEATE INJECTION"
"93192","02446553","KIDS SPRAY","SPRAY FOR CHILDREN SPF 50+"
"66186","02242461","LOSEC MUPS","LOSEC MUPS - 10MG"
"66187","02242462","LOSEC MUPS","LOSEC MUPS - 20MG"
"95474","02466392","AURO-NITROFURANTOIN BID","AURO-NITROFURANTOIN"
