drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"65845","197","Changed","active","BENZALKONIUM CHLORIDE","2.17","%","02242167"
"12492","309","Changed","inactive","IRON (IRON MALATE)","7.5","MG","00879851"
"98972","196","ADDED","approved","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","0.3","%","02500000"
"98967","11373","ADDED","approved","TAZAROTENE","0.045","%","02499967"
"98989","10247","ADDED","approved","DEXTROMETHORPHAN HYDROBROMIDE","15","MG","02500183"
"98984","13123","ADDED","approved","ROSUVASTATIN (ROSUVASTATIN CALCIUM)","5","MG","02500132"
"99010","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.105","%","02500426"
"98996","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.1","%","02500256"
"98493","7289","ADDED","approved","ZINC OXIDE","7","%","02494965"
"99023","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.15","%","02500566"
"98953","9880","ADDED","approved","METRONIDAZOLE","125","MG","02499819"
"98926","11899","ADDED","approved","RIZATRIPTAN (RIZATRIPTAN BENZOATE)","10","MG","02499525"
"98309","12048","ADDED","approved","OCTISALATE","4.5","%","02493128"
"99008","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.13","%","02500396"
"99044","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.025","%","02500779"
"98991","10224","ADDED","approved","DOXYLAMINE SUCCINATE","6.25","MG","02500205"
"98309","2280","ADDED","approved","OCTOCRYLENE","9","%","02493128"
"98977","3776","ADDED","approved","METOCLOPRAMIDE HYDROCHLORIDE","5","MG","02500051"
"98935","11907","ADDED","approved","TELMISARTAN","40","MG","02499622"
"98989","270","ADDED","approved","ACETAMINOPHEN","325","MG","02500183"
"98997","9268","ADDED","approved","APOMORPHINE HYDROCHLORIDE","15","MG","02500272"
"98976","3776","ADDED","approved","METOCLOPRAMIDE HYDROCHLORIDE","10","MG","02500043"
"99048","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.044","%","02500825"
"98966","21066","ADDED","approved","PRUCALOPRIDE (PRUCALOPRIDE SUCCINATE)","2","MG","02499959"
"98964","196","ADDED","approved","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","0.15","%","02499932"
"98925","2251","ADDED","approved","LOPERAMIDE HYDROCHLORIDE","2","MG","02499517"
"98975","3776","ADDED","approved","METOCLOPRAMIDE HYDROCHLORIDE","5","MG","02500035"
"98309","12049","ADDED","approved","OCTINOXATE","7","%","02493128"
"98986","13123","ADDED","approved","ROSUVASTATIN (ROSUVASTATIN CALCIUM)","20","MG","02500159"
"99035","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.1","%","02500698"
"99009","196","ADDED","approved","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","0.15","%","02500418"
"98995","9268","ADDED","approved","APOMORPHINE HYDROCHLORIDE","10","MG","02500264"
"98973","9152","ADDED","approved","DOCUSATE SODIUM","100","MG","02500019"
"98958","10021","ADDED","approved","CITRIC ACID","4.5","%","02499878"
"99034","196","ADDED","approved","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","0.025","%","02500671"
"98950","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.036","%","02499789"
