drug_code,mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
777,00010405,TEGRETOL (carbamazépine 200 mg comprimé oral) NOVARTIS PHARMACEUTICALS CANADA INC,carbamazépine 200 mg comprimé oral,carbamazépine,"mp_fr_description: ""TEGRETOL ̲2̲0̲0̲M̲G̲ (carbamazépine 200 mg comprimé oral) NOVARTIS PHARMACEUTICALS CANADA INC"" -> ""TEGRETOL (carbamazépine 200 mg comprimé oral) NOVARTIS PHARMACEUTICALS CANADA INC"""
3920,00402699,APO-CARBAMAZEPINE (carbamazépine 200 mg comprimé oral) APOTEX INC,carbamazépine 200 mg comprimé oral,carbamazépine,"mp_fr_description: ""APO ̲CARBAMAZEPINE ̲T̲A̲B̲ ̲2̲0̲0̲M̲G̲ (carbamazépine 200 mg comprimé oral) APOTEX INC"" -> ""APO-̲CARBAMAZEPINE (carbamazépine 200 mg comprimé oral) APOTEX INC"""
8373,00773611,TEGRETOL CR (carbamazépine 200 mg comprimé oral à libération prolongée) NOVARTIS PHARMACEUTICALS CANADA INC,carbamazépine 200 mg comprimé oral à libération prolongée,carbamazépine,"mp_fr_description: ""TEGRETOL CR ̲T̲A̲B̲ ̲2̲0̲0̲M̲G̲ (carbamazépine 200 mg comprimé oral à libération prolongée) NOVARTIS PHARMACEUTICALS CANADA INC"" -> ""TEGRETOL CR (carbamazépine 200 mg comprimé oral à libération prolongée) NOVARTIS PHARMACEUTICALS CANADA INC"""
8374,00755583,TEGRETOL CR (carbamazépine 400 mg comprimé oral à libération prolongée) NOVARTIS PHARMACEUTICALS CANADA INC,carbamazépine 400 mg comprimé oral à libération prolongée,carbamazépine,"mp_fr_description: ""TEGRETOL CR ̲T̲A̲B̲ ̲4̲0̲0̲M̲G̲ (carbamazépine 400 mg comprimé oral à libération prolongée) NOVARTIS PHARMACEUTICALS CANADA INC"" -> ""TEGRETOL CR (carbamazépine 400 mg comprimé oral à libération prolongée) NOVARTIS PHARMACEUTICALS CANADA INC"""
13360,01964054,"ORACORT (acétonide de triamcinolone 0,1 % pâte buccale) TAROPHARMA, A DIVISION OF TARO PHARMACEUTICALS INC.","acétonide de triamcinolone 0,1 % pâte buccale",acétonide de triamcinolone,"mp_fr_description: ""ORACORT (acétonide de triamcinolone 0,1 % pâte buccale) TARO PHARMACEUTICALS INC"" -> ""ORACORT (acétonide de triamcinolone 0,1 % pâte buccale) TAROP̲H̲A̲R̲M̲A̲,̲ ̲A̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲T̲A̲R̲O̲ PHARMACEUTICALS INC.̲"""
19729,02194333,TEGRETOL SUSPENSION (carbamazépine 100 mg par 5 mL suspension orale) NOVARTIS PHARMACEUTICALS CANADA INC,carbamazépine 100 mg par 5 mL suspension orale,carbamazépine,"mp_fr_description: ""TEGRETOL -̲ ̲S̲U̲S̲ ̲1̲0̲0̲M̲G̲/̲5̲M̲L̲ (carbamazépine 100 mg par 5 mL suspension orale) NOVARTIS PHARMACEUTICALS CANADA INC"" -> ""TEGRETOL S̲U̲S̲P̲E̲N̲S̲I̲O̲N̲ (carbamazépine 100 mg par 5 mL suspension orale) NOVARTIS PHARMACEUTICALS CANADA INC"""
42113,01942301,"ABSORBINE JR LINIMENT (chloroxylénol 0,5 % et menthol 1,25 % solution pour application cutanée) BRIDGES CONSUMER HEALTHCARE LLC","chloroxylénol 0,5 % et menthol 1,25 % solution pour application cutanée",chloroxylénol et menthol,"mp_fr_description: ""ABSORBINE JR LINIMENT (chloroxylénol 0,5 % et menthol 1,25 % solution pour application cutanée) C̲L̲A̲R̲I̲O̲N̲ ̲B̲R̲A̲N̲D̲S̲ LLC"" -> ""ABSORBINE JR LINIMENT (chloroxylénol 0,5 % et menthol 1,25 % solution pour application cutanée) B̲R̲I̲D̲G̲E̲S̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ LLC"""
43395,02224135,ARIMIDEX (anastrozole 1 mg comprimé oral) ASTRAZENECA CANADA INC,anastrozole 1 mg comprimé oral,anastrozole,"mp_fr_description: ""ARIMIDEX ̲T̲A̲B̲ ̲1̲M̲G̲ (anastrozole 1 mg comprimé oral) ASTRAZENECA CANADA INC"" -> ""ARIMIDEX (anastrozole 1 mg comprimé oral) ASTRAZENECA CANADA INC"""
43438,02225964,APO-TEMAZEPAM (témazépam 15 mg capsule orale) APOTEX INC,témazépam 15 mg capsule orale,témazépam,"mp_fr_description: ""TEMAZEPAM (témazépam 15 mg capsule orale) AA̲ ̲P̲H̲A̲R̲M̲A̲ INC"" -> ""A̲P̲O̲-̲TEMAZEPAM (témazépam 15 mg capsule orale) AP̲O̲T̲E̲X̲ INC"""
43439,02225972,APO-TEMAZEPAM (témazépam 30 mg capsule orale) APOTEX INC,témazépam 30 mg capsule orale,témazépam,"mp_fr_description: ""TEMAZEPAM (témazépam 30 mg capsule orale) AA̲ ̲P̲H̲A̲R̲M̲A̲ INC"" -> ""A̲P̲O̲-̲TEMAZEPAM (témazépam 30 mg capsule orale) AP̲O̲T̲E̲X̲ INC"""
71082,02246859,AA-FENO-SUPER (fénofibrate 100 mg comprimé oral) AA PHARMA INC,fénofibrate 100 mg comprimé oral,fénofibrate,"mp_fr_description: ""AP̲O̲-FENO-SUPER (fénofibrate 100 mg comprimé oral) AA PHARMA INC"" -> ""AA̲-FENO-SUPER (fénofibrate 100 mg comprimé oral) AA PHARMA INC"""
71083,02246860,AA-FENO-SUPER (fénofibrate 160 mg comprimé oral) AA PHARMA INC,fénofibrate 160 mg comprimé oral,fénofibrate,"mp_fr_description: ""AP̲O̲-FENO-SUPER (fénofibrate 160 mg comprimé oral) AA PHARMA INC"" -> ""AA̲-FENO-SUPER (fénofibrate 160 mg comprimé oral) AA PHARMA INC"""
78500,02299623,"PIPERACILLIN AND TAZOBACTAM FOR INJECTION (pipéracilline (pipéracilline sodique) 2 g par fiole et tazobactam (tazobactam sodique) 0,25 g par fiole poudre pour solution injectable) SANDOZ CANADA INCORPORATED","pipéracilline (pipéracilline sodique) 2 g par fiole et tazobactam (tazobactam sodique) 0,25 g par fiole poudre pour solution injectable",pipéracilline et tazobactam,"mp_fr_description: ""PIPERACILLIN S̲O̲D̲I̲U̲M̲/̲T̲A̲Z̲O̲B̲A̲C̲T̲A̲M̲ ̲S̲O̲D̲I̲U̲M̲ ̲P̲O̲W̲D̲E̲R̲ FOR INJECTION (pipéracilline (pipéracilline sodique) 2 g par fiole et tazobactam (tazobactam sodique) 0,25 g par fiole poudre pour solution injectable) SANDOZ CANADA INCORPORATED"" -> ""PIPERACILLIN A̲N̲D̲ ̲T̲A̲Z̲O̲B̲A̲C̲T̲A̲M̲ FOR INJECTION (pipéracilline (pipéracilline sodique) 2 g par fiole et tazobactam (tazobactam sodique) 0,25 g par fiole poudre pour solution injectable) SANDOZ CANADA INCORPORATED"""
78501,02299631,"PIPERACILLIN AND TAZOBACTAM FOR INJECTION (pipéracilline (pipéracilline sodique) 3 g par fiole et tazobactam (tazobactam sodique) 0,375 g par fiole poudre pour solution injectable) SANDOZ CANADA INCORPORATED","pipéracilline (pipéracilline sodique) 3 g par fiole et tazobactam (tazobactam sodique) 0,375 g par fiole poudre pour solution injectable",pipéracilline et tazobactam,"mp_fr_description: ""PIPERACILLIN S̲O̲D̲I̲U̲M̲/̲T̲A̲Z̲O̲B̲A̲C̲T̲A̲M̲ ̲S̲O̲D̲I̲U̲M̲ ̲P̲O̲W̲D̲E̲R̲ FOR INJECTION (pipéracilline (pipéracilline sodique) 3 g par fiole et tazobactam (tazobactam sodique) 0,375 g par fiole poudre pour solution injectable) SANDOZ CANADA INCORPORATED"" -> ""PIPERACILLIN A̲N̲D̲ ̲T̲A̲Z̲O̲B̲A̲C̲T̲A̲M̲ FOR INJECTION (pipéracilline (pipéracilline sodique) 3 g par fiole et tazobactam (tazobactam sodique) 0,375 g par fiole poudre pour solution injectable) SANDOZ CANADA INCORPORATED"""
