drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"12492","309","Changed","inactive","IRON (FERROUS SUCCINATE)","2.5","MG","00879851"
"104425","13123","ADDED","approved","ROSUVASTATIN (ROSUVASTATIN CALCIUM)","20","MG","02555514"
"104430","10259","ADDED","approved","CHLORPHENIRAMINE MALEATE","4","MG","02555549"
"102670","22430","ADDED","approved","ESLICARBAZEPINE ACETATE","400","MG","02537958"
"104400","11366","ADDED","approved","ATORVASTATIN (ATORVASTATIN CALCIUM)","20","MG","02555204"
"104392","20387","ADDED","approved","RIVAROXABAN","15","MG","02555123"
"104459","19728","ADDED","approved","LANREOTIDE (LANREOTIDE ACETATE)","60","MG","02555867"
"104391","20387","ADDED","approved","RIVAROXABAN","10","MG","02555115"
"104338","13326","ADDED","approved","PEMETREXED (PEMETREXED DISODIUM HEMIPENTAHYDRATE)","500","MG","02554542"
"104363","20061","ADDED","approved","DICLOFENAC DIETHYLAMINE","1.16","%","02554801"
"79958","11516","Changed","active","ROPINIROLE (ROPINIROLE HYDROCHLORIDE)","2","MG","02314061"
"85853","12064","Changed","approved","SIROLIMUS","1","MG","02373386"
"104414","723","ADDED","approved","RISPERIDONE","1","MG","02555379"
"104389","2418","ADDED","approved","CARMUSTINE","100","MG","02555093"
"104416","723","ADDED","approved","RISPERIDONE","3","MG","02555395"
"104420","7289","ADDED","approved","ZINC OXIDE","8.73","%","02555433"
"104412","723","ADDED","approved","RISPERIDONE","0.25","MG","02555352"
"12298","309","Changed","inactive","IRON (IRON GLUTARATE)",".5","MG","01901117"
"85265","180","ADDED","approved","LANSOPRAZOLE","15","MG","02367815"
"103567","21230","ADDED","active","AZILSARTAN MEDOXOMIL (AZILSARTAN MEDOXOMIL POTASSIUM)","40","MG","02547015"
"104435","11366","ADDED","approved","ATORVASTATIN (ATORVASTATIN CALCIUM)","20","MG","02555603"
"104393","20387","ADDED","approved","RIVAROXABAN","20","MG","02555131"
"104390","20387","ADDED","approved","RIVAROXABAN","2.5","MG","02555107"
"104398","11366","ADDED","approved","ATORVASTATIN (ATORVASTATIN CALCIUM)","10","MG","02555190"
"102669","22430","ADDED","approved","ESLICARBAZEPINE ACETATE","200","MG","02537931"
"104332","768","ADDED","approved","FINASTERIDE","1","MG","02554461"
"104426","13123","ADDED","approved","ROSUVASTATIN (ROSUVASTATIN CALCIUM)","40","MG","02555522"
"104430","6492","ADDED","approved","PSEUDOEPHEDRINE HYDROCHLORIDE","60","MG","02555549"
"104405","20061","ADDED","approved","DICLOFENAC DIETHYLAMINE","2.32","%","02555263"
"85266","180","ADDED","approved","LANSOPRAZOLE","30","MG","02367823"
"104423","13123","ADDED","approved","ROSUVASTATIN (ROSUVASTATIN CALCIUM)","5","MG","02555492"
"104395","662","ADDED","approved","PYRITHIONE ZINC","1","%","02555166"
"104404","20387","ADDED","approved","RIVAROXABAN","2.5","MG","02555255"
"79959","11516","Changed","active","ROPINIROLE (ROPINIROLE HYDROCHLORIDE)","5","MG","02314088"
"104445","232","ADDED","approved","PERINDOPRIL ERBUMINE","4","MG","02555700"
"104413","723","ADDED","approved","RISPERIDONE","0.5","MG","02555360"
"104342","2609","ADDED","approved","IBUPROFEN","200","MG","02554585"
"104444","232","ADDED","approved","PERINDOPRIL ERBUMINE","2","MG","02555697"
