drug_code,mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
316,00024694,ATARAX (chlorhydrate d'hydroxyzine 10 mg par 5 mL sirop) SEARCHLIGHT PHARMA INC,chlorhydrate d'hydroxyzine 10 mg par 5 mL sirop,hydroxyzine,"mp_fr_description: ""ATARAX ̲S̲Y̲R̲U̲P̲ ̲2̲M̲G̲/̲M̲L̲ (chlorhydrate d'hydroxyzine 10 mg par 5 mL sirop) E̲R̲F̲A̲ ̲C̲A̲N̲A̲D̲A̲ ̲2̲0̲1̲2̲ INC"" -> ""ATARAX (chlorhydrate d'hydroxyzine 10 mg par 5 mL sirop) S̲E̲A̲R̲C̲H̲L̲I̲G̲H̲T̲ ̲P̲H̲A̲R̲M̲A̲ INC"""
731,00023485,ZARONTIN SYRUP (éthosuximide 250 mg par 5 mL sirop) SEARCHLIGHT PHARMA INC,éthosuximide 250 mg par 5 mL sirop,éthosuximide,"mp_fr_description: ""ZARONTIN SYR ̲2̲5̲0̲M̲G̲/̲5̲M̲L̲ (éthosuximide 250 mg par 5 mL sirop) E̲R̲F̲A̲ ̲C̲A̲N̲A̲D̲A̲ ̲2̲0̲1̲2̲ INC"" -> ""ZARONTIN SYRU̲P̲ (éthosuximide 250 mg par 5 mL sirop) S̲E̲A̲R̲C̲H̲L̲I̲G̲H̲T̲ ̲P̲H̲A̲R̲M̲A̲ INC"""
771,00022799,ZARONTIN (éthosuximide 250 mg capsule orale) SEARCHLIGHT PHARMA INC,éthosuximide 250 mg capsule orale,éthosuximide,"mp_fr_description: ""ZARONTIN C̲A̲P̲ ̲2̲5̲0̲M̲G̲ ̲(éthosuximide 250 mg capsule orale) E̲R̲F̲A̲ ̲C̲A̲N̲A̲D̲A̲ ̲2̲0̲1̲2̲ INC"" -> ""ZARONTIN (éthosuximide 250 mg capsule orale) S̲E̲A̲R̲C̲H̲L̲I̲G̲H̲T̲ ̲P̲H̲A̲R̲M̲A̲ INC"""
772,00023949,THYROID (thyroïde 30 mg comprimé oral) SEARCHLIGHT PHARMA INC,thyroïde 30 mg comprimé oral,thyroïde,"mp_fr_description: ""THYROID T̲A̲B̲ ̲3̲0̲M̲G̲ ̲(thyroïde 30 mg comprimé oral) E̲R̲F̲A̲ ̲C̲A̲N̲A̲D̲A̲ ̲2̲0̲1̲2̲ INC"" -> ""THYROID (thyroïde 30 mg comprimé oral) S̲E̲A̲R̲C̲H̲L̲I̲G̲H̲T̲ ̲P̲H̲A̲R̲M̲A̲ INC"""
773,00023957,THYROID (thyroïde 60 mg comprimé oral) SEARCHLIGHT PHARMA INC,thyroïde 60 mg comprimé oral,thyroïde,"mp_fr_description: ""THYROID T̲A̲B̲ ̲6̲0̲M̲G̲ ̲(thyroïde 60 mg comprimé oral) E̲R̲F̲A̲ ̲C̲A̲N̲A̲D̲A̲ ̲2̲0̲1̲2̲ INC"" -> ""THYROID (thyroïde 60 mg comprimé oral) S̲E̲A̲R̲C̲H̲L̲I̲G̲H̲T̲ ̲P̲H̲A̲R̲M̲A̲ INC"""
774,00023965,THYROID (thyroïde 125 mg comprimé oral) SEARCHLIGHT PHARMA INC,thyroïde 125 mg comprimé oral,thyroïde,"mp_fr_description: ""THYROID T̲A̲B̲ ̲1̲2̲5̲M̲G̲ ̲(thyroïde 125 mg comprimé oral) E̲R̲F̲A̲ ̲C̲A̲N̲A̲D̲A̲ ̲2̲0̲1̲2̲ INC"" -> ""THYROID (thyroïde 125 mg comprimé oral) S̲E̲A̲R̲C̲H̲L̲I̲G̲H̲T̲ ̲P̲H̲A̲R̲M̲A̲ INC"""
1401,00023760,NORLUTATE (acétate de noréthindrone 5 mg comprimé oral) SEARCHLIGHT PHARMA INC,acétate de noréthindrone 5 mg comprimé oral,noréthindrone,"mp_fr_description: ""NORLUTATE (acétate de noréthindrone 5 mg comprimé oral) E̲R̲F̲A̲ ̲C̲A̲N̲A̲D̲A̲ ̲2̲0̲1̲2̲ INC"" -> ""NORLUTATE (acétate de noréthindrone 5 mg comprimé oral) S̲E̲A̲R̲C̲H̲L̲I̲G̲H̲T̲ ̲P̲H̲A̲R̲M̲A̲ INC"""
1508,00155365,ADRENALIN TOPICAL SOLUTION (épinéphrine (chlorhydrate d'épinéphrine) 1 mg par mL solution pour application cutanée) SEARCHLIGHT PHARMA INC,épinéphrine (chlorhydrate d'épinéphrine) 1 mg par mL solution pour application cutanée,épinéphrine,"mp_fr_description: ""ADRENALIN TOPICAL SOLUTION (épinéphrine (chlorhydrate d'épinéphrine) 1 mg par mL solution pour application cutanée) E̲R̲F̲A̲ ̲C̲A̲N̲A̲D̲A̲ ̲2̲0̲1̲2̲ INC"" -> ""ADRENALIN TOPICAL SOLUTION (épinéphrine (chlorhydrate d'épinéphrine) 1 mg par mL solution pour application cutanée) S̲E̲A̲R̲C̲H̲L̲I̲G̲H̲T̲ ̲P̲H̲A̲R̲M̲A̲ INC"""
2146,00323098,FLAMAZINE (sulfadiazine d'argent 1 % crème cutanée) SMITH & NEPHEW INC,sulfadiazine d'argent 1 % crème cutanée,sulfadiazine d'argent,"mp_fr_description: ""FLAMAZINE ̲C̲R̲M̲ ̲1̲%̲ (sulfadiazine d'argent 1 % crème cutanée) SMITH & NEPHEW INC"" -> ""FLAMAZINE (sulfadiazine d'argent 1 % crème cutanée) SMITH & NEPHEW INC"""
2789,00312363,CHLOROMYCETIN SUCCINATE INJECTION (chloramphénicol (succinate sodique de chloramphénicol) 1 g par fiole poudre pour solution injectable) SEARCHLIGHT PHARMA INC,chloramphénicol (succinate sodique de chloramphénicol) 1 g par fiole poudre pour solution injectable,chloramphénicol,"mp_fr_description: ""CHLOROMYCETIN SUCCINATE INJECTION ̲1̲G̲M̲ (chloramphénicol (succinate sodique de chloramphénicol) 1 g par fiole poudre pour solution injectable) E̲R̲F̲A̲ ̲C̲A̲N̲A̲D̲A̲ ̲2̲0̲1̲2̲ INC"" -> ""CHLOROMYCETIN SUCCINATE INJECTION (chloramphénicol (succinate sodique de chloramphénicol) 1 g par fiole poudre pour solution injectable) S̲E̲A̲R̲C̲H̲L̲I̲G̲H̲T̲ ̲P̲H̲A̲R̲M̲A̲ INC"""
