drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"91326","6974","REMOVED","active",NA,NA,NA,"02428806"
"16264","55","REMOVED","active",NA,NA,NA,"02052431"
"100738","12633","Changed","active","FORMOTEROL FUMARATE DIHYDRATE","5","MCG","02518058"
"12492","309","Changed","inactive","IRON (FERROUS SUCCINATE)","2.5","MG","00879851"
"80609","20422","Changed","active","USTEKINUMAB","90","MG","02320681"
"102598","20422","ADDED","approved","USTEKINUMAB","90","MG","02537257"
"102541","13276","ADDED","approved","FULVESTRANT","50","MG","02536668"
"102081","11710","ADDED","approved","BRIMONIDINE TARTRATE","0.2","%","02531704"
"102551","11821","ADDED","approved","TIZANIDINE (TIZANIDINE HYDROCHLORIDE)","4","MG","02536765"
"102567","6186","ADDED","approved","METHYLPHENIDATE HYDROCHLORIDE","10","MG","02536943"
"102574","6186","ADDED","approved","METHYLPHENIDATE HYDROCHLORIDE","80","MG","02537036"
"102563","11956","ADDED","approved","OSELTAMIVIR (OSELTAMIVIR PHOSPHATE)","45","MG","02536900"
"102564","11956","ADDED","approved","OSELTAMIVIR (OSELTAMIVIR PHOSPHATE)","75","MG","02536919"
"102624","20639","ADDED","approved","ROFLUMILAST","0.3","%","02537532"
"91279","12429","ADDED","approved","IMATINIB (IMATINIB MESYLATE)","100","MG","02428318"
"102554","20179","ADDED","approved","SITAGLIPTIN (SITAGLIPTIN PHOSPHATE)","100","MG","02536803"
"102591","13153","ADDED","approved","ERTAPENEM (ERTAPENEM SODIUM)","1","G","02537176"
"102588","135","ADDED","approved","GANCICLOVIR (GANCICLOVIR SODIUM)","500","MG","02537168"
"102566","9556","ADDED","approved","BUSULFAN","60","MG","02536935"
"102559","5891","ADDED","approved","THIOTEPA","15","MG","02536862"
"12298","309","Changed","inactive","IRON (IRON GLUTARATE)",".5","MG","01901117"
"100738","21481","Changed","active","GLYCOPYRRONIUM (GLYCOPYRRONIUM BROMIDE)","7.2","MCG","02518058"
"102593","20742","ADDED","approved","TICAGRELOR","90","MG","02537192"
"102579","22685","ADDED","active","LUMACAFTOR","75","MG","02537087"
"102109","662","ADDED","active","PYRITHIONE ZINC","1","%","02532026"
"102556","20179","ADDED","approved","SITAGLIPTIN (SITAGLIPTIN PHOSPHATE)","25","MG","02536838"
"102603","20422","ADDED","approved","USTEKINUMAB","45","MG","02537303"
"102570","6186","ADDED","approved","METHYLPHENIDATE HYDROCHLORIDE","30","MG","02536986"
"102562","11956","ADDED","approved","OSELTAMIVIR (OSELTAMIVIR PHOSPHATE)","30","MG","02536897"
"102592","20742","ADDED","approved","TICAGRELOR","60","MG","02537184"
"102547","20139","ADDED","approved","OXALIPLATIN","5","MG","02536757"
"102560","5891","ADDED","approved","THIOTEPA","100","MG","02536870"
"102622","10010","ADDED","approved","NEOSTIGMINE METHYLSULFATE","0.5","MG","02537516"
"102104","662","ADDED","active","PYRITHIONE ZINC","1","%","02531968"
"102595","23833","ADDED","approved","NIRSEVIMAB","100","MG","02537214"
"22943","4803","Changed","inactive","CALCIUM (CALCIUM CITRATE)","20","MG","01959840"
"102572","6186","ADDED","approved","METHYLPHENIDATE HYDROCHLORIDE","50","MG","02537001"
"102604","20422","ADDED","approved","USTEKINUMAB","5","MG","02537311"
"102102","662","ADDED","active","PYRITHIONE ZINC","1","%","02531933"
"102552","13053","ADDED","approved","BORTEZOMIB (BORTEZOMIB MANNITOL BORONIC ESTER)","3.5","MG","02536773"
"102571","6186","ADDED","approved","METHYLPHENIDATE HYDROCHLORIDE","40","MG","02536994"
"102579","21511","ADDED","active","IVACAFTOR","94","MG","02537087"
"12305","331","Changed","inactive","ZINC (ZINC GLUTARATE)",".5","MG","01900625"
"12313","331","Changed","inactive","ZINC (ZINC SUCCINATE)",".5","MG","00849871"
"90597","932","Changed","dormant","RAMIPRIL","15","MG","02421348"
"100738","7581","Changed","active","BUDESONIDE","160","MCG","02518058"
"102094","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.35","%","02531852"
"91280","12429","ADDED","approved","IMATINIB (IMATINIB MESYLATE)","400","MG","02428326"
"102614","768","ADDED","approved","FINASTERIDE","1","MG","02537427"
"102569","6186","ADDED","approved","METHYLPHENIDATE HYDROCHLORIDE","20","MG","02536978"
"102621","23454","ADDED","approved","ETOMIDATE","2","MG","02537508"
"102573","6186","ADDED","approved","METHYLPHENIDATE HYDROCHLORIDE","60","MG","02537028"
"102581","20565","ADDED","approved","DEXMEDETOMIDINE (DEXMEDETOMIDINE HYDROCHLORIDE)","4","MCG","02537109"
"102568","6186","ADDED","approved","METHYLPHENIDATE HYDROCHLORIDE","15","MG","02536951"
"102089","20742","ADDED","approved","TICAGRELOR","60","MG","02531798"
"102594","23833","ADDED","approved","NIRSEVIMAB","50","MG","02537206"
"102081","11163","ADDED","approved","TIMOLOL (TIMOLOL MALEATE)","0.5","%","02531704"
"102578","11705","ADDED","approved","LEVOFLOXACIN","5","MG","02537079"
"102090","20742","ADDED","approved","TICAGRELOR","90","MG","02531801"
"102094","2730","ADDED","approved","DIDECYL DIMETHYL AMMONIUM CHLORIDE","0.15","%","02531852"
"102580","20565","ADDED","approved","DEXMEDETOMIDINE (DEXMEDETOMIDINE HYDROCHLORIDE)","100","MCG","02537095"
"102555","20179","ADDED","approved","SITAGLIPTIN (SITAGLIPTIN PHOSPHATE)","50","MG","02536811"
