tm_code,tm_formal_name,changes
"8002140","methylene blue","ADDED"
"8000922","brompheniramine and phenylephrine","ADDED"
"8001370","dextromethorphan and guaifenesin","ADDED"
"8001679","podophyllin","ADDED"
"8001634","dinoprost","tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19741231"" -> ""20180930"""
"8001715","cantharidin and podophyllin and salicylic acid","ADDED"
"8002085","pyrithione zinc","ADDED"
"8001369","dextromethorphan and doxylamine","ADDED"
"8002158","simethicone","ADDED"
"8001500","ofatumumab","tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""20120813"" -> ""20190301"""
"8001469","fluorescein","ADDED"
"8001630","dequalinium","ADDED"
"8001563","aminolevulinic acid","ADDED"
"8001895","cetylpyridinium","ADDED"
"8001082","glycopyrronium","tm_status_effective_time: ""20130114"" -> ""19931231"""
"8000886","acetylsalicylic acid and citric acid and sodium bicarbonate","ADDED"
"8001659","glycopyrrolate","tm_status: ""ACTIVE"" -> ""Deprec""
"8002229","iron isomaltoside 1000",""ADDED"
"8002121","gentian violet","ADDED"
"8002201","lanolin and mineral oil heavy","ADDED"
"8000866","mupirocin","tm_status_effective_time: ""19921231"" -> ""19990413"""
"8001627","deferiprone","ADDED"
"8001716","carglumic acid","ADDED"
"8001344","brompheniramine and dextromethorphan and phenylephrine","ADDED"
"8002012","benzocaine and butamben and tetracaine","ADDED"
"8000892","sodium citrate and sodium lauryl sulfoacetate and sorbitol","ADDED"
"8001187","diphenhydramine","ADDED"
"8002104","chlorobutanol and dichlorobenzene and oil of turpentine and peanut oil","ADDED"
"8002163","sodium thiosulfate","ADDED"
"8000953","guaifenesin and menthol","ADDED"
"8001354","chlorpheniramine and dextromethorphan","ADDED"
"8001509","polidocanol","ADDED"
"8002220","carboxymethylcellulose","ADDED"
"8002074","polyvinyl alcohol and povidone","ADDED"
"8001721","chloroxylenol and menthol","ADDED"
"8001754","diphenhydramine and zinc acetate","ADDED"
"8002066","phentolamine","ADDED"
"8002126","glycerin and potassium chloride and sodium lactate and sodium phosphate dibasic and sodium phosphate monobasic","ADDED"
"8001373","dextromethorphan and pseudoephedrine","ADDED"
"8001299","permethrin","ADDED"
"8002228","iron dextran","ADDED"
"8001834","leuprolide","ADDED"
"8002225","amphetamine mixed salts","ADDED"
"8002007","aloe and benzoin and myroxylon balsamum and storax","ADDED"
"8002232","sodium ferric gluconate complex","ADDED"
"8002044","oxcarbazepine","ADDED"
"8002230","iron sucrose","ADDED"
"8002227","choriogonadotropin alfa","ADDED"
"8001259","desmopressin","ADDED"
