tm_code,tm_formal_name,tm_fr_description,changes
8000940,alcohol anhydrous and butanediol and propyl alcohol and propylene glycol,alcool anhydre et butanédiol et alcool propylique et propylène glycol,CHANGED
8002278,coagulation factor IX human and coagulation factor ii (human) and coagulation factor vii (human) and coagulation factor x (human) and protein c and protein s,facteur IX de coagulation humain et facteur II de coagulation humain et facteur VII de coagulation humain et facteur X de coagulation humain et protéine c et protéine s,CHANGED
8002047,paclitaxel,paclitaxel,CHANGED
8000912,alcohol anhydrous and chlorhexidine,alcool anhydre et chlorhexidine,CHANGED
8001532,tenoxicam,ténoxicam,"tm_status_effective_time: ""20200724"" -> ""20220829"""
8002088,acetic acid and sodium acetate,acide acétique et acétate de sodium,CHANGED
666199b046549e78dfe00c2159ec0e38,phenylbutyric acid and ursodoxicoltaurine,acide phénylbutyrique et ursodoxicoltaurine,ADDED
8001615,chloroxylenol,chloroxylénol,CHANGED
8002282,fibrinogen human and thrombin human,fibrinogène humaine et thrombine humaine,CHANGED
8001878,sodium iodide,iodure de sodium,CHANGED
8002245,onabotulinumtoxinA,onabotulinumtoxineA,CHANGED
f0f32769f9950b8873464f06e346d046,eptinezumab,eptinézumab,ADDED
8000796,benzalkonium,benzalkonium,CHANGED
c1be5cd571b97db755f3de0244aea19a,SARS-CoV-2 recombinant spike protein,protéine de spicule du SRAS-CoV-2 recombinante,ADDED
8001870,potassium chloride,chlorure de potassium,CHANGED
8002215,amphotericin B,amphotéricine B,CHANGED
8001757,doxorubicin,doxorubicine,CHANGED
8001579,benzethonium,benzéthonium,CHANGED
8002154,potassium phosphate dibasic and potassium phosphate monobasic,phosphate de potassium dibasique et phosphate de potassium monobasique,CHANGED
8001976,triclosan,triclosan,CHANGED
8001331,acetaminophen and dextromethorphan and doxylamine and pseudoephedrine,acétaminophène et dextrométhorphane et doxylamine et pseudoéphédrine,"tm_status_effective_time: ""19970109"" -> ""20050110"""
8001476,follitropin beta,follitropine bêta,CHANGED
8001659,glycopyrrolate,glycopyrrolate,DELETED
8002161,sodium bicarbonate,bicarbonate de sodium,CHANGED
8001004,benzoyl peroxide and salicylic acid,peroxyde de benzoyle et acide salicylique,CHANGED
8002160,sodium acetate,acétate de sodium,CHANGED
8001098,asparaginase,asparaginase,CHANGED
8001536,ticlopidine,ticlopidine,"tm_status_effective_time: ""20200724"" -> ""20220829"""
8001844,magnesium chloride,chlorure de magnésium,CHANGED
