drug_code,mp_code,mp_formal_name,mp_fr_description,changes
933,00029149,FUNGIZONE (amphotericin B 50 mg per vial powder for solution for injection) CHEPLAPHARM ARZNEIMITTEL GMBH,FUNGIZONE (amphotéricine B 50 mg par fiole poudre pour solution injectable) CHEPLAPHARM ARZNEIMITTEL GMBH,ADDED
1668,00266507,ADASEPT LIQ 0.5% (triclosan 0.5 % cutaneous liquid) ODAN LABORATORIES LTD,"ADASEPT LIQ 0.5% (triclosan 0,5 % liquide cutané) ODAN LABORATORIES LTD",ADDED
1905,00261998,SODIUM BICARBONATE INJECTION USP (sodium bicarbonate 84 mg per mL solution for injection) PFIZER CANADA ULC,SODIUM BICARBONATE INJECTION USP (bicarbonate de sodium 84 mg par mL solution injectable) PFIZER CANADA ULC,ADDED
2527,00037869,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE USP (potassium chloride 149 mg per mL solution for injection) PFIZER CANADA ULC,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE USP (chlorure de potassium 149 mg par mL solution injectable) PFIZER CANADA ULC,ADDED
3394,00402206,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE (potassium chloride 20 meq per 10 mL solution for injection) OMEGA LABORATORIES LIMITED,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE (chlorure de potassium 20 meq par 10 mL solution injectable) OMEGA LABORATORIES LIMITED,ADDED
3837,00038083,SODIUM BICARBONATE INJECTION USP (sodium bicarbonate 45 mmol per 50 mL solution for injection syringe) PFIZER CANADA ULC,SODIUM BICARBONATE INJECTION USP (bicarbonate de sodium 45 mmol par 50 mL solution injectable seringue) PFIZER CANADA ULC,ADDED
6775,00691623,BICARBONATE CONCENTRATE D17000 (sodium bicarbonate 81.3 g per l solution for haemodialysis) VANTIVE ULC,"BICARBONATE CONCENTRATE D17000 (bicarbonate de sodium 81,3 g par l solution pour hémodialyse) VANTIVE ULC",ADDED
8350,00261971,SODIUM BICARBONATE INJECTION USP (sodium bicarbonate 5 mmol per 10 mL solution for injection syringe) PFIZER CANADA ULC,SODIUM BICARBONATE INJECTION USP (bicarbonate de sodium 5 mmol par 10 mL solution injectable seringue) PFIZER CANADA ULC,ADDED
10509,00804789,POTASSIUM PHOSPHATES (phosphorus (potassium phosphate dibasic and potassium phosphate monobasic) 30 mmol per 10 mL and potassium (potassium phosphate dibasic and potassium phosphate monobasic) 44 mmol per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED,POTASSIUM PHOSPHATES (phosphore (phosphate de potassium dibasique et phosphate de potassium monobasique) 30 mmol par 10 mL et potassium (phosphate de potassium dibasique et phosphate de potassium monobasique) 44 mmol par 10 mL solution injectable fiole) SANDOZ CANADA INCORPORATED,ADDED
11537,00779237,BACTI-STAT 0.3% (triclosan 0.3 % cutaneous liquid) ECOLAB CO,"BACTI-STAT 0.3% (triclosan 0,3 % liquide cutané) ECOLAB CO",ADDED
12639,01977873,GERMICIDAL HAND SOAP LIQ 0.6% (chloroxylenol 0.6 % cutaneous liquid) OSTREM CHEMICAL CO LTD.,"GERMICIDAL HAND SOAP LIQ 0.6% (chloroxylénol 0,6 % liquide cutané) OSTREM CHEMICAL CO LTD.",ADDED
13600,01974548,MICRO I (iodide (sodium iodide) 1000 mcg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED,MICRO I (iodure (iodure de sodium) 1000 mcg par 10 mL solution injectable fiole) SANDOZ CANADA INCORPORATED,ADDED
13833,01905740,K+ 45 (potassium chloride 251.6 g per l solution for haemodialysis) VANTIVE ULC,"K+ 45 (chlorure de potassium 251,6 g par l solution pour hémodialyse) VANTIVE ULC",ADDED
13990,02031116,LAMISIL (terbinafine (terbinafine hydrochloride) 250 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC,LAMISIL (terbinafine (chlorhydrate de terbinafine) 250 mg comprimé oral) NOVARTIS PHARMACEUTICALS CANADA INC,DELETED
14496,01994042,HENRY SCHEIN ANTIMICROBIAL SKIN CLEANSER (chlorhexidine gluconate 4 % cutaneous gel) ABJ CUSTOM PACKAGING,HENRY SCHEIN ANTIMICROBIAL SKIN CLEANSER (gluconate de chlorhexidine 4 % gel cutané) ABJ CUSTOM PACKAGING,"mp_status_effective_time: ""20210910"" -> ""20250730"""
14588,02048701,PMS-CLONAZEPAM (clonazepam 0.5 mg oral tablet) PHARMASCIENCE INC,"PMS-CLONAZEPAM (clonazépam 0,5 mg comprimé oral) PHARMASCIENCE INC",DELETED
15104,02050048,APO-DOXEPIN (doxepin (doxepin hydrochloride) 100 mg oral capsule) APOTEX INC,APO-DOXEPIN (doxépine (chlorhydrate de doxépine) 100 mg capsule orale) APOTEX INC,"Health_Canada_product_name: ""DOXEPIN"" -> ""APO-DOXEPIN""
mp_formal_name: ""DOXEPIN (doxepin (doxepin hydrochloride) 100 mg oral capsule) AA̲ ̲P̲H̲A̲R̲M̲A̲ INC"" -> ""A̲P̲O̲-̲DOXEPIN (doxepin (doxepin hydrochloride) 100 mg oral capsule) AP̲O̲T̲E̲X̲ INC""
mp_fr_description: ""DOXEPIN (doxépine (chlorhydrate de doxépine) 100 mg capsule orale) AA̲ ̲P̲H̲A̲R̲M̲A̲ INC"" -> ""A̲P̲O̲-̲DOXEPIN (doxépine (chlorhydrate de doxépine) 100 mg capsule orale) AP̲O̲T̲E̲X̲ INC""
mp_status_effective_time: ""20200724"" -> ""20250827"""
15105,02050056,APO-DOXEPIN (doxepin (doxepin hydrochloride) 150 mg oral capsule) APOTEX INC,APO-DOXEPIN (doxépine (chlorhydrate de doxépine) 150 mg capsule orale) APOTEX INC,"Health_Canada_product_name: ""DOXEPIN"" -> ""APO-DOXEPIN""
mp_formal_name: ""DOXEPIN (doxepin (doxepin hydrochloride) 150 mg oral capsule) AA̲ ̲P̲H̲A̲R̲M̲A̲ INC"" -> ""A̲P̲O̲-̲DOXEPIN (doxepin (doxepin hydrochloride) 150 mg oral capsule) AP̲O̲T̲E̲X̲ INC""
mp_fr_description: ""DOXEPIN (doxépine (chlorhydrate de doxépine) 150 mg capsule orale) AA̲ ̲P̲H̲A̲R̲M̲A̲ INC"" -> ""A̲P̲O̲-̲DOXEPIN (doxépine (chlorhydrate de doxépine) 150 mg capsule orale) AP̲O̲T̲E̲X̲ INC""
mp_status_effective_time: ""20190731"" -> ""20250828"""
15106,02050005,APO-DOXEPIN (doxepin (doxepin hydrochloride) 25 mg oral capsule) APOTEX INC,APO-DOXEPIN (doxépine (chlorhydrate de doxépine) 25 mg capsule orale) APOTEX INC,"Health_Canada_product_name: ""DOXEPIN"" -> ""APO-DOXEPIN""
mp_formal_name: ""DOXEPIN (doxepin (doxepin hydrochloride) 25 mg oral capsule) AA̲ ̲P̲H̲A̲R̲M̲A̲ INC"" -> ""A̲P̲O̲-̲DOXEPIN (doxepin (doxepin hydrochloride) 25 mg oral capsule) AP̲O̲T̲E̲X̲ INC""
mp_fr_description: ""DOXEPIN (doxépine (chlorhydrate de doxépine) 25 mg capsule orale) AA̲ ̲P̲H̲A̲R̲M̲A̲ INC"" -> ""A̲P̲O̲-̲DOXEPIN (doxépine (chlorhydrate de doxépine) 25 mg capsule orale) AP̲O̲T̲E̲X̲ INC""
mp_status_effective_time: ""20200724"" -> ""20250827"""
