drug_code,mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
2219,00030600,SOLU-CORTEF (hydrocortisone (succinate sodique d'hydrocortisone) 100 mg poudre pour solution injectable avec solution diluante par fiole) PFIZER CANADA ULC,hydrocortisone (succinate sodique d'hydrocortisone) 100 mg poudre pour solution injectable avec solution diluante par fiole,hydrocortisone,"mp_fr_description: ""SOLU-CORTEF ̲1̲0̲0̲ ̲M̲G̲ ̲A̲C̲T̲-̲O̲-̲V̲I̲A̲L̲ (hydrocortisone (succinate sodique d'hydrocortisone) 100 mg poudre pour solution injectable avec solution diluante par fiole) PFIZER CANADA ULC"" -> ""SOLU-CORTEF (hydrocortisone (succinate sodique d'hydrocortisone) 100 mg poudre pour solution injectable avec solution diluante par fiole) PFIZER CANADA ULC"""
2220,00030619,SOLU-CORTEF (hydrocortisone (succinate sodique d'hydrocortisone) 250 mg poudre pour solution injectable avec solution diluante par fiole) PFIZER CANADA ULC,hydrocortisone (succinate sodique d'hydrocortisone) 250 mg poudre pour solution injectable avec solution diluante par fiole,hydrocortisone,"mp_fr_description: ""SOLU-CORTEF ̲2̲5̲0̲ ̲M̲G̲ ̲A̲C̲T̲-̲O̲-̲V̲I̲A̲L̲ (hydrocortisone (succinate sodique d'hydrocortisone) 250 mg poudre pour solution injectable avec solution diluante par fiole) PFIZER CANADA ULC"" -> ""SOLU-CORTEF (hydrocortisone (succinate sodique d'hydrocortisone) 250 mg poudre pour solution injectable avec solution diluante par fiole) PFIZER CANADA ULC"""
2221,00030627,SOLU-CORTEF (hydrocortisone (succinate sodique d'hydrocortisone) 500 mg poudre pour solution injectable avec solution diluante par fiole) PFIZER CANADA ULC,hydrocortisone (succinate sodique d'hydrocortisone) 500 mg poudre pour solution injectable avec solution diluante par fiole,hydrocortisone,"mp_fr_description: ""SOLU-CORTEF ̲5̲0̲0̲ ̲M̲G̲ ̲A̲C̲T̲-̲O̲-̲V̲I̲A̲L̲ (hydrocortisone (succinate sodique d'hydrocortisone) 500 mg poudre pour solution injectable avec solution diluante par fiole) PFIZER CANADA ULC"" -> ""SOLU-CORTEF (hydrocortisone (succinate sodique d'hydrocortisone) 500 mg poudre pour solution injectable avec solution diluante par fiole) PFIZER CANADA ULC"""
2222,00030635,SOLU-CORTEF (hydrocortisone (succinate sodique d'hydrocortisone) 1 g poudre pour solution injectable avec solution diluante par fiole) PFIZER CANADA ULC,hydrocortisone (succinate sodique d'hydrocortisone) 1 g poudre pour solution injectable avec solution diluante par fiole,hydrocortisone,"mp_fr_description: ""SOLU-CORTEF ̲1̲ ̲G̲M̲ ̲A̲C̲T̲-̲O̲-̲V̲I̲A̲L̲ (hydrocortisone (succinate sodique d'hydrocortisone) 1 g poudre pour solution injectable avec solution diluante par fiole) PFIZER CANADA ULC"" -> ""SOLU-CORTEF (hydrocortisone (succinate sodique d'hydrocortisone) 1 g poudre pour solution injectable avec solution diluante par fiole) PFIZER CANADA ULC"""
5917,00585114,APO-IBUPROFEN TAB 600MG (ibuprofène 600 mg comprimé oral) APOTEX INC,ibuprofène 600 mg comprimé oral,ibuprofène,"mp_fr_description: ""APO ̲IBUPROFEN TAB 600MG (ibuprofène 600 mg comprimé oral) APOTEX INC"" -> ""APO-̲IBUPROFEN TAB 600MG (ibuprofène 600 mg comprimé oral) APOTEX INC"""
31096,02133326,MIOCHOL-E (chlorure d'acétylcholine 20 mg par fiole poudre pour solution pour irrigation intraoculaire avec solution diluante) BAUSCH & LOMB INC,chlorure d'acétylcholine 20 mg par fiole poudre pour solution pour irrigation intraoculaire avec solution diluante,acétylcholine,"mp_fr_description: ""MIOCHOL ̲E (chlorure d'acétylcholine 20 mg par fiole poudre pour solution pour irrigation intraoculaire avec solution diluante) BAUSCH & LOMB INC"" -> ""MIOCHOL-̲E (chlorure d'acétylcholine 20 mg par fiole poudre pour solution pour irrigation intraoculaire avec solution diluante) BAUSCH & LOMB INC"""
49332,02230431,PMS-METOCLOPRAMIDE TABLETS (chlorhydrate de métoclopramide 5 mg comprimé oral) PHARMASCIENCE INC,chlorhydrate de métoclopramide 5 mg comprimé oral,métoclopramide,"mp_fr_description: ""M̲E̲T̲O̲N̲I̲A̲ (chlorhydrate de métoclopramide 5 mg comprimé oral) PE̲N̲D̲O̲P̲H̲A̲R̲M̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲P̲HARMASCIENCE INC"" -> ""P̲M̲S̲-̲M̲E̲T̲O̲C̲L̲O̲P̲R̲A̲M̲I̲D̲E̲ ̲T̲A̲B̲L̲E̲T̲S̲ (chlorhydrate de métoclopramide 5 mg comprimé oral) PHARMASCIENCE INC"""
49335,02230432,PMS-METOCLOPRAMIDE TABLETS (chlorhydrate de métoclopramide 10 mg comprimé oral) PHARMASCIENCE INC,chlorhydrate de métoclopramide 10 mg comprimé oral,métoclopramide,"mp_fr_description: ""M̲E̲T̲O̲N̲I̲A̲ (chlorhydrate de métoclopramide 10 mg comprimé oral) PE̲N̲D̲O̲P̲H̲A̲R̲M̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲P̲HARMASCIENCE INC"" -> ""P̲M̲S̲-̲M̲E̲T̲O̲C̲L̲O̲P̲R̲A̲M̲I̲D̲E̲ ̲T̲A̲B̲L̲E̲T̲S̲ (chlorhydrate de métoclopramide 10 mg comprimé oral) PHARMASCIENCE INC"""
49340,02230433,PMS-METOCLOPRAMIDE ORAL SOLUTION (chlorhydrate de métoclopramide 5 mg par 5 mL solution orale) PHARMASCIENCE INC,chlorhydrate de métoclopramide 5 mg par 5 mL solution orale,métoclopramide,"mp_fr_description: ""M̲E̲T̲O̲N̲I̲A̲ (chlorhydrate de métoclopramide 5 mg par 5 mL solution orale) PE̲N̲D̲O̲P̲H̲A̲R̲M̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲P̲HARMASCIENCE INC"" -> ""P̲M̲S̲-̲M̲E̲T̲O̲C̲L̲O̲P̲R̲A̲M̲I̲D̲E̲ ̲O̲R̲A̲L̲ ̲S̲O̲L̲U̲T̲I̲O̲N̲ (chlorhydrate de métoclopramide 5 mg par 5 mL solution orale) PHARMASCIENCE INC"""
65756,02242082,"PRESERVATIVE-FREE THERA TEARS LUBRICANT EYE DROPS (carboxyméthylcellulose sodique 0,25 % gouttes ophtalmiques) MEDTECH PRODUCTS INC","carboxyméthylcellulose sodique 0,25 % gouttes ophtalmiques",carboxyméthylcellulose,"mp_fr_description: ""PRESERVATIVE-FREE THERA TEARS LUBRICANT EYE DROPS (carboxyméthylcellulose sodique 0,25 % gouttes ophtalmiques) A̲K̲O̲R̲N̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲,̲ ̲A̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲A̲K̲O̲R̲N̲ ̲I̲N̲C̲.̲"" -> ""PRESERVATIVE-FREE THERA TEARS LUBRICANT EYE DROPS (carboxyméthylcellulose sodique 0,25 % gouttes ophtalmiques) M̲E̲D̲T̲E̲C̲H̲ ̲P̲R̲O̲D̲U̲C̲T̲S̲ ̲I̲N̲C̲"""
65856,02242177,ACT FLUOXETINE (fluoxétine (chlorhydrate de fluoxétine) 10 mg capsule orale) DR. REDDY'S LABORATORIES INC,fluoxétine (chlorhydrate de fluoxétine) 10 mg capsule orale,fluoxétine,"mp_fr_description: ""ACT FLUOXETINE (fluoxétine (chlorhydrate de fluoxétine) 10 mg capsule orale) DR REDDY'S LABORATORIES INC"" -> ""ACT FLUOXETINE (fluoxétine (chlorhydrate de fluoxétine) 10 mg capsule orale) DR.̲ REDDY'S LABORATORIES INC"""
65857,02242178,ACT FLUOXETINE (fluoxétine (chlorhydrate de fluoxétine) 20 mg capsule orale) DR. REDDY'S LABORATORIES INC,fluoxétine (chlorhydrate de fluoxétine) 20 mg capsule orale,fluoxétine,"mp_fr_description: ""ACT FLUOXETINE (fluoxétine (chlorhydrate de fluoxétine) 20 mg capsule orale) DR REDDY'S LABORATORIES INC"" -> ""ACT FLUOXETINE (fluoxétine (chlorhydrate de fluoxétine) 20 mg capsule orale) DR.̲ REDDY'S LABORATORIES INC"""
69245,02245230,APO-NITRAZEPAM (nitrazépam 5 mg comprimé oral) APOTEX INC,nitrazépam 5 mg comprimé oral,nitrazépam,"mp_fr_description: ""APO-NITRAZEPAM ̲T̲A̲B̲L̲E̲T̲S̲ ̲B̲P̲ (nitrazépam 5 mg comprimé oral) APOTEX INC"" -> ""APO-NITRAZEPAM (nitrazépam 5 mg comprimé oral) APOTEX INC"""
69246,02245231,APO-NITRAZEPAM (nitrazépam 10 mg comprimé oral) APOTEX INC,nitrazépam 10 mg comprimé oral,nitrazépam,"mp_fr_description: ""APO-NITRAZEPAM ̲T̲A̲B̲L̲E̲T̲S̲ ̲B̲P̲ (nitrazépam 10 mg comprimé oral) APOTEX INC"" -> ""APO-NITRAZEPAM (nitrazépam 10 mg comprimé oral) APOTEX INC"""
73225,02248854,"THERATEARS LUBRICANT EYE DROPS (carboxyméthylcellulose sodique 0,25 % gouttes ophtalmiques) MEDTECH PRODUCTS INC","carboxyméthylcellulose sodique 0,25 % gouttes ophtalmiques",carboxyméthylcellulose,"mp_fr_description: ""THERATEARS LUBRICANT EYE DROPS (carboxyméthylcellulose sodique 0,25 % gouttes ophtalmiques) A̲K̲O̲R̲N̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲,̲ ̲A̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲A̲K̲O̲R̲N̲ ̲I̲N̲C̲.̲"" -> ""THERATEARS LUBRICANT EYE DROPS (carboxyméthylcellulose sodique 0,25 % gouttes ophtalmiques) M̲E̲D̲T̲E̲C̲H̲ ̲P̲R̲O̲D̲U̲C̲T̲S̲ ̲I̲N̲C̲"""
