drug_code,mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
3492,00363014,PROCTOFOAM-HC (acétate d'hydrocortisone 1 % et chlorhydrate de pramoxine 1 % mousse rectale) DUCHESNAY INC,acétate d'hydrocortisone 1 % et chlorhydrate de pramoxine 1 % mousse rectale,hydrocortisone et pramoxine,"mp_fr_description: ""PROCTOFOAM ̲HC (acétate d'hydrocortisone 1 % et chlorhydrate de pramoxine 1 % mousse rectale) DUCHESNAY INC"" -> ""PROCTOFOAM-̲HC (acétate d'hydrocortisone 1 % et chlorhydrate de pramoxine 1 % mousse rectale) DUCHESNAY INC"""
9628,00789801,ACETAMINOPHEN TABLETS 325 MG (acétaminophène 325 mg comprimé oral) LABORATOIRES TRIANON INC.,acétaminophène 325 mg comprimé oral,acétaminophène,"mp_fr_description: ""ACETAMINOPHEN TAB ̲3̲2̲5̲M̲G̲ ̲U̲S̲P̲ (acétaminophène 325 mg comprimé oral) LABORATOIRES TRIANON INC."" -> ""ACETAMINOPHEN TABL̲E̲T̲S̲ ̲3̲2̲5̲ ̲M̲G̲ (acétaminophène 325 mg comprimé oral) LABORATOIRES TRIANON INC."""
19418,01977415,ACETAMINOPHEN CAPLETS 325 MG (acétaminophène 325 mg comprimé oral) LABORATOIRES TRIANON INC.,acétaminophène 325 mg comprimé oral,acétaminophène,"mp_fr_description: ""ACETAMINOPHEN CAPLET ̲3̲2̲5̲M̲G̲ ̲U̲S̲P̲ (acétaminophène 325 mg comprimé oral) LABORATOIRES TRIANON INC."" -> ""ACETAMINOPHEN CAPLETS̲ ̲3̲2̲5̲ ̲M̲G̲ (acétaminophène 325 mg comprimé oral) LABORATOIRES TRIANON INC."""
19449,02091453,"DEQUADIN ORAL PAINT (chlorure de déqualinium 0,5 % solution buccale) PHARMASCIENCE INC","chlorure de déqualinium 0,5 % solution buccale",déqualinium,"mp_fr_description: ""DEQUADIN ORAL PAINT (chlorure de déqualinium 0,5 % solution buccale) B̲O̲Y̲D̲ ̲P̲H̲A̲R̲M̲A̲C̲E̲U̲T̲I̲C̲A̲L̲S̲ ̲I̲N̲C̲,̲"" -> ""DEQUADIN ORAL PAINT (chlorure de déqualinium 0,5 % solution buccale) P̲H̲A̲R̲M̲A̲S̲C̲I̲E̲N̲C̲E̲ ̲I̲N̲C̲"""
68637,02244650,REFRESH LIQUIGEL (carboxyméthylcellulose sodique 1 % gouttes ophtalmiques) ABBVIE CORPORATION,carboxyméthylcellulose sodique 1 % gouttes ophtalmiques,carboxyméthylcellulose,"mp_fr_description: ""REFRESH LIQUIGEL (carboxyméthylcellulose sodique 1 % gouttes ophtalmiques) AL̲L̲E̲R̲G̲A̲N̲ ̲I̲N̲C̲"" -> ""REFRESH LIQUIGEL (carboxyméthylcellulose sodique 1 % gouttes ophtalmiques) AB̲B̲V̲I̲E̲ ̲C̲O̲R̲P̲O̲R̲A̲T̲I̲O̲N̲"""
87334,02387751,"LATUDA (chlorhydrate de lurasidone 40 mg comprimé oral) SUMITOMO PHARMA CANADA, INC.",chlorhydrate de lurasidone 40 mg comprimé oral,lurasidone,"mp_fr_description: ""LATUDA (chlorhydrate de lurasidone 40 mg comprimé oral) SUN̲O̲V̲I̲O̲N̲ ̲P̲H̲A̲R̲M̲A̲C̲E̲U̲T̲I̲C̲A̲L̲S̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲"" -> ""LATUDA (chlorhydrate de lurasidone 40 mg comprimé oral) SUM̲I̲T̲O̲M̲O̲ ̲P̲H̲A̲R̲M̲A̲ ̲C̲A̲N̲A̲D̲A̲,̲ ̲I̲N̲C̲.̲"""
87335,02387778,"LATUDA (chlorhydrate de lurasidone 80 mg comprimé oral) SUMITOMO PHARMA CANADA, INC.",chlorhydrate de lurasidone 80 mg comprimé oral,lurasidone,"mp_fr_description: ""LATUDA (chlorhydrate de lurasidone 80 mg comprimé oral) SUN̲O̲V̲I̲O̲N̲ ̲P̲H̲A̲R̲M̲A̲C̲E̲U̲T̲I̲C̲A̲L̲S̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲"" -> ""LATUDA (chlorhydrate de lurasidone 80 mg comprimé oral) SUM̲I̲T̲O̲M̲O̲ ̲P̲H̲A̲R̲M̲A̲ ̲C̲A̲N̲A̲D̲A̲,̲ ̲I̲N̲C̲.̲"""
87336,02387786,"LATUDA (chlorhydrate de lurasidone 120 mg comprimé oral) SUMITOMO PHARMA CANADA, INC.",chlorhydrate de lurasidone 120 mg comprimé oral,lurasidone,"mp_fr_description: ""LATUDA (chlorhydrate de lurasidone 120 mg comprimé oral) SUN̲O̲V̲I̲O̲N̲ ̲P̲H̲A̲R̲M̲A̲C̲E̲U̲T̲I̲C̲A̲L̲S̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲"" -> ""LATUDA (chlorhydrate de lurasidone 120 mg comprimé oral) SUM̲I̲T̲O̲M̲O̲ ̲P̲H̲A̲R̲M̲A̲ ̲C̲A̲N̲A̲D̲A̲,̲ ̲I̲N̲C̲.̲"""
88404,02399148,"REFRESH OPTIVE ADVANCED (carboxyméthylcellulose sodique 0,5 % et glycérine 1 % et polysorbate 80 0,5 % gouttes ophtalmiques) ABBVIE CORPORATION","carboxyméthylcellulose sodique 0,5 % et glycérine 1 % et polysorbate 80 0,5 % gouttes ophtalmiques",carboxyméthylcellulose et glycérine et polysorbate 80,"mp_fr_description: ""REFRESH OPTIVE ADVANCED (carboxyméthylcellulose sodique 0,5 % et glycérine 1 % et polysorbate 80 0,5 % gouttes ophtalmiques) AL̲L̲E̲R̲G̲A̲N̲ ̲I̲N̲C̲"" -> ""REFRESH OPTIVE ADVANCED (carboxyméthylcellulose sodique 0,5 % et glycérine 1 % et polysorbate 80 0,5 % gouttes ophtalmiques) AB̲B̲V̲I̲E̲ ̲C̲O̲R̲P̲O̲R̲A̲T̲I̲O̲N̲"""
89804,02413361,"LATUDA (chlorhydrate de lurasidone 60 mg comprimé oral) SUMITOMO PHARMA CANADA, INC.",chlorhydrate de lurasidone 60 mg comprimé oral,lurasidone,"mp_fr_description: ""LATUDA (chlorhydrate de lurasidone 60 mg comprimé oral) SUN̲O̲V̲I̲O̲N̲ ̲P̲H̲A̲R̲M̲A̲C̲E̲U̲T̲I̲C̲A̲L̲S̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲"" -> ""LATUDA (chlorhydrate de lurasidone 60 mg comprimé oral) SUM̲I̲T̲O̲M̲O̲ ̲P̲H̲A̲R̲M̲A̲ ̲C̲A̲N̲A̲D̲A̲,̲ ̲I̲N̲C̲.̲"""
90423,02419580,POMALYST (pomalidomide 1 mg capsule orale) BRISTOL-MYERS SQUIBB CANADA,pomalidomide 1 mg capsule orale,pomalidomide,"mp_fr_description: ""POMALYST (pomalidomide 1 mg capsule orale) C̲E̲L̲G̲E̲N̲E̲ ̲I̲N̲C̲"" -> ""POMALYST (pomalidomide 1 mg capsule orale) B̲R̲I̲S̲T̲O̲L̲-̲M̲Y̲E̲R̲S̲ ̲S̲Q̲U̲I̲B̲B̲ ̲C̲A̲N̲A̲D̲A̲"""
90424,02419599,POMALYST (pomalidomide 2 mg capsule orale) BRISTOL-MYERS SQUIBB CANADA,pomalidomide 2 mg capsule orale,pomalidomide,"mp_fr_description: ""POMALYST (pomalidomide 2 mg capsule orale) C̲E̲L̲G̲E̲N̲E̲ ̲I̲N̲C̲"" -> ""POMALYST (pomalidomide 2 mg capsule orale) B̲R̲I̲S̲T̲O̲L̲-̲M̲Y̲E̲R̲S̲ ̲S̲Q̲U̲I̲B̲B̲ ̲C̲A̲N̲A̲D̲A̲"""
90425,02419602,POMALYST (pomalidomide 3 mg capsule orale) BRISTOL-MYERS SQUIBB CANADA,pomalidomide 3 mg capsule orale,pomalidomide,"mp_fr_description: ""POMALYST (pomalidomide 3 mg capsule orale) C̲E̲L̲G̲E̲N̲E̲ ̲I̲N̲C̲"" -> ""POMALYST (pomalidomide 3 mg capsule orale) B̲R̲I̲S̲T̲O̲L̲-̲M̲Y̲E̲R̲S̲ ̲S̲Q̲U̲I̲B̲B̲ ̲C̲A̲N̲A̲D̲A̲"""
90426,02419610,POMALYST (pomalidomide 4 mg capsule orale) BRISTOL-MYERS SQUIBB CANADA,pomalidomide 4 mg capsule orale,pomalidomide,"mp_fr_description: ""POMALYST (pomalidomide 4 mg capsule orale) C̲E̲L̲G̲E̲N̲E̲ ̲I̲N̲C̲"" -> ""POMALYST (pomalidomide 4 mg capsule orale) B̲R̲I̲S̲T̲O̲L̲-̲M̲Y̲E̲R̲S̲ ̲S̲Q̲U̲I̲B̲B̲ ̲C̲A̲N̲A̲D̲A̲"""
