tm_code,tm_formal_name,tm_fr_description,changes
"8000796","benzalkonium","benzalkonium","CHANGED"
"8000912","alcohol anhydrous and chlorhexidine","alcool anhydre et chlorhexidine","CHANGED"
"8000940","alcohol anhydrous and butanediol and propyl alcohol and propylene glycol","alcool anhydre et butanédiol et alcool propylique et propylène glycol","CHANGED"
"8000946","alcohol anhydrous and benzalkonium","alcool anhydre et benzalkonium","CHANGED"
"8001004","benzoyl peroxide and salicylic acid","peroxyde de benzoyle et acide salicylique","CHANGED"
"8001098","asparaginase","asparaginase","CHANGED"
"8001165","abacavir and lamivudine and zidovudine","abacavir et lamivudine et zidovudine","tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""20011029"" -> ""20191121"""
"8001218","nevirapine","névirapine","tm_status_effective_time: ""19980917"" -> ""20101229"""
"8001429","acetylcysteine","acétylcystéine","tm_status_effective_time: ""20010427"" -> ""20090818"""
"8001476","follitropin beta","follitropine bêta","CHANGED"
"8001524","selegiline","sélégiline","tm_status_effective_time: ""19941231"" -> ""19970213"""
"8001579","benzethonium","benzéthonium","CHANGED"
"8001615","chloroxylenol","chloroxylénol","CHANGED"
"8001659","glycopyrrolate","glycopyrrolate","DELETED"
"8001696","antipyrine and sodium salicylate","antipyrine et salicylate de sodium","CHANGED"
"8001757","doxorubicin","doxorubicine","CHANGED"
"8001770","estramustine","estramustine","DELETED"
"8001844","magnesium chloride","chlorure de magnésium","CHANGED"
"8001866","petrolatum","pétrolatum","CHANGED"
"8001870","potassium chloride","chlorure de potassium","CHANGED"
"8001878","sodium iodide","iodure de sodium","CHANGED"
"8001976","triclosan","triclosan","CHANGED"
"8002047","paclitaxel","paclitaxel","CHANGED"
"8002068","piperazine","pipérazine","CHANGED"
"8002088","acetic acid and sodium acetate","acide acétique et acétate de sodium","CHANGED"
"8002154","potassium phosphate dibasic and potassium phosphate monobasic","phosphate de potassium dibasique et phosphate de potassium monobasique","CHANGED"
"8002160","sodium acetate","acétate de sodium","CHANGED"
"8002161","sodium bicarbonate","bicarbonate de sodium","CHANGED"
"8002169","anti-inhibitor coagulant complex","complexe coagulant anti-inhibiteur","CHANGED"
"8002215","amphotericin B","amphotéricine B","CHANGED"
"8002245","onabotulinumtoxinA","onabotulinumtoxineA","CHANGED"
"8002278","coagulation factor IX human and coagulation factor ii (human) and coagulation factor vii (human) and coagulation factor x (human) and protein c and protein s","facteur IX de coagulation humain et facteur II de coagulation humain et facteur VII de coagulation humain et facteur X de coagulation humain et protéine c et protéine s","CHANGED"
"8002282","fibrinogen human and thrombin human","fibrinogène humaine et thrombine humaine","CHANGED"
