drug_code,mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
9820,00210889,"REFRESH LACRI-LUBE (huile minérale lourde 42,5 % et pétrolatum blanc 57,3 % pommade ophtalmique) ABBVIE CORPORATION","huile minérale lourde 42,5 % et pétrolatum blanc 57,3 % pommade ophtalmique",huile minérale lourde et pétrolatum blanc,"mp_fr_description: ""REFRESH LACRI-LUBE (huile minérale lourde 42,5 % et pétrolatum blanc 57,3 % pommade ophtalmique) AL̲L̲E̲R̲G̲A̲N̲ ̲I̲N̲C̲"" -> ""REFRESH LACRI-LUBE (huile minérale lourde 42,5 % et pétrolatum blanc 57,3 % pommade ophtalmique) AB̲B̲V̲I̲E̲ ̲C̲O̲R̲P̲O̲R̲A̲T̲I̲O̲N̲"""
12425,01926772,NEULEPTIL (périciazine 10 mg capsule orale) SEARCHLIGHT PHARMA INC,périciazine 10 mg capsule orale,périciazine,"mp_fr_description: ""NEULEPTIL (périciazine 10 mg capsule orale) E̲R̲F̲A̲ ̲C̲A̲N̲A̲D̲A̲ ̲2̲0̲1̲2̲ INC"" -> ""NEULEPTIL (périciazine 10 mg capsule orale) S̲E̲A̲R̲C̲H̲L̲I̲G̲H̲T̲ ̲P̲H̲A̲R̲M̲A̲ INC"""
12653,01926780,NEULEPTIL (périciazine 5 mg capsule orale) SEARCHLIGHT PHARMA INC,périciazine 5 mg capsule orale,périciazine,"mp_fr_description: ""NEULEPTIL (périciazine 5 mg capsule orale) E̲R̲F̲A̲ ̲C̲A̲N̲A̲D̲A̲ ̲2̲0̲1̲2̲ INC"" -> ""NEULEPTIL (périciazine 5 mg capsule orale) S̲E̲A̲R̲C̲H̲L̲I̲G̲H̲T̲ ̲P̲H̲A̲R̲M̲A̲ INC"""
13159,01926756,NEULEPTIL (périciazine 10 mg par mL gouttes orales) SEARCHLIGHT PHARMA INC,périciazine 10 mg par mL gouttes orales,périciazine,"mp_fr_description: ""NEULEPTIL (périciazine 10 mg par mL gouttes orales) E̲R̲F̲A̲ ̲C̲A̲N̲A̲D̲A̲ ̲2̲0̲1̲2̲ INC"" -> ""NEULEPTIL (périciazine 10 mg par mL gouttes orales) S̲E̲A̲R̲C̲H̲L̲I̲G̲H̲T̲ ̲P̲H̲A̲R̲M̲A̲ INC"""
14767,01926764,NEULEPTIL (périciazine 20 mg capsule orale) SEARCHLIGHT PHARMA INC,périciazine 20 mg capsule orale,périciazine,"mp_fr_description: ""NEULEPTIL (périciazine 20 mg capsule orale) E̲R̲F̲A̲ ̲C̲A̲N̲A̲D̲A̲ ̲2̲0̲1̲2̲ INC"" -> ""NEULEPTIL (périciazine 20 mg capsule orale) S̲E̲A̲R̲C̲H̲L̲I̲G̲H̲T̲ ̲P̲H̲A̲R̲M̲A̲ INC"""
18742,02148382,MINIMS CYCLOPENTOLATE HYDROCHLORIDE (chlorhydrate de cyclopentolate 1 % gouttes ophtalmiques) BAUSCH & LOMB INC,chlorhydrate de cyclopentolate 1 % gouttes ophtalmiques,cyclopentolate,"mp_fr_description: ""MINIMS CYCLOPENTOLATE HYDROCHLORIDE (chlorhydrate de cyclopentolate 1 % gouttes ophtalmiques) BAUSCH H̲E̲A̲L̲T̲H̲,̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲"" -> ""MINIMS CYCLOPENTOLATE HYDROCHLORIDE (chlorhydrate de cyclopentolate 1 % gouttes ophtalmiques) BAUSCH &̲ ̲L̲O̲M̲B̲ ̲I̲N̲C̲"""
18750,02148498,"MINIMS PREDNISOLONE SODIUM PHOSPHATE (phosphate sodique de prednisolone 0,5 % gouttes ophtalmiques) BAUSCH & LOMB INC","phosphate sodique de prednisolone 0,5 % gouttes ophtalmiques",prednisolone,"mp_fr_description: ""MINIMS PREDNISOLONE SODIUM PHOSPHATE (phosphate sodique de prednisolone 0,5 % gouttes ophtalmiques) BAUSCH H̲E̲A̲L̲T̲H̲,̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲"" -> ""MINIMS PREDNISOLONE SODIUM PHOSPHATE (phosphate sodique de prednisolone 0,5 % gouttes ophtalmiques) BAUSCH &̲ ̲L̲O̲M̲B̲ ̲I̲N̲C̲"""
18758,02148536,MINIMS TROPICAMIDE (tropicamide 1 % gouttes ophtalmiques) BAUSCH & LOMB INC,tropicamide 1 % gouttes ophtalmiques,tropicamide,"mp_fr_description: ""MINIMS TROPICAMIDE (tropicamide 1 % gouttes ophtalmiques) BAUSCH H̲E̲A̲L̲T̲H̲,̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲"" -> ""MINIMS TROPICAMIDE (tropicamide 1 % gouttes ophtalmiques) BAUSCH &̲ ̲L̲O̲M̲B̲ ̲I̲N̲C̲"""
50695,02231384,"FEMARA (létrozole 2,5 mg comprimé oral) NOVARTIS PHARMACEUTICALS CANADA INC","létrozole 2,5 mg comprimé oral",létrozole,"mp_fr_description: ""FEMARA ̲2̲.̲5̲M̲G̲ (létrozole 2,5 mg comprimé oral) NOVARTIS PHARMACEUTICALS CANADA INC"" -> ""FEMARA (létrozole 2,5 mg comprimé oral) NOVARTIS PHARMACEUTICALS CANADA INC"""
62089,02238660,"ZOMIG (zolmitriptan 2,5 mg comprimé oral) XEDITON PHARMACEUTICALS INC","zolmitriptan 2,5 mg comprimé oral",zolmitriptan,"mp_fr_description: ""ZOMIG (zolmitriptan 2,5 mg comprimé oral) A̲S̲T̲R̲A̲Z̲E̲N̲E̲C̲A̲ ̲C̲A̲N̲A̲D̲A̲ INC"" -> ""ZOMIG (zolmitriptan 2,5 mg comprimé oral) X̲E̲D̲I̲T̲O̲N̲ ̲P̲H̲A̲R̲M̲A̲C̲E̲U̲T̲I̲C̲A̲L̲S̲ INC"""
66907,02243045,"ZOMIG RAPIMELT (zolmitriptan 2,5 mg comprimé orodispersible) XEDITON PHARMACEUTICALS INC","zolmitriptan 2,5 mg comprimé orodispersible",zolmitriptan,"mp_fr_description: ""ZOMIG RAPIMELT (zolmitriptan 2,5 mg comprimé orodispersible) A̲S̲T̲R̲A̲Z̲E̲N̲E̲C̲A̲ ̲C̲A̲N̲A̲D̲A̲ INC"" -> ""ZOMIG RAPIMELT (zolmitriptan 2,5 mg comprimé orodispersible) X̲E̲D̲I̲T̲O̲N̲ ̲P̲H̲A̲R̲M̲A̲C̲E̲U̲T̲I̲C̲A̲L̲S̲ INC"""
72399,02248077,"PEGASYS (interféron alfa-2a (peginterféron alfa-2a) 180 mcg par 0,5 mL solution injectable seringue) ZR PHARMA& GMBH","interféron alfa-2a (peginterféron alfa-2a) 180 mcg par 0,5 mL solution injectable seringue",interféron alfa-2a (peginterféron alfa-2a),"mp_fr_description: ""PEGASYS (interféron alfa-2a (peginterféron alfa-2a) 180 mcg par 0,5 mL solution injectable seringue) H̲O̲F̲F̲M̲A̲N̲N̲-̲L̲A̲ ̲R̲O̲C̲H̲E̲ ̲L̲I̲M̲I̲T̲E̲D̲"" -> ""PEGASYS (interféron alfa-2a (peginterféron alfa-2a) 180 mcg par 0,5 mL solution injectable seringue) Z̲R̲ ̲P̲H̲A̲R̲M̲A̲&̲ ̲G̲M̲B̲H̲"""
73377,02248992,"ZOMIG NASAL SPRAY (zolmitriptan 2,5 mg par actionnement vaporisation nasale) XEDITON PHARMACEUTICALS INC","zolmitriptan 2,5 mg par actionnement vaporisation nasale",zolmitriptan,"mp_fr_description: ""ZOMIG NASAL SPRAY (zolmitriptan 2,5 mg par actionnement vaporisation nasale) A̲S̲T̲R̲A̲Z̲E̲N̲E̲C̲A̲ ̲C̲A̲N̲A̲D̲A̲ INC"" -> ""ZOMIG NASAL SPRAY (zolmitriptan 2,5 mg par actionnement vaporisation nasale) X̲E̲D̲I̲T̲O̲N̲ ̲P̲H̲A̲R̲M̲A̲C̲E̲U̲T̲I̲C̲A̲L̲S̲ INC"""
73378,02248993,ZOMIG NASAL SPRAY (zolmitriptan 5 mg par actionnement vaporisation nasale) XEDITON PHARMACEUTICALS INC,zolmitriptan 5 mg par actionnement vaporisation nasale,zolmitriptan,"mp_fr_description: ""ZOMIG NASAL SPRAY (zolmitriptan 5 mg par actionnement vaporisation nasale) A̲S̲T̲R̲A̲Z̲E̲N̲E̲C̲A̲ ̲C̲A̲N̲A̲D̲A̲ INC"" -> ""ZOMIG NASAL SPRAY (zolmitriptan 5 mg par actionnement vaporisation nasale) X̲E̲D̲I̲T̲O̲N̲ ̲P̲H̲A̲R̲M̲A̲C̲E̲U̲T̲I̲C̲A̲L̲S̲ INC"""
80140,02315890,"REFRESH EYE ALLERGY RELIEF (phosphate d'antazoline 0,51 % et chlorhydrate de naphazoline 0,051 % gouttes ophtalmiques) ABBVIE CORPORATION","phosphate d'antazoline 0,51 % et chlorhydrate de naphazoline 0,051 % gouttes ophtalmiques",anidulafungine et naphazoline,"mp_fr_description: ""REFRESH EYE ALLERGY RELIEF (phosphate d'antazoline 0,51 % et chlorhydrate de naphazoline 0,051 % gouttes ophtalmiques) AL̲L̲E̲R̲G̲A̲N̲ ̲I̲N̲C̲"" -> ""REFRESH EYE ALLERGY RELIEF (phosphate d'antazoline 0,51 % et chlorhydrate de naphazoline 0,051 % gouttes ophtalmiques) AB̲B̲V̲I̲E̲ ̲C̲O̲R̲P̲O̲R̲A̲T̲I̲O̲N̲"""
83209,02346672,RELAXA (polyéthylèneglycol 3350 100 % poudre pour solution orale) MEDEXUS INC,polyéthylèneglycol 3350 100 % poudre pour solution orale,polyéthylèneglycol 3350,"mp_fr_description: ""RELAXA (polyéthylèneglycol 3350 100 % poudre pour solution orale) MEDEXUS P̲H̲A̲R̲M̲A̲C̲E̲U̲T̲I̲C̲A̲L̲S̲ ̲INC"" -> ""RELAXA (polyéthylèneglycol 3350 100 % poudre pour solution orale) MEDEXUS INC"""
