ntp_code,ntp_formal_name,ntp_en_description,ntp_fr_description,ntp_status,ntp_status_effective_time,ntp_type
"9001490","chloroxylenol 4.8 % cutaneous liquid","NA","NA","Active","19381231","NA"
"9000001","meperidine hydrochloride 50 mg oral tablet","NA","NA","Active","19441231","NA"
"9001495","propylthiouracil 100 mg oral tablet","NA","NA","Active","19451231","NA"
"e0557896b79db386e5a79fe74becae56","dihydroergotamine mesylate 1 mg per 1 mL solution for injection ampoule","NA","NA","Active","19461231","NA"
"9000002","levothyroxine sodium 50 mcg oral tablet","NA","NA","Active","19511230","NA"
"9000005","epinephrine (epinephrine hydrochloride) 30 mg per 30 mL solution for injection ampoule","NA","NA","Active","19511231","NA"
"9000006","phenytoin sodium 100 mg oral capsule","NA","NA","Active","19511231","NA"
"9001511","dimenhydrinate 100 mg suppository","NA","NA","Active","19511231","NA"
"9001512","dimenhydrinate 15 mg per 5 mL syrup","NA","NA","Active","19511231","NA"
"9000004","epinephrine (epinephrine hydrochloride) 1 mg per mL nasal spray","NA","NA","Active","19511231","NA"
"9001524","propylthiouracil 50 mg oral tablet","NA","NA","Active","19511231","NA"
"9001500","bacitracin 50000 unit per 10 mL powder for solution for injection","NA","NA","Active","19511231","NA"
"9001534","tropicamide 0.5 % ophthalmic drops","NA","NA","Active","19511231","NA"
"9000007","phenytoin sodium 30 mg oral capsule","NA","NA","Active","19511231","NA"
"9000003","epinephrine (epinephrine hydrochloride) 1 mg per 1 mL solution for injection ampoule","NA","NA","Active","19511231","NA"
"9001535","water 100 % solution for injection","NA","NA","Active","19511231","NA"
"9001529","thiamazole 5 mg oral tablet","NA","NA","Active","19511231","NA"
"5f7dd1dcf4cd75aef2f391ea79e51be7","water 30 mL per 30 mL solution for injection","NA","NA","Active","19521231","NA"
"9000008","phenytoin 50 mg oral tablet","NA","NA","Active","19521231","NA"
"9001537","ethopropazine (ethopropazine hydrochloride) 50 mg oral tablet","NA","NA","Active","19521231","NA"
"9012705","dimenhydrinate 50 mg per 1 mL solution for injection vial","NA","NA","Active","19531231","NA"
"9000009","phenytoin 125 mg per 5 mL oral suspension","NA","NA","Active","19531231","NA"
"9001539","crotamiton 10 % cutaneous cream","NA","NA","Active","19531231","NA"
"9000010","testosterone cypionate 1000 mg per 10 mL solution for injection vial","NA","NA","Active","19531231","NA"
"9000012","hydrocortisone 20 mg oral tablet","NA","NA","Active","19541231","NA"
"9001541","busulfan 2 mg oral tablet","NA","NA","Active","19541231","NA"
"9000011","hydrocortisone 10 mg oral tablet","NA","NA","Active","19541231","NA"
"9000013","testosterone enanthate 1000 mg per 5 mL solution for injection ampoule","NA","NA","Active","19551231","NA"
"9000014","hydroxyzine hydrochloride 10 mg per 5 mL syrup","NA","NA","Active","19561231","NA"
"9000015","methylphenidate hydrochloride 10 mg oral tablet","NA","NA","Active","19561231","NA"
"9000020","warfarin sodium 1 mg oral tablet","NA","NA","Active","19571231","NA"
"9000018","hydroxychloroquine sulfate 200 mg oral tablet","NA","NA","Active","19571231","NA"
"9000019","warfarin sodium 10 mg oral tablet","NA","NA","Active","19571231","NA"
"9000016","hydrocodone 5 mg and phenyltoloxamine 10 mg prolonged-release oral tablet","NA","NA","Active","19571231","NA"
"9001552","acenocoumarol 4 mg oral tablet","NA","NA","Active","19571231","NA"
"9001559","phenobarbital 60 mg oral tablet","NA","NA","Active","19571231","NA"
"9001558","phenobarbital 30 mg oral tablet","NA","NA","Active","19571231","NA"
"9001556","phenobarbital 100 mg oral tablet","NA","NA","Active","19571231","NA"
"9001557","phenobarbital 15 mg oral tablet","NA","NA","Active","19571231","NA"
"9000017","hydrocodone 5 mg per 5 mL and phenyltoloxamine 10 mg per 5 mL oral suspension","NA","NA","Active","19571231","NA"
