drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"74899","7104","REMOVED","active",NA,NA,NA,"02263610"
"74901","7104","REMOVED","active",NA,NA,NA,"02263637"
"101131","16200","Changed","active","BEVACIZUMAB","400","MG","02522160"
"12492","309","Changed","inactive","IRON (IRON MALATE)","7.5","MG","00879851"
"101132","16200","Changed","active","BEVACIZUMAB","100","MG","02522179"
"102708","1395","ADDED","approved","FAMOTIDINE","20","MG","02538350"
"102497","22549","ADDED","approved","DAPAGLIFLOZIN","5","MG","02536161"
"102709","1216","ADDED","approved","MILRINONE (MILRINONE LACTATE)","1","MG","02538369"
"102497","10147","ADDED","approved","METFORMIN HYDROCHLORIDE","1000","MG","02536161"
"102682","22238","ADDED","approved","POMALIDOMIDE","2","MG","02538075"
"102606","933","ADDED","approved","ZOLPIDEM TARTRATE","5","MG","02537346"
"102655","22591","ADDED","approved","BROMFENAC (BROMFENAC SODIUM SESQUIHYDRATE)","0.07","%","02537788"
"102713","270","ADDED","approved","ACETAMINOPHEN","500","MG","02538407"
"102698","23848","ADDED","approved","CALCIUM OXYBATE","0.234","G","02538237"
"102615","23835","ADDED","approved","DARIDOREXANT (DARIDOREXANT HYDROCHLORIDE)","25","MG","02537435"
"102700","22274","ADDED","approved","TOFACITINIB (TOFACITINIB CITRATE)","5","MG","02538253"
"102681","22238","ADDED","approved","POMALIDOMIDE","1","MG","02538059"
"12298","309","Changed","inactive","IRON (IRON GLUTARATE)",".5","MG","01901117"
"102656","11163","ADDED","approved","TIMOLOL (TIMOLOL MALEATE)","5","MG","02537796"
"102320","2730","ADDED","active","DIDECYL DIMETHYL AMMONIUM CHLORIDE","0.864","%","02534266"
"102210","22549","ADDED","active","DAPAGLIFLOZIN","5","MG","02533073"
"102665","6299","ADDED","approved","ACETAZOLAMIDE (ACETAZOLAMIDE SODIUM)","500","MG","02537893"
"102616","23835","ADDED","approved","DARIDOREXANT (DARIDOREXANT HYDROCHLORIDE)","50","MG","02537443"
"99608","20661","ADDED","active","ELTROMBOPAG (ELTROMBOPAG OLAMINE)","25","MG","02506742"
"102679","2218","ADDED","approved","OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","1.65","%","02538032"
"102650","11854","ADDED","approved","SILDENAFIL (SILDENAFIL CITRATE)","25","MG","02537710"
"102679","2232","ADDED","approved","DIOCTYL DIMETHYL AMMONIUM CHLORIDE","0.66","%","02538032"
"102320","197","ADDED","active","BENZALKONIUM CHLORIDE","2.304","%","02534266"
"22943","4803","Changed","inactive","CALCIUM (CALCIUM CITRATE)","20","MG","01959840"
"102692","22541","Changed","approved","APREMILAST","30","MG","02538172"
"102610","9872","ADDED","approved","MELPHALAN (MELPHALAN HYDROCHLORIDE)","50","MG","02537389"
"102242","727","ADDED","active","TITANIUM DIOXIDE","4.8","%","02533421"
"102240","12049","ADDED","active","OCTINOXATE","6.8","%","02533405"
"102496","10147","ADDED","approved","METFORMIN HYDROCHLORIDE","850","MG","02536153"
"102657","23842","ADDED","approved","TIRBANIBULIN","1","%","02537818"
"102242","12049","ADDED","active","OCTINOXATE","6.8","%","02533421"
"102240","727","ADDED","active","TITANIUM DIOXIDE","4.8","%","02533405"
"102716","10303","ADDED","approved","ACETYLCYSTEINE","200","MG","02538431"
"102675","232","ADDED","approved","PERINDOPRIL ERBUMINE","8","MG","02537982"
"102675","1960","ADDED","approved","INDAPAMIDE","2.5","MG","02537982"
"102607","933","ADDED","approved","ZOLPIDEM TARTRATE","10","MG","02537354"
