drug_code,extract_current,extract_previous,drug_identification_number,current_company_name,previous_company_name
"3178","active","active","00013285","SEARCHLIGHT PHARMA INC","HOFFMANN-LA ROCHE LIMITED"
"16584","active","active","02041510","EVEREST LIFE SCIENCES LLC","JACOBUS PHARMACEUTICAL COMPANY, INC."
"940","active","active","00155357","SEARCHLIGHT PHARMA INC","ERFA CANADA 2012 INC"
"1215","active","active","00224405","SEARCHLIGHT PHARMA INC","ERFA CANADA 2012 INC"
"1214","active","active","00224391","SEARCHLIGHT PHARMA INC","ERFA CANADA 2012 INC"
"101132","active","active","02522179","BIOSIMILAR COLLABORATIONS IRELAND LIMITED","BGP PHARMA ULC"
"101131","active","active","02522160","BIOSIMILAR COLLABORATIONS IRELAND LIMITED","BGP PHARMA ULC"
"12993","active","active","00888354","ESSENTIAL PHARMA SWITZERLAND GMBH","NOVARTIS PHARMACEUTICALS CANADA INC"
"18228","active","active","02076306","ESSENTIAL PHARMA SWITZERLAND GMBH","NOVARTIS PHARMACEUTICALS CANADA INC"
"99901","active","active","02509725","VETVIVA RICHTER GMBH","RICHTER PHARMA AG"
"15944","active","active","02084260","BGP PHARMA ULC","UPJOHN CANADA ULC"
"15945","active","active","02084279","BGP PHARMA ULC","UPJOHN CANADA ULC"
"16210","active","active","02084287","BGP PHARMA ULC","UPJOHN CANADA ULC"
"4471","active","active","00548359","BGP PHARMA ULC","UPJOHN CANADA ULC"
"4472","active","active","00548367","BGP PHARMA ULC","UPJOHN CANADA ULC"
"13685","active","active","00723770","BGP PHARMA ULC","UPJOHN CANADA ULC"
"13686","active","active","00813958","BGP PHARMA ULC","UPJOHN CANADA ULC"
"75385","active","active","02268477","BGP PHARMA ULC","UPJOHN CANADA ULC"
"63200","active","active","02239718","BGP PHARMA ULC","UPJOHN CANADA ULC"
"63199","active","active","02239717","BGP PHARMA ULC","UPJOHN CANADA ULC"
"75379","active","active","02268418","BGP PHARMA ULC","UPJOHN CANADA ULC"
"75380","active","active","02268426","BGP PHARMA ULC","UPJOHN CANADA ULC"
"75381","active","active","02268434","BGP PHARMA ULC","UPJOHN CANADA ULC"
"75386","active","active","02268485","BGP PHARMA ULC","UPJOHN CANADA ULC"
"75383","active","active","02268450","BGP PHARMA ULC","UPJOHN CANADA ULC"
"62841","active","active","02239372","SANDOZ CANADA INCORPORATED","NOVARTIS PHARMACEUTICALS CANADA INC"
"62842","active","active","02239373","SANDOZ CANADA INCORPORATED","NOVARTIS PHARMACEUTICALS CANADA INC"
"101021","active","active","02520974","BIOCON SDN.BHD","BGP PHARMA ULC"
"96453","active","active","02474425","BIOSIMILAR COLLABORATIONS IRELAND LIMITED","BGP PHARMA ULC"
"96454","active","active","02474433","BIOSIMILAR COLLABORATIONS IRELAND LIMITED","BGP PHARMA ULC"
"12221","active","active","01926853","SANOFI-AVENTIS CANADA INC","ODAN LABORATORIES LTD"
"99196","active","active","02502380","BIOSIMILAR COLLABORATIONS IRELAND LIMITED","BGP PHARMA ULC"
"99197","active","active","02502399","BIOSIMILAR COLLABORATIONS IRELAND LIMITED","BGP PHARMA ULC"
"99198","active","active","02502402","BIOSIMILAR COLLABORATIONS IRELAND LIMITED","BGP PHARMA ULC"
"68600","active","active","02244613","BGP PHARMA ULC","UPJOHN CANADA ULC"
"68599","active","active","02244612","BGP PHARMA ULC","UPJOHN CANADA ULC"
"100903","active","active","02519801","VETVIVA RICHTER GMBH","RICHTER PHARMA AG"
"101541","active","active","02526301","VETVIVA RICHTER GMBH","RICHTER PHARMA AG"
"97449","active","active","02484153","BIOSIMILAR COLLABORATIONS IRELAND LIMITED","BGP PHARMA ULC"
"101554","active","active","02526441","BIOCON SDN.BHD","BGP PHARMA ULC"
"101022","approved","approved","02520982","BIOCON SDN.BHD","BGP PHARMA ULC"
"91279","approved","approved","02428318","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"91280","approved","approved","02428326","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
