drug_code,drug_identification_number,current_brand_name,previous_brand_name
"3178","00013285","VALIUM","VALIUM 5 TAB"
"91422","02429780","ESCITALOPRAM","JAMP-ESCITALOPRAM"
"91423","02429799","ESCITALOPRAM","JAMP-ESCITALOPRAM"
"83631","02351102","FAMOTIDINE","FAMOTIDINE TABLETS"
"83632","02351110","FAMOTIDINE","FAMOTIDINE TABLETS"
"91468","02430193","PMSC-VANCOMYCIN","PMS-VANCOMYCIN"
"79273","02307057","PMS-IBUPROFEN (CAPLETS)","PMS-IBUPROFEN           (CAPLETS)"
"91279","02428318","TARO-IMATINIB","RAN-IMATINIB"
"91280","02428326","TARO-IMATINIB","RAN-IMATINIB"
"91458","02430185","PMSC-VANCOMYCIN","PMS-VANCOMYCIN"
"96781","02477203","ESCITALOPRAM","JAMP-ESCITALOPRAM"
"96782","02477181","ESCITALOPRAM","JAMP-ESCITALOPRAM"
