ccdd_code,ccdd_formal_name,ccdd_type,policy_type,policy_reference,special_groupings_status,special_groupings_status_effective_time,changes
"02322951","VYVANSE (lisdexamfetamine dimesylate 30 mg oral capsule) TAKEDA CANADA INC","MP","500003","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919","ccdd_formal_name: ""VYVANSE (lisdexamfetamine dimesylate 30 mg oral capsule) SHIRE PHARMA CANADA ULC"" -> VYVANSE (lisdexamfetamine dimesylate 30 mg oral capsule) TAKEDA CANADA INC"
"02490242","VYVANSE (lisdexamfetamine dimesylate 30 mg chewable tablet) TAKEDA CANADA INC","MP","500003","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919","ccdd_formal_name: ""VYVANSE (lisdexamfetamine dimesylate 30 mg chewable tablet) SHIRE PHARMA CANADA ULC"" -> VYVANSE (lisdexamfetamine dimesylate 30 mg chewable tablet) TAKEDA CANADA INC"
"02347156","VYVANSE (lisdexamfetamine dimesylate 20 mg oral capsule) TAKEDA CANADA INC","MP","500003","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919","ccdd_formal_name: ""VYVANSE (lisdexamfetamine dimesylate 20 mg oral capsule) SHIRE PHARMA CANADA ULC"" -> VYVANSE (lisdexamfetamine dimesylate 20 mg oral capsule) TAKEDA CANADA INC"
"02490269","VYVANSE (lisdexamfetamine dimesylate 50 mg chewable tablet) TAKEDA CANADA INC","MP","500003","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919","ccdd_formal_name: ""VYVANSE (lisdexamfetamine dimesylate 50 mg chewable tablet) SHIRE PHARMA CANADA ULC"" -> VYVANSE (lisdexamfetamine dimesylate 50 mg chewable tablet) TAKEDA CANADA INC"
"02490277","VYVANSE (lisdexamfetamine dimesylate 60 mg chewable tablet) TAKEDA CANADA INC","MP","500003","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919","ccdd_formal_name: ""VYVANSE (lisdexamfetamine dimesylate 60 mg chewable tablet) SHIRE PHARMA CANADA ULC"" -> VYVANSE (lisdexamfetamine dimesylate 60 mg chewable tablet) TAKEDA CANADA INC"
"02490234","VYVANSE (lisdexamfetamine dimesylate 20 mg chewable tablet) TAKEDA CANADA INC","MP","500003","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919","ccdd_formal_name: ""VYVANSE (lisdexamfetamine dimesylate 20 mg chewable tablet) SHIRE PHARMA CANADA ULC"" -> VYVANSE (lisdexamfetamine dimesylate 20 mg chewable tablet) TAKEDA CANADA INC"
"02347164","VYVANSE (lisdexamfetamine dimesylate 40 mg oral capsule) TAKEDA CANADA INC","MP","500003","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919","ccdd_formal_name: ""VYVANSE (lisdexamfetamine dimesylate 40 mg oral capsule) SHIRE PHARMA CANADA ULC"" -> VYVANSE (lisdexamfetamine dimesylate 40 mg oral capsule) TAKEDA CANADA INC"
"01934740","ROBITUSSIN AC (codeine phosphate 10 mg per 5 mL and guaifenesin 100 mg per 5 mL and pheniramine maleate 7.5 mg per 5 mL syrup) GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC","MP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919","ccdd_formal_name: ""ROBITUSSIN AC (codeine phosphate 10 mg per 5 mL and guaifenesin 100 mg per 5 mL and pheniramine maleate 7.5 mg per 5 mL syrup) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC."" -> ROBITUSSIN AC (codeine phosphate 10 mg per 5 mL and guaifenesin 100 mg per 5 mL and pheniramine maleate 7.5 mg per 5 mL syrup) GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC"
"02458071","VYVANSE (lisdexamfetamine dimesylate 70 mg oral capsule) TAKEDA CANADA INC","MP","500003","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919","ccdd_formal_name: ""VYVANSE (lisdexamfetamine dimesylate 70 mg oral capsule) SHIRE PHARMA CANADA ULC"" -> VYVANSE (lisdexamfetamine dimesylate 70 mg oral capsule) TAKEDA CANADA INC"
"01934791","ROBAXISAL C 1/2 (acetylsalicylic acid 325 mg and codeine phosphate 32.4 mg and methocarbamol 400 mg oral tablet) GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC","MP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","Active","20170919","ccdd_formal_name: ""ROBAXISAL C 1/2 (acetylsalicylic acid 325 mg and codeine phosphate 32.4 mg and methocarbamol 400 mg oral tablet) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC."" -> ROBAXISAL C 1/2 (acetylsalicylic acid 325 mg and codeine phosphate 32.4 mg and methocarbamol 400 mg oral tablet) GLAXOSMITHKLINE CONSUMER HEALTHCARE ULC"
