drug_code,pharm_form_code,pharmaceutical_form,status,drug_identification_number
"92157","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","ADDED","02437260"
"101582","134","SOLUTION","ADDED","02526751"
"74093","118","POWDER FOR SUSPENSION, EXTENDED-RELEASE","REMOVED","02255758"
"93023","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","ADDED","02445026"
"63507","118","POWDER FOR SUSPENSION, EXTENDED-RELEASE","REMOVED","02240000"
"89690","118","POWDER FOR SUSPENSION, EXTENDED-RELEASE","REMOVED","02412322"
"101285","85","TABLET","ADDED","02523795"
"99322","118","POWDER FOR SUSPENSION, EXTENDED-RELEASE","REMOVED","02503786"
"101560","85","TABLET","ADDED","02526514"
"74089","118","POWDER FOR SUSPENSION, EXTENDED-RELEASE","REMOVED","02255707"
"93022","118","POWDER FOR SUSPENSION, EXTENDED-RELEASE","REMOVED","02445018"
"101558","20","ENEMA","ADDED","02526492"
"101030","85","TABLET","ADDED","02521075"
"63321","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","ADDED","02239834"
"101556","85","TABLET","ADDED","02526476"
"101091","105","WIPE","ADDED","02521717"
"44014","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","ADDED","02148730"
"97096","118","POWDER FOR SUSPENSION, EXTENDED-RELEASE","REMOVED","02480433"
"62794","118","POWDER FOR SUSPENSION, EXTENDED-RELEASE","REMOVED","02239325"
"92155","118","POWDER FOR SUSPENSION, EXTENDED-RELEASE","REMOVED","02437252"
"99721","118","POWDER FOR SUSPENSION, EXTENDED-RELEASE","REMOVED","02507838"
"90545","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","ADDED","02420864"
"62793","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","ADDED","02239324"
"48922","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","ADDED","02230248"
"44013","118","POWDER FOR SUSPENSION, EXTENDED-RELEASE","REMOVED","02148722"
"101564","1","METERED-DOSE AEROSOL","ADDED","02526557"
"13443","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","ADDED","00884502"
"81615","150","TABLET (IMMEDIATE RELEASE)","ADDED","02330415"
"92156","118","POWDER FOR SUSPENSION, EXTENDED-RELEASE","REMOVED","02437279"
"72576","118","POWDER FOR SUSPENSION, EXTENDED-RELEASE","REMOVED","02248239"
"97095","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","ADDED","02480425"
"99320","118","POWDER FOR SUSPENSION, EXTENDED-RELEASE","REMOVED","02503751"
"101593","85","TABLET","ADDED","02526875"
"101286","85","TABLET","ADDED","02523809"
"81615","85","TABLET","REMOVED","02330415"
"99722","118","POWDER FOR SUSPENSION, EXTENDED-RELEASE","REMOVED","02507846"
"101581","56","POWDER FOR SOLUTION","ADDED","02526743"
"101033","85","TABLET","ADDED","02521105"
"101577","105","WIPE","ADDED","02526700"
"93433","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","ADDED","02448610"
"90546","118","POWDER FOR SUSPENSION, EXTENDED-RELEASE","REMOVED","02420872"
"67797","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","ADDED","02243856"
"81616","85","TABLET","REMOVED","02330423"
"101536","134","SOLUTION","ADDED","02526247"
"91439","118","POWDER FOR SUSPENSION, EXTENDED-RELEASE","REMOVED","02429977"
"62792","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","ADDED","02239323"
"72577","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","ADDED","02248240"
"78377","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","ADDED","02298465"
"74091","118","POWDER FOR SUSPENSION, EXTENDED-RELEASE","REMOVED","02255723"
"75428","118","POWDER FOR SUSPENSION, EXTENDED-RELEASE","REMOVED","02268892"
"101538","134","SOLUTION","ADDED","02526263"
"81616","150","TABLET (IMMEDIATE RELEASE)","ADDED","02330423"
"101090","98","SPRAY","ADDED","02521709"
"92157","118","POWDER FOR SUSPENSION, EXTENDED-RELEASE","REMOVED","02437260"
"101565","5","CAPSULE","ADDED","02526565"
"101574","85","TABLET","ADDED","02526670"
"95052","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","ADDED","02462699"
"10318","118","POWDER FOR SUSPENSION, EXTENDED-RELEASE","REMOVED","00836273"
"63507","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","ADDED","02240000"
"89690","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","ADDED","02412322"
"93023","118","POWDER FOR SUSPENSION, EXTENDED-RELEASE","REMOVED","02445026"
"74093","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","ADDED","02255758"
"99321","118","POWDER FOR SUSPENSION, EXTENDED-RELEASE","REMOVED","02503778"
"63320","118","POWDER FOR SUSPENSION, EXTENDED-RELEASE","REMOVED","02239833"
"101570","105","WIPE","ADDED","02526638"
"100694","5","CAPSULE","REMOVED","02517566"
"99322","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","ADDED","02503786"
"101529","134","SOLUTION","ADDED","02526182"
"73384","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","ADDED","02248999"
"101051","134","SOLUTION","ADDED","02521318"
"74089","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","ADDED","02255707"
"100694","85","TABLET","ADDED","02517566"
"93022","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","ADDED","02445018"
"81619","150","TABLET (IMMEDIATE RELEASE)","ADDED","02330466"
"101555","85","TABLET","ADDED","02526468"
"101547","85","TABLET","ADDED","02526379"
"101550","85","TABLET","ADDED","02526409"
"63321","118","POWDER FOR SUSPENSION, EXTENDED-RELEASE","REMOVED","02239834"
"99721","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","ADDED","02507838"
"90545","118","POWDER FOR SUSPENSION, EXTENDED-RELEASE","REMOVED","02420864"
"81619","85","TABLET","REMOVED","02330466"
"97096","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","ADDED","02480433"
"44014","118","POWDER FOR SUSPENSION, EXTENDED-RELEASE","REMOVED","02148730"
"92155","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","ADDED","02437252"
"62794","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","ADDED","02239325"
"48922","118","POWDER FOR SUSPENSION, EXTENDED-RELEASE","REMOVED","02230248"
"44013","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","ADDED","02148722"
"62793","118","POWDER FOR SUSPENSION, EXTENDED-RELEASE","REMOVED","02239324"
"13443","118","POWDER FOR SUSPENSION, EXTENDED-RELEASE","REMOVED","00884502"
"101594","85","TABLET","ADDED","02526883"
"101562","134","SOLUTION","ADDED","02526530"
