drug_code,drug_identification_number,current_brand_name,previous_brand_name
"19701","02139499","MAGNESIUM SULFATE INJECTION, USP","MAGNESIUM SULFATE INJECTION"
"2568","00382825","RIVOTRIL","RIVOTRIL 0.5TAB"
"2569","00382841","RIVOTRIL","RIVOTRIL 2TAB"
"3806","00497754","PRO-OXAZEPAM","OXAZEPAM 10 TAB 10MG"
"3807","00497762","PRO-OXAZEPAM","OXAZEPAM 15 TAB 15MG"
"3808","00497770","PRO-OXAZEPAM","OXAZEPAM 30 TAB 30MG"
"5175","00590762","NAPROXEN - 250","NAPROXEN 250"
"5213","00568406","RIVA-OXAZEPAM","RIVA OXAZEPAM"
"5214","00568414","RIVA-OXAZEPAM","RIVA OXAZEPAM"
"5563","00568392","RIVA-OXAZEPAM","RIVA OXAZEPAM"
"6266","00618721","NAPROXEN - 500","NAPROXEN 500"
"71442","02247200","CIPROFLOXACIN TABLETS USP","CIPROFLOXACIN TABLETS USP - 100 MG"
"71443","02247201","CIPROFLOXACIN TABLETS USP","CIPROFLOXACIN TABLETS USP - 250 MG"
"71444","02247202","CIPROFLOXACIN TABLETS USP","CIPROFLOXACIN TABLETS USP - 500 MG"
"71445","02247203","CIPROFLOXACIN TABLETS USP","CIPROFLOXACIN TABLETS USP - 750 MG"
