drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"12492","309","Changed","inactive","IRON (FERROUS SUCCINATE)","2.5","MG","00879851"
"101030","21372","ADDED","active","LURASIDONE HYDROCHLORIDE","20","MG","02521075"
"101541","12033","ADDED","approved","BUPRENORPHINE (BUPRENORPHINE HYDROCHLORIDE)","0.3","MG","02526301"
"101286","10135","ADDED","approved","CHLORTHALIDONE","25","MG","02523809"
"101051","2730","ADDED","approved","DIDECYL DIMETHYL AMMONIUM CHLORIDE","0.0399","%","02521318"
"101554","12724","ADDED","approved","INSULIN GLARGINE","100","UNIT","02526441"
"101562","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.15","%","02526530"
"101583","9357","ADDED","approved","CAFFEINE CITRATE","20","MG","02526778"
"101576","626","ADDED","approved","CHLORHEXIDINE GLUCONATE","2","%","02526697"
"101594","13310","ADDED","approved","AMBRISENTAN","10","MG","02526883"
"101593","13310","ADDED","approved","AMBRISENTAN","5","MG","02526875"
"101556","10234","ADDED","approved","HYDROCHLOROTHIAZIDE","12.5","MG","02526476"
"101566","11443","ADDED","approved","TRANDOLAPRIL","2","MG","02526573"
"101563","196","ADDED","approved","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","0.15","%","02526549"
"101287","10135","ADDED","approved","CHLORTHALIDONE","50","MG","02523817"
"12298","309","Changed","inactive","IRON (IRON GLUTARATE)",".5","MG","01901117"
"101570","2730","ADDED","approved","DIDECYL DIMETHYL AMMONIUM CHLORIDE","0.015","%","02526638"
"101574","22963","ADDED","approved","TEZACAFTOR","25","MG","02526670"
"101565","11443","ADDED","approved","TRANDOLAPRIL","1","MG","02526565"
"101581","20161","ADDED","approved","DAPTOMYCIN","350","MG","02526743"
"101577","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.12","%","02526700"
"101529","23711","ADDED","approved","AMIVANTAMAB","350","MG","02526182"
"101558","9152","ADDED","approved","DOCUSATE SODIUM","283","MG","02526492"
"101033","21372","ADDED","active","LURASIDONE HYDROCHLORIDE","60","MG","02521105"
"101570","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.04","%","02526638"
"101549","12538","ADDED","approved","BOSENTAN (BOSENTAN MONOHYDRATE)","62.5","MG","02526395"
"101547","11096","ADDED","approved","RANITIDINE (RANITIDINE HYDROCHLORIDE)","150","MG","02526379"
"101032","21372","ADDED","active","LURASIDONE HYDROCHLORIDE","40","MG","02521091"
"101035","21372","ADDED","approved","LURASIDONE HYDROCHLORIDE","120","MG","02521121"
"101560","10193","ADDED","approved","BISACODYL","5","MG","02526514"
"101034","21372","ADDED","active","LURASIDONE HYDROCHLORIDE","80","MG","02521113"
"101556","20396","ADDED","approved","OLMESARTAN MEDOXOMIL","40","MG","02526476"
"22943","4803","Changed","inactive","CALCIUM (CALCIUM CITRATE)","20","MG","01959840"
"97585","23098","Changed","active","CENEGERMIN","0.002","%","02485613"
"101090","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.333","%","02521709"
"101555","10234","ADDED","approved","HYDROCHLOROTHIAZIDE","12.5","MG","02526468"
"101582","9357","ADDED","approved","CAFFEINE CITRATE","20","MG","02526751"
"101550","12538","ADDED","approved","BOSENTAN (BOSENTAN MONOHYDRATE)","125","MG","02526409"
"101051","5280","ADDED","approved","CHLORHEXIDINE ACETATE","0.0133","%","02521318"
"101573","23717","ADDED","approved","AVACOPAN","10","MG","02526662"
"101574","23605","ADDED","approved","ELEXACAFTOR","50","MG","02526670"
"101557","10234","ADDED","approved","HYDROCHLOROTHIAZIDE","25","MG","02526484"
"101548","11096","ADDED","approved","RANITIDINE (RANITIDINE HYDROCHLORIDE)","300","MG","02526387"
"101090","2730","ADDED","approved","DIDECYL DIMETHYL AMMONIUM CHLORIDE","0.075","%","02521709"
"101567","11443","ADDED","approved","TRANDOLAPRIL","4","MG","02526581"
"101539","23714","ADDED","active","CILGAVIMAB","150","MG","02526271"
"73925","55","Changed","dormant","SODIUM CHLORIDE","268","G","02254352"
"12305","331","Changed","inactive","ZINC (ZINC GLUTARATE)",".5","MG","01900625"
"101574","21511","Changed","approved","IVACAFTOR","75","MG","02526670"
"73925","42","Changed","dormant","DEXTROSE","99","G","02254352"
"12313","331","Changed","inactive","ZINC (ZINC SUCCINATE)",".5","MG","00849871"
"101537","23712","ADDED","approved","PEGVALIASE","10","MG","02526255"
"101538","23712","ADDED","approved","PEGVALIASE","20","MG","02526263"
"101536","23712","ADDED","approved","PEGVALIASE","2.5","MG","02526247"
"101570","2232","ADDED","approved","DIOCTYL DIMETHYL AMMONIUM CHLORIDE","0.015","%","02526638"
"101555","20396","ADDED","approved","OLMESARTAN MEDOXOMIL","20","MG","02526468"
"101570","2218","ADDED","approved","OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","0.03","%","02526638"
"101285","10135","ADDED","approved","CHLORTHALIDONE","12.5","MG","02523795"
"101563","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.15","%","02526549"
"101091","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.13","%","02521717"
"101564","637","ADDED","approved","FLUTICASONE PROPIONATE","125","MCG","02526557"
"101562","196","ADDED","approved","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","0.15","%","02526530"
"101539","23713","ADDED","active","TIXAGEVIMAB","150","MG","02526271"
"101557","20396","ADDED","approved","OLMESARTAN MEDOXOMIL","40","MG","02526484"
