tm_code,tm_formal_name,tm_fr_description,changes
8000940,alcohol anhydrous and butanediol and propyl alcohol and propylene glycol,alcool anhydre et butanédiol et alcool propylique et propylène glycol,CHANGED
8002278,coagulation factor IX human and coagulation factor ii (human) and coagulation factor vii (human) and coagulation factor x (human) and protein c and protein s,facteur IX de coagulation humain et facteur II de coagulation humain et facteur VII de coagulation humain et facteur X de coagulation humain et protéine c et protéine s,CHANGED
8002047,paclitaxel,paclitaxel,CHANGED
8000912,alcohol anhydrous and chlorhexidine,alcool anhydre et chlorhexidine,CHANGED
120142f7b61420afbc2194a6e699e5a3,avalglucosidase alfa,avalglucosidase alfa,ADDED
8002088,acetic acid and sodium acetate,acide acétique et acétate de sodium,CHANGED
20b430fb36882e8861854c15d5b796dd,inclisiran,inclisiran,ADDED
8001615,chloroxylenol,chloroxylénol,CHANGED
8002282,fibrinogen human and thrombin human,fibrinogène humaine et thrombine humaine,CHANGED
8002311,phenazopyridine,phénazopyridine,"tm_status_effective_time: ""20210713"" -> ""20221024"""
8001878,sodium iodide,iodure de sodium,CHANGED
8002439,tebentafusp,tébentafusp,CHANGED
8000926,brompheniramine and codeine and guaifenesin and phenylephrine,bromphéniramine et codéine et guaïfénésine et phényléphrine,DELETED
8002245,onabotulinumtoxinA,onabotulinumtoxineA,CHANGED
8001086,orciprenaline,orciprénaline,"tm_status_effective_time: ""20200724"" -> ""20221014"""
8000780,brompheniramine and guaifenesin and hydrocodone and phenylephrine,bromphéniramine et guaïfénésine et hydrocodone et phényléphrine,DELETED
8000796,benzalkonium,benzalkonium,CHANGED
8000010,methylphenidate,méthylphénidate,"tm_status_effective_time: ""19561231"" -> ""19581231"""
8001812,interferon alfa-2b,interféron alfa-2b,"tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19970312"" -> ""20210831"""
8001870,potassium chloride,chlorure de potassium,CHANGED
8002215,amphotericin B,amphotéricine B,CHANGED
8001069,oxtriphylline,oxtriphylline,"tm_status_effective_time: ""20190116"" -> ""20221020"""
8001757,doxorubicin,doxorubicine,CHANGED
71df1ad5a5f843bd2e276b1760165c2d,capmatinib,capmatinib,ADDED
8001579,benzethonium,benzéthonium,CHANGED
8002154,potassium phosphate dibasic and potassium phosphate monobasic,phosphate de potassium dibasique et phosphate de potassium monobasique,CHANGED
8001976,triclosan,triclosan,CHANGED
8001661,hydroquinone,hydroquinone,"tm_status: ""INACTIVE"" -> ""ACTIVE""
tm_status_effective_time: ""20220929"" -> ""20030113"""
8002437,pegvaliase,pegvaliase,CHANGED
8001476,follitropin beta,follitropine bêta,CHANGED
8001659,glycopyrrolate,glycopyrrolate,DELETED
8002161,sodium bicarbonate,bicarbonate de sodium,CHANGED
23749dcfc3ffcbd05640dd3fab65ac91,abrocitinib,abrocitinib,ADDED
8001004,benzoyl peroxide and salicylic acid,peroxyde de benzoyle et acide salicylique,CHANGED
af63cad6f53c25cf89f08b8db4a0beb4,tezepelumab,tézépélumab,ADDED
8002160,sodium acetate,acétate de sodium,CHANGED
239ad2ff8b6ef5ad50e5cc01fe07df1e,famtozinameran and tozinameran,famtozinaméran et tozinaméran,ADDED
8001098,asparaginase,asparaginase,CHANGED
8001844,magnesium chloride,chlorure de magnésium,CHANGED
