tm_code,tm_formal_name,changes
"8000841","cyproterone","ADDED"
"8001138","durvalumab","ADDED"
"8000843","acetaminophen and phenylephrine","ADDED"
"8000071","morphine","ADDED"
"8001159","triamcinolone diacetate","ADDED"
"8000173","fluticasone","tm_status_effective_time: ""19980402"" -> ""19930312"""
"8001155","roflumilast","ADDED"
"8001150","metformin and rosiglitazone","ADDED"
"8000396","galantamine","tm_status_effective_time: ""20101112"" -> ""20050429"""
"8001143","methotrimeprazine","ADDED"
"8001141","avelumab","ADDED"
"8001035","acetaminophen and guaifenesin and phenylephrine","ADDED"
"8001149","lifitegrast","ADDED"
"8001160","vernakalant","ADDED"
"8000800","bisacodyl","ADDED"
"8001116","granisetron","ADDED"
"8001147","apixaban","ADDED"
"8001135","ocrelizumab","ADDED"
"8000814","metronidazole and nystatin","ADDED"
"8001151","migalastat","ADDED"
"8001090","umeclidinium and vilanterol","ADDED"
"8001156","sofosbuvir","ADDED"
"8001157","sofosbuvir and velpatasvir","ADDED"
"8000924","benzoyl peroxide and clindamycin","ADDED"
"8001142","guselkumab","ADDED"
"8001158","sofosbuvir and velpatasvir and voxilaprevir","ADDED"
"8001089","umeclidinium","ADDED"
"8000866","mupirocin","ADDED"
"8001148","dupilumab","ADDED"
"8001140","letermovir","ADDED"
"8000870","acetylsalicylic acid and caffeine","ADDED"
"8001057","cefadroxil","ADDED"
"8001139","olaratumab","ADDED"
"8000837","acetaminophen and caffeine","ADDED"
"8001137","insulin degludec","ADDED"
"8000828","acetaminophen and codeine and doxylamine","ADDED"
"8000926","brompheniramine and codeine and guaifenesin and phenylephrine","ADDED"
"8001132","nusinersen","ADDED"
"8000925","brompheniramine and codeine and phenylephrine","ADDED"
"8001161","vilazodone","ADDED"
"8001152","netupitant and palonosetron","ADDED"
"8000956","acetaminophen and doxylamine and phenylephrine","ADDED"
"8000183","mesalazine","tm_status_effective_time: ""19931231"" -> ""19921231"""
"8000850","fluconazole","ADDED"
"8001105","zolmitriptan","ADDED"
"8000799","phenobarbital","ADDED"
"8001076","cefuroxime","ADDED"
"8001154","peramivir","ADDED"
"8001001","metformin and saxagliptin","ADDED"
"8001118","dexmedetomidine","ADDED"
