mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
"00021261","TEVA-CHLOROQUINE (Phosphate de chloroquine 250 mg comprimé oral) TEVA CANADA LIMITED","Phosphate de chloroquine 250 mg comprimé oral","chloroquine","mp_fr_description: ""TEVA-CHLOROQUINE (diphosphate de chloroquine 250 mg comprimé oral) TEVA CANADA LIMITED"" -> ""TEVA-CHLOROQUINE (Phosphate de chloroquine 250 mg comprimé oral) TEVA CANADA LIMITED""
ntp_code: ""9001632"" -> ""9bd9344652c0b85e80c72a86cd56ba80""
ntp_fr_description: ""diphosphate de chloroquine 250 mg comprimé oral"" -> ""Phosphate de chloroquine 250 mg comprimé oral"""
"00037613","NITROSTAT (nitroglycérine 0,3 mg comprimé sublingual) UPJOHN CANADA ULC","nitroglycérine 0,3 mg comprimé sublingual","nitroglycérine","mp_fr_description: ""NITROSTAT (nitroglycérine 0,3 mg comprimé sublingual) PFIZER CANADA ULC"" -> ""NITROSTAT (nitroglycérine 0,3 mg comprimé sublingual) UPJOHN CANADA ULC"""
"00037621","NITROSTAT (nitroglycérine 0,6 mg comprimé sublingual) UPJOHN CANADA ULC","nitroglycérine 0,6 mg comprimé sublingual","nitroglycérine","mp_fr_description: ""NITROSTAT (nitroglycérine 0,6 mg comprimé sublingual) PFIZER CANADA ULC"" -> ""NITROSTAT (nitroglycérine 0,6 mg comprimé sublingual) UPJOHN CANADA ULC"""
"00436895","BALMINIL DM (bromhydrate de dextrométhorphane 15 mg par 5 mL sirop) TEVA CANADA LIMITED","bromhydrate de dextrométhorphane 15 mg par 5 mL sirop","dextrométhorphane","DELETED"
"00463221","LYSODREN (mitotane 500 mg comprimé oral) HRA PHARMA RARE DISEASES","mitotane 500 mg comprimé oral","mitotane","mp_fr_description: ""LYSODREN (mitotane 500 mg comprimé oral) LABORATOIRE HRA PHARMA"" -> ""LYSODREN (mitotane 500 mg comprimé oral) HRA PHARMA RARE DISEASES"""
"00544981","APO-ACETAMINOPHEN (acétaminophène 325 mg comprimé oral) APOTEX INC","acétaminophène 325 mg comprimé oral","acétaminophène","mp_fr_description: ""APO ACETAMINOPHEN TAB 325MG (acétaminophène 325 mg comprimé oral) APOTEX INC"" -> ""APO-ACETAMINOPHEN (acétaminophène 325 mg comprimé oral) APOTEX INC"""
"00878928","NORVASC (amlodipine (bésylate d'amlodipine) 5 mg comprimé oral) PFIZER CANADA ULC","amlodipine (bésylate d'amlodipine) 5 mg comprimé oral","amlodipine","mp_fr_description: ""NORVASC TAB 5MG (amlodipine (bésylate d'amlodipine) 5 mg comprimé oral) PFIZER CANADA ULC"" -> ""NORVASC (amlodipine (bésylate d'amlodipine) 5 mg comprimé oral) PFIZER CANADA ULC"""
"00878936","NORVASC (amlodipine (bésylate d'amlodipine) 10 mg comprimé oral) PFIZER CANADA ULC","amlodipine (bésylate d'amlodipine) 10 mg comprimé oral","amlodipine","mp_fr_description: ""NORVASC TAB 10MG (amlodipine (bésylate d'amlodipine) 10 mg comprimé oral) PFIZER CANADA ULC"" -> ""NORVASC (amlodipine (bésylate d'amlodipine) 10 mg comprimé oral) PFIZER CANADA ULC"""
"01934740","ROBITUSSIN AC (phosphate de codéine 10 mg par 5 mL et guaïfénésine 100 mg par 5 mL et maléate de phéniramine 7,5 mg par 5 mL sirop) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.","phosphate de codéine 10 mg par 5 mL et guaïfénésine 100 mg par 5 mL et maléate de phéniramine 7,5 mg par 5 mL sirop","codéine et guaïfénésine et phéniramine","mp_fr_description: ""ROBITUSSIN AC (phosphate de codéine 10 mg par 5 mL et guaïfénésine 100 mg par 5 mL et maléate de phéniramine 7,5 mg par 5 mL sirop) PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA ULC"" -> ""ROBITUSSIN AC (phosphate de codéine 10 mg par 5 mL et guaïfénésine 100 mg par 5 mL et maléate de phéniramine 7,5 mg par 5 mL sirop) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC."""
"01934783","ROBAXISAL C 1/4 (acide acétylsalicylique 325 mg et phosphate de codéine 16,2 mg et méthocarbamol 400 mg comprimé oral) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.","acide acétylsalicylique 325 mg et phosphate de codéine 16,2 mg et méthocarbamol 400 mg comprimé oral","acide acétylsalicylique et codéine et méthocarbamol","mp_fr_description: ""ROBAXISAL C 1/4 (acide acétylsalicylique 325 mg et phosphate de codéine 16,2 mg et méthocarbamol 400 mg comprimé oral) PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA ULC"" -> ""ROBAXISAL C 1/4 (acide acétylsalicylique 325 mg et phosphate de codéine 16,2 mg et méthocarbamol 400 mg comprimé oral) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC."""
