tm_code,tm_formal_name,tm_fr_description,changes
8001154,peramivir,péramivir,DELETED
8001870,potassium chloride,chlorure de potassium,ADDED
8002215,amphotericin B,amphotéricine B,ADDED
8001976,triclosan,triclosan,ADDED
8001579,benzethonium,benzéthonium,ADDED
8002452,cytarabine and daunorubicin,cytarabine et daunorubicine,ADDED
8001004,benzoyl peroxide and salicylic acid,peroxyde de benzoyle et acide salicylique,ADDED
8001476,follitropin beta,follitropine bêta,ADDED
8000325,bisoprolol,bisoprolol,"tm_status_effective_time: ""20030424"" -> ""20040810"""
deabe4c417df7d1c2bfec39a191bf553,atogepant,atogépant,ADDED
f60fa4b97bef347233e0580a6535a27d,pegcetacoplan,pegcétacoplan,ADDED
8000912,alcohol anhydrous and chlorhexidine,alcool anhydre et chlorhexidine,ADDED
8001615,chloroxylenol,chloroxylénol,ADDED
8002282,fibrinogen human and thrombin human,fibrinogène humaine et thrombine humaine,ADDED
8001190,diphenhydramine and phenylephrine,diphenhydramine et phényléphrine,DELETED
8001878,sodium iodide,iodure de sodium,ADDED
8000796,benzalkonium,benzalkonium,ADDED
8001695,antipyrine and benzocaine,antipyrine et benzocaïne,DELETED
8001757,doxorubicin,doxorubicine,ADDED
5f711dcac6e0891bccac8be89428a78e,belumosudil,bélumosudil,ADDED
8002154,potassium phosphate dibasic and potassium phosphate monobasic,phosphate de potassium dibasique et phosphate de potassium monobasique,ADDED
8002161,sodium bicarbonate,bicarbonate de sodium,ADDED
8001194,elbasvir and grazoprevir,elbasvir et grazoprévir,DELETED
8001844,magnesium chloride,chlorure de magnésium,ADDED
8002160,sodium acetate,acétate de sodium,ADDED
8001098,asparaginase,asparaginase,ADDED
45e3ce13018c602c7b2ef88c6ac571f9,deucravacitinib,deucravacitinib,ADDED
8002278,coagulation factor IX human and coagulation factor ii (human) and coagulation factor vii (human) and coagulation factor x (human) and protein c and protein s,facteur IX de coagulation humain et facteur II de coagulation humain et facteur VII de coagulation humain et facteur X de coagulation humain et protéine c et protéine s,ADDED
8002047,paclitaxel,paclitaxel,ADDED
8001834,leuprolide,leuprolide,"tm_status_effective_time: ""19851231"" -> ""19891231"""
8002088,acetic acid and sodium acetate,acide acétique et acétate de sodium,ADDED
