drug_code,mp_code,mp_formal_name,mp_fr_description,changes
415,00027243,DIHYDROERGOTAMINE (DHE) (dihydroergotamine mesylate 1 mg per 1 mL solution for injection ampoule) STERIMAX INC,DIHYDROERGOTAMINE (DHE) (mésylate de dihydroergotamine 1 mg par 1 mL solution injectable ampoule) STERIMAX INC,"Health_Canada_product_name: ""DIHYDROERGOTAMINE (DHE), 1MG/ML"" -> ""DIHYDROERGOTAMINE (DHE)""
mp_formal_name: ""DIHYDROERGOTAMINE (DHE),̲ ̲1̲M̲G̲/̲M̲L̲ (dihydroergotamine mesylate 1 mg per 1 mL solution for injection ampoule) STERIMAX INC"" -> ""DIHYDROERGOTAMINE (DHE) (dihydroergotamine mesylate 1 mg per 1 mL solution for injection ampoule) STERIMAX INC""
mp_fr_description: ""DIHYDROERGOTAMINE (DHE),̲ ̲1̲M̲G̲/̲M̲L̲ (mésylate de dihydroergotamine 1 mg par 1 mL solution injectable ampoule) STERIMAX INC"" -> ""DIHYDROERGOTAMINE (DHE) (mésylate de dihydroergotamine 1 mg par 1 mL solution injectable ampoule) STERIMAX INC"""
933,00029149,FUNGIZONE (amphotericin B 50 mg per vial powder for solution for injection) CHEPLAPHARM ARZNEIMITTEL GMBH,FUNGIZONE (amphotéricine B 50 mg par fiole poudre pour solution injectable) CHEPLAPHARM ARZNEIMITTEL GMBH,ADDED
1668,00266507,ADASEPT LIQ 0.5% (triclosan 0.5 % cutaneous liquid) ODAN LABORATORIES LTD,"ADASEPT LIQ 0.5% (triclosan 0,5 % liquide cutané) ODAN LABORATORIES LTD",ADDED
1905,00261998,SODIUM BICARBONATE INJECTION USP (sodium bicarbonate 84 mg per mL solution for injection) PFIZER CANADA ULC,SODIUM BICARBONATE INJECTION USP (bicarbonate de sodium 84 mg par mL solution injectable) PFIZER CANADA ULC,ADDED
2527,00037869,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE USP (potassium chloride 149 mg per mL solution for injection) PFIZER CANADA ULC,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE USP (chlorure de potassium 149 mg par mL solution injectable) PFIZER CANADA ULC,ADDED
3394,00402206,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE (potassium chloride 20 meq per 10 mL solution for injection) OMEGA LABORATORIES LIMITED,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE (chlorure de potassium 20 meq par 10 mL solution injectable) OMEGA LABORATORIES LIMITED,ADDED
6775,00691623,BICARBONATE CONCENTRATE D17000 (sodium bicarbonate 81.3 g per l solution for haemodialysis) VANTIVE ULC,"BICARBONATE CONCENTRATE D17000 (bicarbonate de sodium 81,3 g par l solution pour hémodialyse) VANTIVE ULC",ADDED
8959,00755834,APO-TIMOP (timolol (timolol maleate) 0.5 % ophthalmic drops) APOTEX INC,"APO-TIMOP (timolol (maléate de timolol) 0,5 % gouttes ophtalmiques) APOTEX INC",DELETED
10509,00804789,POTASSIUM PHOSPHATES (phosphorus (potassium phosphate dibasic and potassium phosphate monobasic) 30 mmol per 10 mL and potassium (potassium phosphate dibasic and potassium phosphate monobasic) 44 mmol per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED,POTASSIUM PHOSPHATES (phosphore (phosphate de potassium dibasique et phosphate de potassium monobasique) 30 mmol par 10 mL et potassium (phosphate de potassium dibasique et phosphate de potassium monobasique) 44 mmol par 10 mL solution injectable fiole) SANDOZ CANADA INCORPORATED,ADDED
11537,00779237,BACTI-STAT 0.3% (triclosan 0.3 % cutaneous liquid) ECOLAB CO,"BACTI-STAT 0.3% (triclosan 0,3 % liquide cutané) ECOLAB CO",ADDED
12639,01977873,GERMICIDAL HAND SOAP LIQ 0.6% (chloroxylenol 0.6 % cutaneous liquid) OSTREM CHEMICAL CO LTD.,"GERMICIDAL HAND SOAP LIQ 0.6% (chloroxylénol 0,6 % liquide cutané) OSTREM CHEMICAL CO LTD.",ADDED
