"tm_code","tm_formal_name","tm_status","tm_status_effective_time"
"8000110","acebutolol","active","19861231"
"8000065","acetaminophen and codeine","active","19781231"
"8000059","acetaminophen and oxycodone","active","19841231"
"8000349","acetaminophen and tramadol","active","20050722"
"8000774","acetylsalicylic acid and oxycodone","active","19841231"
"8000095","acyclovir","active","19821231"
"8000312","alendronic acid","active","20020214"
"8000413","alendronic acid and vitamin D3 (cholecalciferol)","active","20060313"
"8000313","alfuzosin","active","20020221"
"8000046","allopurinol","active","19741231"
"8000088","alprazolam","active","19811231"
"8000269","amiodarone","active","19990329"
"8000024","amitriptyline","active","19651231"
"8000153","amlodipine","active","19921231"
"8000154","amoxicillin and clavulanic acid","active","19921231"
"8000389","aripiprazole","active","20090930"
"8000121","atenolol","active","19881231"
"8000347","atomoxetine","active","20050224"
"8000235","atorvastatin","active","19970305"
"8000066","baclofen","active","19781231"
"8000208","beclomethasone","active","19951231"
"8000788","belladonna and ergotamine and phenobarbital","active","19590101"
"8000785","belladonna and opium","active","19911231"
"8000067","benztropine","active","19781231"
"8000302","betahistine","active","20010817"
"8000053","betamethasone (base)","active","19970401"
"8000794","betamethasone acetate and betamethasone (base)","active","19651231"
"8000791","betamethasone dipropionate","active","19751231"
"8000315","bimatoprost","active","20020524"
"8000325","bisoprolol","active","20030424"
"8000090","bromazepam","active","19811231"
"8000780","brompheniramine and guaifenesin and hydrocodone and phenylephrine","active","20010906"
"8000134","budesonide","active","19901231"
"8000775","buprenorphine","active","20100526"
"8000372","buprenorphine and naloxone","active","20071126"
"8000257","bupropion","active","19980505"
"8000776","butorphanol","active","20000801"
"8000075","calcitriol","active","19791231"
"8000266","candesartan","active","19981207"
"8000300","candesartan and hydrochlorothiazide","active","20010626"
"8000032","carbamazepine","active","19691231"
"8000054","carbidopa and levodopa","active","19751231"
"8000329","carvedilol","active","20030804"
"8000210","cefprozil","active","19951231"
"8000271","celecoxib","active","19990419"
"8000040","cephalexin","active","19711231"
"8000237","cetirizine","active","19970306"
"8000367","ciclesonide","active","20060927"
"8000230","ciclopirox","active","19961203"
"8000338","ciprofloxacin and dexamethasone (base)","active","20040513"
"8000267","citalopram","active","19990308"
"8000160","clarithromycin","active","19921231"
"8000238","clobazam","active","19970324"
"8000161","clobetasol","active","19921231"
"8000061","clonazepam","active","19771231"
"8000135","clonidine","active","19901231"
"8000263","clopidogrel","active","19981013"
"8000773","clotrimazole","active","19881231"
"8000147","clozapine","active","19911231"
"8000069","codeine","active","19781231"
"8000047","colchicine","active","19741231"
"8000021","conjugated estrogens","active","19631231"
"8000196","cyclobenzaprine","active","19941231"
"8000378","dabigatran","active","20080703"
"8000385","desvenlafaxine","active","20090305"
"8000394","dexlansoprazole","active","20100805"
"8000162","dextroamphetamine","active","19921231"
"8000048","diazepam","active","19741231"
"8000180","diclofenac and misoprostol","active","19931231"
"8000198","digoxin","active","19941231"
"8000122","diltiazem","active","19881231"
"8000181","domperidone","active","19931231"
"8000246","donepezil","active","19970820"
"8000272","dorzolamide and timolol","active","19990527"
"8000163","doxazosin","active","19921231"
"8000117","doxycycline","active","19871231"
"8000375","duloxetine","active","20080118"
"8000330","dutasteride","active","20031114"
"8000037","erythromycin","active","19701231"
"8000346","escitalopram","active","20050214"
"8000303","esomeprazole","active","20010820"
"8000398","esomeprazole and naproxen","active","20110204"
"8000326","ezetimibe","active","20030615"
"8000165","felodipine","active","19921231"
"8000225","fenofibrate","active","19961002"
"8000166","finasteride","active","19921231"
"8000128","fluoxetine","active","19891231"
"8000091","flurazepam","active","19811231"
"8000173","fluticasone","active","19980402"
"8000279","fluticasone and salmeterol","active","19990924"
"8000332","fosinopril","active","20031205"
"8000200","gabapentin","active","19941231"
"8000396","galantamine","active","20101112"
"8000139","gliclazide","active","19901231"
"8000115","glyburide","active","19861231"
"8000084","haloperidol","active","19801231"
"8000031","hydrochlorothiazide","active","19681231"
"8000284","hydrochlorothiazide and irbesartan","active","20000316"
"8000201","hydrochlorothiazide and lisinopril","active","19941231"
"8000229","hydrochlorothiazide and losartan","active","19961122"
"8000382","hydrochlorothiazide and olmesartan","active","20081222"
"8000262","hydrochlorothiazide and quinapril","active","19981001"
"8000368","hydrochlorothiazide and ramipril","active","20061116"
"8000092","hydrochlorothiazide and triamterene","active","19811231"
"8000286","hydrochlorothiazide and valsartan","active","20000510"
"8000781","hydrocodone and phenylephrine","active","19941231"
"8000778","hydrocodone and phenyltoloxamine","active","19571231"
"8000008","hydrocortisone","active","19541231"
"8000012","hydroxychloroquine","active","19571231"
"8000009","hydroxyzine","active","19561231"
"8000043","ibuprofen","active","19721231"
"8000097","indapamide","active","19821231"
"8000321","indapamide and perindopril","active","20021219"
"8000085","indomethacin","active","19801231"
"8000307","insulin aspart","active","20011031"
"8000353","insulin detemir","active","20051114"
"8000317","insulin glargine","active","20020724"
"8000168","insulin isophane human","active","19921231"
"8000787","insulin lispro","active","19961115"
"8000259","irbesartan","active","19980622"
"8000203","isosorbide mononitrate","active","19941231"
"8000169","ketorolac","active","19921231"
"8000214","lamotrigine","active","19951231"
"8000215","lansoprazole","active","19951231"
"8000244","latanoprost","active","19970728"
"8000328","levetiracetam","active","20030723"
"8000001","levothyroxine","active","19511230"
"8000387","lisdexamfetamine","active","20090804"
"8000140","lisinopril","active","19901231"
"8000204","lithium (ion)","active","19941231"
"8000041","lithium carbonate","active","19711231"
"8000109","lorazepam","active","19851231"
"8000216","losartan","active","19951231"
"8000018","medroxyprogesterone","active","19601231"
"8000290","meloxicam","active","20000926"
"8000184","metformin","active","19931231"
"8000390","metformin and sitagliptin","active","20091008"
"8000285","methadone","active","20000505"
"8000010","methylphenidate","active","19561231"
"8000063","metoprolol","active","19771231"
"8000038","metronidazole","active","19701231"
"8000205","minocycline","active","19941231"
"8000298","mirtazapine","active","20010524"
"8000148","mometasone","active","19911231"
"8000261","montelukast","active","19980821"
"8000291","moxifloxacin","active","20001020"
"8000783","naloxone and oxycodone","active","20101005"
"8000218","naproxen","active","19821231"
"8000123","nifedipine","active","19881231"
"8000050","nitrofurantoin","active","19741231"
"8000020","norethindrone","active","19611231"
"8000784","normethadone and p-hydroxyephedrine","active","19970123"
"8000026","nortriptyline","active","19651231"
"8000078","nystatin","active","19791231"
"8000383","olmesartan","active","20081222"
"8000251","olopatadine","active","19980209"
"8000131","omeprazole","active","19891231"
"8000079","oxazepam","active","19791231"
"8000045","oxycodone","active","19731231"
"8000236","pantoprazole","active","19970305"
"8000185","paroxetine","active","19931231"
"8000064","penicillin v","active","19771231"
"8000786","pentazocine","active","19701231"
"8000206","perindopril","active","19941231"
"8000005","phenytoin (base)","active","19521231"
"8000004","phenytoin sodium","active","19511231"
"8000289","pioglitazone","active","20000828"
"8000253","pramipexole","active","19980226"
"8000141","pravastatin","active","19901231"
"8000051","prednisolone","active","19741231"
"8000014","prednisone","active","19591231"
"8000348","pregabalin","active","20050718"
"8000107","procyclidine","active","19841231"
"8000220","progesterone","active","19951231"
"8000086","propranolol","active","19801231"
"8000248","quetiapine","active","19971210"
"8000170","quinapril","active","19921231"
"8000029","quinine sulfate","active","19661231"
"8000314","rabeprazole","active","20020402"
"8000239","ramipril","active","19970324"
"8000120","ranitidine","active","19871231"
"8000273","repaglinide","active","19990621"
"8000278","risedronate","active","19990907"
"8000187","risperidone","active","19931231"
"8000379","rivaroxaban","active","20080916"
"8000276","rizatriptan","active","19990831"
"8000322","rosuvastatin","active","20030219"
"8000391","saxagliptin","active","20091029"
"8000171","sertraline","active","19921231"
"8000268","sildenafil","active","19990309"
"8000142","simvastatin","active","19901231"
"8000374","sitagliptin","active","20080102"
"8000360","solifenacin","active","20060623"
"8000015","spironolactone","active","19591231"
"8000234","sumatriptan","active","19970211"
"8000222","tacrolimus","active","19960814"
"8000331","tadalafil","active","20031125"
"8000352","tamsulosin","active","20051011"
"8000789","tapentadol","active","20120320"
"8000277","telmisartan","active","19990901"
"8000087","temazepam","active","19801231"
"8000247","terazosin","active","19970926"
"8000188","terbinafine","active","19931231"
