drug_code,pharm_form_code,pharmaceutical_form,status,drug_identification_number
"100582","105","WIPE","ADDED","02516489"
"100343","134","SOLUTION","ADDED","02514265"
"73418","36","LOTION","ADDED","02249340"
"100646","5","CAPSULE","ADDED","02517124"
"100633","134","SOLUTION","ADDED","02516993"
"100625","5","CAPSULE","ADDED","02516918"
"100563","85","TABLET","ADDED","02516276"
"100632","134","SOLUTION","ADDED","02516985"
"100645","5","CAPSULE","ADDED","02517116"
"99920","105","WIPE","ADDED","02509946"
"100622","85","TABLET","ADDED","02516861"
"99117","105","WIPE","ADDED","02501562"
"100621","85","TABLET","ADDED","02516853"
"100651","85","TABLET","ADDED","02517175"
"100591","134","SOLUTION","ADDED","02516578"
"100640","114","GEL","ADDED","02517043"
"100542","85","TABLET","ADDED","02516063"
"100584","161","CAPSULE (IMMEDIATE RELEASE)","ADDED","02516497"
"100617","5","CAPSULE","ADDED","02516810"
"100587","85","TABLET","ADDED","02516527"
"99854","36","LOTION","ADDED","02509237"
"100208","134","SOLUTION","ADDED","02512823"
"100619","5","CAPSULE","ADDED","02516837"
"99853","134","SOLUTION","ADDED","02509229"
"75817","34","LIQUID","REMOVED","02272679"
"100623","85","TABLET","ADDED","02516888"
"100590","141","CAPSULE (EXTENDED RELEASE)","ADDED","02516551"
"100598","75","TABLET (EXTENDED-RELEASE)","ADDED","02516640"
"100222","105","WIPE","ADDED","02512971"
"100606","85","TABLET","ADDED","02516721"
"100586","85","TABLET","ADDED","02516519"
"100208","98","SPRAY","ADDED","02512823"
"99853","98","SPRAY","ADDED","02509229"
"100620","5","CAPSULE","ADDED","02516845"
"100015","182","MOUTHWASH","ADDED","02510871"
"99994","5","CAPSULE","ADDED","02510758"
"100681","85","TABLET","ADDED","02517418"
"100608","151","TABLET (CHEWABLE)","ADDED","02516748"
"99861","2","AEROSOL","ADDED","02509326"
"100630","150","TABLET (IMMEDIATE RELEASE)","ADDED","02516969"
"100597","75","TABLET (EXTENDED-RELEASE)","ADDED","02516632"
"100596","75","TABLET (EXTENDED-RELEASE)","ADDED","02516624"
"90503","134","SOLUTION","ADDED","02420449"
"100615","5","CAPSULE","ADDED","02516799"
"100631","134","SOLUTION","ADDED","02516977"
"100652","85","TABLET","ADDED","02517183"
"100607","85","TABLET","ADDED","02516756"
"99916","105","WIPE","ADDED","02509881"
"100618","5","CAPSULE","ADDED","02516829"
"98186","75","TABLET (EXTENDED-RELEASE)","ADDED","02491869"
"91386","34","LIQUID","REMOVED","02429411"
"100602","134","SOLUTION","ADDED","02516683"
"100658","134","SOLUTION","ADDED","02517272"
"100690","85","TABLET","ADDED","02517523"
"100595","75","TABLET (EXTENDED-RELEASE)","ADDED","02516616"
"100571","43","OINTMENT","ADDED","02516357"
"99893","105","WIPE","ADDED","02509652"
"100601","134","SOLUTION","ADDED","02516675"
"100677","85","TABLET","ADDED","02517353"
"100599","75","TABLET (EXTENDED-RELEASE)","ADDED","02516659"
"100705","9","CREAM","ADDED","02517671"
"100570","9","CREAM","ADDED","02516349"
"100543","85","TABLET","ADDED","02516071"
"100644","85","TABLET","ADDED","02517108"
"100626","5","CAPSULE","ADDED","02516926"
"100695","43","OINTMENT","ADDED","02517574"
"100675","134","SOLUTION","ADDED","02517426"
"100588","141","CAPSULE (EXTENDED RELEASE)","ADDED","02516535"
"100691","114","GEL","ADDED","02517515"
"100663","55","POWDER","ADDED","02517280"
"100616","5","CAPSULE","ADDED","02516802"
"99906","105","WIPE","ADDED","02509784"
"100627","150","TABLET (IMMEDIATE RELEASE)","ADDED","02516934"
"99993","5","CAPSULE","ADDED","02510731"
"96929","5","CAPSULE","ADDED","02478501"
"100648","85","TABLET","ADDED","02517140"
"100605","9","CREAM","ADDED","02516713"
"100589","141","CAPSULE (EXTENDED RELEASE)","ADDED","02516543"
"100675","98","SPRAY","ADDED","02517426"
"99915","105","WIPE","ADDED","02509873"
"91386","134","SOLUTION","ADDED","02429411"
"100638","114","GEL","ADDED","02517205"
"99933","36","LOTION","ADDED","02510073"
"96930","5","CAPSULE","ADDED","02478528"
"100634","105","WIPE","ADDED","02517000"
"100671","85","TABLET","ADDED","02517310"
"100591","98","SPRAY","ADDED","02516578"
"75817","134","SOLUTION","ADDED","02272679"
"73418","34","LIQUID","REMOVED","02249340"
"100349","134","SOLUTION","ADDED","02514346"
"98187","75","TABLET (EXTENDED-RELEASE)","ADDED","02491877"
"100629","150","TABLET (IMMEDIATE RELEASE)","ADDED","02516950"
"100628","150","TABLET (IMMEDIATE RELEASE)","ADDED","02516942"
"100680","85","TABLET","ADDED","02517396"
