drug_code,drug_identification_number,current_brand_name,previous_brand_name
"15485","02029456","TRYPTAN","TRYPTAN TAB 500MG"
"19048","02177897","APO-CLONAZEPAM","APO-CLONAZEPAM - TAB 2MG"
"19063","02177889","APO-CLONAZEPAM","APO-CLONAZEPAM - TAB 0.5MG"
"19627","02049392","SANDOSTATIN","SANDOSTATIN 200MCG/ML"
"62792","02239323","SANDOSTATIN LAR","SANDOSTATIN LAR 10MG"
"62793","02239324","SANDOSTATIN LAR","SANDOSTATIN LAR 20MG"
"62794","02239325","SANDOSTATIN LAR","SANDOSTATIN LAR 30MG"
"62795","02239326","TRYPTAN","TRYPTAN TAB 250MG"
"62796","02239327","TRYPTAN","TRYPTAN TAB 750MG"
"66275","02242527","ODAN PROCTOMYXIN HC","SANDOZ PROCTOMYXIN HC"
"66276","02242528","ODAN PROCTOMYXIN HC SUPPOSITORIES","SANDOZ PROCTOMYXIN HC SUPPOSITORIES"
"7263","00718149","TRYPTAN","TRYPTAN CAP 500MG"
"7264","00654531","TRYPTAN","TRYPTAN TAB 1000MG"
"89245","02407744","JAMP VANCOMYCIN","JAMP-VANCOMYCIN"
"89246","02407752","JAMP VANCOMYCIN","JAMP-VANCOMYCIN"
"89587","02411245","PROACTIV + PORE TARGETING SOLUTION","PROACTIV PLUS PORE TARGETING SOLUTION"
"92979","02444674","ATHENA-ONDANSETRON ODT","VPI-ONDANSETRON ODT"
"92980","02444682","ATHENA-ONDANSETRON ODT","VPI-ONDANSETRON ODT"
"97906","02489007","SANDOZ ADAPALENE / BENZOYL PEROXIDE","SANDOZ ADAPALENE/BENZOYL PEROXIDE"
"9915","00839191","SANDOSTATIN","SANDOSTATIN 50MCG/ML"
"9916","00839205","SANDOSTATIN","SANDOSTATIN 100MCG/ML"
"61781","02238369","NABUMETONE","NU-NABUMETONE"
"9917","00839213","SANDOSTATIN","SANDOSTATIN 500MCG/ML"
"96301","02473615","GLYCOPYRRONIUM (AS BROMIDE) / FORMOTEROL","BEVESPI AEROSPHERE"
"99784","02508486","TIROCAP","TIROSINT"
"99785","02508494","TIROCAP","TIROSINT"
"99786","02508508","TIROCAP","TIROSINT"
"99787","02508516","TIROCAP","TIROSINT"
"99788","02508524","TIROCAP","TIROSINT"
"99789","02508532","TIROCAP","TIROSINT"
"99790","02508540","TIROCAP","TIROSINT"
"99791","02508559","TIROCAP","TIROSINT"
"99792","02508567","TIROCAP","TIROSINT"
"99793","02508575","TIROCAP","TIROSINT"
"99794","02508583","TIROCAP","TIROSINT"
"99795","02508591","TIROCAP","TIROSINT"
