drug_code,extract_current,extract_previous,drug_identification_number,current_company_name,previous_company_name
"1553","active","active","00254142","SANOFI CONSUMER HEALTH INC / SANOFI SANTE GRAND PUBLIC INC","SANOFI CONSUMER HEALTH INC"
"1555","active","active","00003875","SANOFI CONSUMER HEALTH INC / SANOFI SANTE GRAND PUBLIC INC","SANOFI CONSUMER HEALTH INC"
"2138","active","active","00330582","BAUSCH HEALTH, CANADA INC.","VALEANT CANADA LP/VALEANT CANADA S.E.C."
"2481","active","active","00363812","SANOFI CONSUMER HEALTH INC / SANOFI SANTE GRAND PUBLIC INC","SANOFI CONSUMER HEALTH INC"
"2483","active","active","00363839","SANOFI CONSUMER HEALTH INC / SANOFI SANTE GRAND PUBLIC INC","SANOFI CONSUMER HEALTH INC"
"6535","active","active","00639109","CHARLOTTE PRODUCTS LTD.","CHARLOTTE PRODUCTS LIMITED"
"7263","active","active","00718149","BAUSCH HEALTH, CANADA INC.","VALEANT CANADA LP/VALEANT CANADA S.E.C."
"7264","active","active","00654531","BAUSCH HEALTH, CANADA INC.","VALEANT CANADA LP/VALEANT CANADA S.E.C."
"9221","active","active","00653047","CONSTANT INTERNATIONAL INC","CONSTANT AMERICA INC"
"11825","active","active","00849405","BOEHRINGER INGELHEIM ANIMAL HEALTH CANADA INC.","BOEHRINGER INGELHEIM (CANADA) LTD LTEE"
"13256","active","active","00899356","BAUSCH HEALTH, CANADA INC.","VALEANT CANADA LP/VALEANT CANADA S.E.C."
"13341","active","active","01924451","CONSTANT INTERNATIONAL INC","CONSTANT AMERICA INC"
"15485","active","active","02029456","BAUSCH HEALTH, CANADA INC.","VALEANT CANADA LP/VALEANT CANADA S.E.C."
"16852","active","active","02125226","VALEANT CANADA LP / VALEANT CANADA S.E.C.","VALEANT CANADA LP/VALEANT CANADA S.E.C."
"18016","active","active","02146371","CONSTANT INTERNATIONAL INC","CONSTANT AMERICA INC"
"18969","active","active","02166747","BAUSCH HEALTH, CANADA INC.","VALEANT CANADA LP/VALEANT CANADA S.E.C."
"19807","active","active","02213834","SANOFI CONSUMER HEALTH INC / SANOFI SANTE GRAND PUBLIC INC","SANOFI CONSUMER HEALTH INC"
"29436","active","active","02105357","CHARLOTTE PRODUCTS LTD.","CHARLOTTE PRODUCTS LIMITED"
"29438","active","active","02105373","CHARLOTTE PRODUCTS LTD.","CHARLOTTE PRODUCTS LIMITED"
"37547","active","active","02227959","MICRO-ASEPTIC PRODUCTS, INC.","METREX RESEARCH"
"42373","active","active","02074702","SANOFI CONSUMER HEALTH INC / SANOFI SANTE GRAND PUBLIC INC","SANOFI CONSUMER HEALTH INC"
"50458","active","active","02231150","BAUSCH HEALTH, CANADA INC.","VALEANT CANADA LP/VALEANT CANADA S.E.C."
"50459","active","active","02231151","BAUSCH HEALTH, CANADA INC.","VALEANT CANADA LP/VALEANT CANADA S.E.C."
"50460","active","active","02231152","BAUSCH HEALTH, CANADA INC.","VALEANT CANADA LP/VALEANT CANADA S.E.C."
"50461","active","active","02231154","BAUSCH HEALTH, CANADA INC.","VALEANT CANADA LP/VALEANT CANADA S.E.C."
"50462","active","active","02231155","BAUSCH HEALTH, CANADA INC.","VALEANT CANADA LP/VALEANT CANADA S.E.C."
"50779","active","active","02231462","SANOFI CONSUMER HEALTH INC / SANOFI SANTE GRAND PUBLIC INC","SANOFI CONSUMER HEALTH INC"
"60289","active","active","02236991","SANOFI CONSUMER HEALTH INC / SANOFI SANTE GRAND PUBLIC INC","SANOFI CONSUMER HEALTH INC"
"61646","active","active","02238251","MICRO-ASEPTIC PRODUCTS, INC.","METREX RESEARCH"
"61860","active","active","02238441","BAUSCH HEALTH, CANADA INC.","VALEANT CANADA LP/VALEANT CANADA S.E.C."
"62795","active","active","02239326","BAUSCH HEALTH, CANADA INC.","VALEANT CANADA LP/VALEANT CANADA S.E.C."
"62796","active","active","02239327","BAUSCH HEALTH, CANADA INC.","VALEANT CANADA LP/VALEANT CANADA S.E.C."
"63341","active","active","02239853","SANOFI CONSUMER HEALTH INC / SANOFI SANTE GRAND PUBLIC INC","SANOFI CONSUMER HEALTH INC"
"66275","active","active","02242527","ODAN LABORATORIES LTD","SANDOZ CANADA INCORPORATED"
"66276","active","active","02242528","ODAN LABORATORIES LTD","SANDOZ CANADA INCORPORATED"
"66647","active","active","02242819","SANOFI CONSUMER HEALTH INC / SANOFI SANTE GRAND PUBLIC INC","SANOFI CONSUMER HEALTH INC"
"66666","active","active","02242836","CHARLOTTE PRODUCTS LTD.","CHARLOTTE PRODUCTS LIMITED"
"67406","active","active","02243493","CHARLOTTE PRODUCTS LTD.","CHARLOTTE PRODUCTS LIMITED"
