drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"100208","2","DISINFECTANT (Barn)","ADDED","02512823"
"100619","56","ORAL","ADDED","02516837"
"100631","8","DISINFECTANT (Food Premises)","ADDED","02516977"
"100570","70","TOPICAL","ADDED","02516349"
"100634","8","DISINFECTANT (Food Premises)","ADDED","02517000"
"100582","94","DISINFECTANT (Institutional/Industrial)","ADDED","02516489"
"100623","56","ORAL","ADDED","02516888"
"73418","70","TOPICAL","REMOVED","02249340"
"99920","8","DISINFECTANT (Food Premises)","ADDED","02509946"
"100571","70","TOPICAL","ADDED","02516357"
"99994","56","ORAL","ADDED","02510758"
"100598","56","ORAL","ADDED","02516640"
"100605","70","TOPICAL","ADDED","02516713"
"100675","93","DISINFECTANT (Domestic)","ADDED","02517426"
"100222","93","DISINFECTANT (Domestic)","ADDED","02512971"
"100658","94","DISINFECTANT (Institutional/Industrial)","ADDED","02517272"
"100628","56","ORAL","ADDED","02516942"
"99920","93","DISINFECTANT (Domestic)","ADDED","02509946"
"96930","56","ORAL","ADDED","02478528"
"100582","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02516489"
"100646","56","ORAL","ADDED","02517124"
"100542","56","ORAL","ADDED","02516063"
"99117","93","DISINFECTANT (Domestic)","ADDED","02501562"
"100680","56","ORAL","ADDED","02517396"
"100625","56","ORAL","ADDED","02516918"
"100633","2","DISINFECTANT (Barn)","ADDED","02516993"
"100563","56","ORAL","ADDED","02516276"
"6366","55","OPHTHALMIC","REMOVED","00512990"
"100652","66","SUBLINGUAL","ADDED","02517183"
"100621","56","ORAL","ADDED","02516853"
"100222","8","DISINFECTANT (Food Premises)","ADDED","02512971"
"100695","70","TOPICAL","ADDED","02517574"
"100622","56","ORAL","ADDED","02516861"
"100632","2","DISINFECTANT (Barn)","ADDED","02516985"
"100671","56","ORAL","ADDED","02517310"
"99861","94","DISINFECTANT (Institutional/Industrial)","ADDED","02509326"
"100645","56","ORAL","ADDED","02517116"
"99920","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02509946"
"100582","93","DISINFECTANT (Domestic)","ADDED","02516489"
"100658","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02517272"
"100589","56","ORAL","ADDED","02516543"
"99854","70","TOPICAL","ADDED","02509237"
"100631","93","DISINFECTANT (Domestic)","ADDED","02516977"
"98187","56","ORAL","ADDED","02491877"
"100638","70","TOPICAL","ADDED","02517205"
"100591","2","DISINFECTANT (Barn)","ADDED","02516578"
"100617","56","ORAL","ADDED","02516810"
"99861","8","DISINFECTANT (Food Premises)","ADDED","02509326"
"100629","56","ORAL","ADDED","02516950"
"100349","94","DISINFECTANT (Institutional/Industrial)","ADDED","02514346"
"99853","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02509229"
"99916","94","DISINFECTANT (Institutional/Industrial)","ADDED","02509881"
"100208","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02512823"
"100633","94","DISINFECTANT (Institutional/Industrial)","ADDED","02516993"
"99906","93","DISINFECTANT (Domestic)","ADDED","02509784"
"100627","56","ORAL","ADDED","02516934"
"100602","65","SUBCUTANEOUS","ADDED","02516683"
"100690","8","DISINFECTANT (Food Premises)","ADDED","02517523"
"100633","8","DISINFECTANT (Food Premises)","ADDED","02516993"
"100690","94","DISINFECTANT (Institutional/Industrial)","ADDED","02517523"
"99915","93","DISINFECTANT (Domestic)","ADDED","02509873"
"100626","56","ORAL","ADDED","02516926"
"100648","56","ORAL","ADDED","02517140"
"100222","2","DISINFECTANT (Barn)","ADDED","02512971"
"100343","94","DISINFECTANT (Institutional/Industrial)","ADDED","02514265"
"99916","8","DISINFECTANT (Food Premises)","ADDED","02509881"
"100632","8","DISINFECTANT (Food Premises)","ADDED","02516985"
"100616","56","ORAL","ADDED","02516802"
"100691","70","TOPICAL","ADDED","02517515"
"100599","56","ORAL","ADDED","02516659"
"100208","93","DISINFECTANT (Domestic)","ADDED","02512823"
"99993","56","ORAL","ADDED","02510731"
"96929","56","ORAL","ADDED","02478501"
"100591","94","DISINFECTANT (Institutional/Industrial)","ADDED","02516578"
"100677","56","ORAL","ADDED","02517353"
"100591","8","DISINFECTANT (Food Premises)","ADDED","02516578"
"73418","105","TOPICAL (COMMERCIAL)","ADDED","02249340"
"100632","94","DISINFECTANT (Institutional/Industrial)","ADDED","02516985"
"100644","56","ORAL","ADDED","02517108"
"100543","56","ORAL","ADDED","02516071"
"100632","93","DISINFECTANT (Domestic)","ADDED","02516985"
"100690","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02517523"
"100595","56","ORAL","ADDED","02516616"
"100582","2","DISINFECTANT (Barn)","ADDED","02516489"
"100663","56","ORAL","ADDED","02517280"
"99853","8","DISINFECTANT (Food Premises)","ADDED","02509229"
"100343","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02514265"
"98186","56","ORAL","ADDED","02491869"
"100208","8","DISINFECTANT (Food Premises)","ADDED","02512823"
"100631","2","DISINFECTANT (Barn)","ADDED","02516977"
"100615","56","ORAL","ADDED","02516799"
"99893","93","DISINFECTANT (Domestic)","ADDED","02509652"
"100590","56","ORAL","ADDED","02516551"
"100208","94","DISINFECTANT (Institutional/Industrial)","ADDED","02512823"
