drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"60333","646","Changed","inactive",NA,NA,NA,"02237030"
"35654","646","Changed","inactive",NA,NA,NA,"02192098"
"70162","646","Changed","inactive",NA,NA,NA,"02246033"
"16675","646","Changed","inactive",NA,NA,NA,"02052679"
"19777","646","Changed","inactive",NA,NA,NA,"01991043"
"4365","646","Changed","inactive",NA,NA,NA,"00529893"
"70690","646","Changed","inactive",NA,NA,NA,"02246512"
"20060","646","Changed","inactive",NA,NA,NA,"00803987"
"64976","646","Changed","inactive",NA,NA,NA,"02241346"
"15843","646","Changed","inactive",NA,NA,NA,"01935852"
"4364","646","Changed","inactive",NA,NA,NA,"00529761"
"36822","646","Changed","inactive",NA,NA,NA,"02210622"
"11336","646","Changed","inactive",NA,NA,NA,"00776300"
"16905","646","Changed","inactive",NA,NA,NA,"01963899"
"36821","646","Changed","inactive",NA,NA,NA,"02210614"
"61257","646","REMOVED","inactive",NA,NA,NA,"02237896"
"19425","646","REMOVED","inactive",NA,NA,NA,"02169150"
"66302","646","REMOVED","inactive",NA,NA,NA,"02242552"
"4369","646","REMOVED","inactive",NA,NA,NA,"00526673"
"13299","646","REMOVED","inactive",NA,NA,NA,"01932586"
"12496","646","REMOVED","inactive",NA,NA,NA,"00899925"
"64638","646","REMOVED","inactive",NA,NA,NA,"02241044"
"63162","646","REMOVED","inactive",NA,NA,NA,"02239681"
"3473","646","REMOVED","inactive",NA,NA,NA,"00468797"
"72017","646","REMOVED","inactive",NA,NA,NA,"02247740"
"2768","646","REMOVED","inactive",NA,NA,NA,"00365904"
"7768","646","REMOVED","inactive",NA,NA,NA,"00668478"
"11729","646","REMOVED","inactive",NA,NA,NA,"01908642"
"6270","646","REMOVED","inactive",NA,NA,NA,"00414832"
"16694","646","REMOVED","inactive",NA,NA,NA,"02000997"
"13992","646","REMOVED","inactive",NA,NA,NA,"02020106"
"72642","646","REMOVED","inactive",NA,NA,NA,"02248303"
"51078","646","REMOVED","inactive",NA,NA,NA,"02231701"
"4365","645","Changed","inactive","ASCORBIC ACID (SODIUM ASCORBATE)","10","MG","00529893"
"20060","645","Changed","inactive","ASCORBIC ACID (MAGNESIUM ASCORBATE)","235","MG","00803987"
"12492","309","Changed","inactive","IRON (IRON MALATE)","7.5","MG","00879851"
"65889","8881","Changed","active","ISOPROPYL ALCOHOL","17.2","%","02242209"
"70162","645","Changed","inactive","ASCORBIC ACID (CALCIUM ASCORBATE, POTASSIUM ASCORBATE, MAGNESIUM ASCORBATE, ZINC ASCORBATE)","533","MG","02246033"
"37228","645","ADDED","inactive","ASCORBIC ACID","75","MG","02219794"
"68763","645","ADDED","inactive","ASCORBIC ACID (SODIUM ASCORBATE)","50","MG","02244773"
"63830","645","ADDED","inactive","ASCORBIC ACID","100","MG","02240292"
"7770","645","ADDED","inactive","ASCORBIC ACID","250","MG","00063894"
"6241","645","ADDED","inactive","ASCORBIC ACID","284.2","MG","00646784"
"22174","645","ADDED","inactive","ASCORBIC ACID","1","G","01943278"
"67517","645","ADDED","inactive","ASCORBIC ACID (ASCORBIC ACID)","1000","MG","02243598"
"51118","645","ADDED","inactive","ASCORBIC ACID","20","MG","02231739"
"63161","645","ADDED","inactive","ASCORBIC ACID","75","MG","02239680"
"7505","645","ADDED","inactive","ASCORBIC ACID","122.6","MG","00742236"
"70788","645","ADDED","inactive","ASCORBIC ACID (ASCORBIC ACID)","5","MG","02246601"
"36822","645","Changed","inactive","ASCORBIC ACID","1.5","G","02210622"
"70138","8881","Changed","active","ISOPROPYL ALCOHOL","17.2","%","02246012"
"12298","309","Changed","inactive","IRON (IRON GLUTARATE)",".5","MG","01901117"
"35654","645","Changed","inactive","ASCORBIC ACID (ACEROLA)","10","MG","02192098"
"36821","645","Changed","inactive","ASCORBIC ACID","1","G","02210614"
"15843","645","Changed","inactive","ASCORBIC ACID","105","MG","01935852"
"22943","4803","Changed","inactive","CALCIUM (CALCIUM CITRATE)","20","MG","01959840"
