drug_code,extract_current,extract_previous,drug_identification_number,current_company_name,previous_company_name
"18768","active","active","02177102","ATNAHS PHARMA UK LIMITED","NOVARTIS PHARMACEUTICALS CANADA INC"
"43513","active","active","02229110","ATNAHS PHARMA UK LIMITED","NOVARTIS PHARMACEUTICALS CANADA INC"
"43514","active","active","02229129","ATNAHS PHARMA UK LIMITED","NOVARTIS PHARMACEUTICALS CANADA INC"
"74925","active","active","02263866","TEVA CANADA LIMITED","ACTAVIS PHARMA COMPANY"
"78818","active","active","02302861","TEVA CANADA LIMITED","ACTAVIS PHARMA COMPANY"
"78819","active","active","02302888","TEVA CANADA LIMITED","ACTAVIS PHARMA COMPANY"
"78820","active","active","02302896","TEVA CANADA LIMITED","ACTAVIS PHARMA COMPANY"
"79613","active","active","02310503","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"79614","active","active","02310511","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"79615","active","active","02310538","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"79616","active","active","02310546","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"87374","active","active","02388197","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"87564","active","active","02390183","TEVA CANADA LIMITED","ACTAVIS PHARMA COMPANY"
"88746","active","active","02402610","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"88747","active","active","02402629","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"10424","inactive","inactive","00872237","VIRBAC ANIMAL HEALTH INC","VIRBAC AH INC"
"12427","inactive","inactive","01929623","VIRBAC ANIMAL HEALTH INC","VIRBAC AH INC"
"18564","inactive","inactive","02155702","VIRBAC ANIMAL HEALTH INC","VIRBAC AH INC"
"18569","inactive","inactive","02093154","VIRBAC ANIMAL HEALTH INC","VIRBAC AH INC"
"47375","inactive","inactive","02229482","VIRBAC ANIMAL HEALTH INC","VIRBAC AH INC"
"61368","inactive","inactive","02237992","VIRBAC ANIMAL HEALTH INC","VIRBAC AH INC"
"6438","inactive","inactive","00664405","VIRBAC ANIMAL HEALTH INC","VIRBAC AH INC"
"6716","inactive","inactive","00695092","VIRBAC ANIMAL HEALTH INC","VIRBAC AH INC"
"7276","inactive","inactive","00628476","VIRBAC ANIMAL HEALTH INC","VIRBAC AH INC"
"77393","inactive","inactive","02288516","VIRBAC ANIMAL HEALTH INC","VIRBAC AH INC"
"8158","inactive","inactive","00763314","VIRBAC ANIMAL HEALTH INC","VIRBAC AH INC"
"82159","inactive","inactive","02336014","VIRBAC ANIMAL HEALTH INC","VIRBAC AH INC"
"1025","dormant","dormant","00095494","CELLCHEM PHARMACEUTICALS INC.","PHARMETICS (2011) INC"
"18535","dormant","dormant","02158523","VIRBAC ANIMAL HEALTH INC","VIRBAC AH INC"
"18544","dormant","dormant","02158566","VIRBAC ANIMAL HEALTH INC","VIRBAC AH INC"
"18545","dormant","dormant","02158558","VIRBAC ANIMAL HEALTH INC","VIRBAC AH INC"
