drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"98657","8","DISINFECTANT (Food Premises)","ADDED","02496720"
"98626","56","ORAL","ADDED","02496380"
"98596","56","ORAL","ADDED","02496089"
"98649","56","ORAL","ADDED","02496631"
"98632","56","ORAL","ADDED","02496445"
"98602","49","INTRAVENOUS","ADDED","02496143"
"98658","8","DISINFECTANT (Food Premises)","ADDED","02496739"
"98648","56","ORAL","ADDED","02496623"
"98605","7","EPIDURAL","ADDED","02496186"
"98605","22","INTRAMUSCULAR","ADDED","02496186"
"65889","2","DISINFECTANT (Barn)","ADDED","02242209"
"98432","70","TOPICAL","ADDED","02494299"
"98623","56","ORAL","ADDED","02496356"
"98633","56","ORAL","ADDED","02496453"
"98149","70","TOPICAL","ADDED","02491494"
"98655","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02496704"
"98657","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02496720"
"98658","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02496739"
"98460","70","TOPICAL","ADDED","02494604"
"98585","56","ORAL","ADDED","02495953"
"98635","56","ORAL","ADDED","02496488"
"98641","56","ORAL","ADDED","02496550"
"98600","49","INTRAVENOUS","ADDED","02496127"
"98650","22","INTRAMUSCULAR","ADDED","02496658"
"98657","93","DISINFECTANT (Domestic)","ADDED","02496720"
"98603","49","INTRAVENOUS","ADDED","02496151"
"98646","56","ORAL","ADDED","02496607"
"98638","49","INTRAVENOUS","ADDED","02496526"
"70138","2","DISINFECTANT (Barn)","ADDED","02246012"
"98656","2","DISINFECTANT (Barn)","ADDED","02496712"
"98629","70","TOPICAL","ADDED","02496410"
"98651","49","INTRAVENOUS","ADDED","02496690"
"98658","93","DISINFECTANT (Domestic)","ADDED","02496739"
"98603","7","EPIDURAL","ADDED","02496151"
"98146","70","TOPICAL","ADDED","02491451"
"98620","49","INTRAVENOUS","ADDED","02496313"
"98639","56","ORAL","ADDED","02496534"
"98595","56","ORAL","ADDED","02496070"
"98638","22","INTRAMUSCULAR","ADDED","02496526"
"98634","56","ORAL","ADDED","02496461"
"98637","56","ORAL","ADDED","02496518"
"98603","22","INTRAMUSCULAR","ADDED","02496151"
"65206","9","DISINFECTANT (Hospital/HC Facilities)","REMOVED","02241553"
"98599","56","ORAL","ADDED","02496119"
"98150","70","TOPICAL","ADDED","02491508"
"98636","56","ORAL","ADDED","02496496"
"98659","8","DISINFECTANT (Food Premises)","ADDED","02496747"
"98656","8","DISINFECTANT (Food Premises)","ADDED","02496712"
"98600","22","INTRAMUSCULAR","ADDED","02496127"
"98656","94","DISINFECTANT (Institutional/Industrial)","ADDED","02496712"
"98659","94","DISINFECTANT (Institutional/Industrial)","ADDED","02496747"
"98587","56","ORAL","ADDED","02495988"
"98612","56","ORAL","ADDED","02496259"
"98610","56","ORAL","ADDED","02496232"
"98206","70","TOPICAL","ADDED","02492059"
"98657","2","DISINFECTANT (Barn)","ADDED","02496720"
"98605","49","INTRAVENOUS","ADDED","02496186"
"98148","70","TOPICAL","ADDED","02491486"
"98656","93","DISINFECTANT (Domestic)","ADDED","02496712"
"98619","56","ORAL","ADDED","02496305"
"98593","56","ORAL","ADDED","02496054"
"98658","2","DISINFECTANT (Barn)","ADDED","02496739"
"98642","56","ORAL","ADDED","02496569"
"98640","56","ORAL","ADDED","02496542"
"98647","56","ORAL","ADDED","02496615"
"98659","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02496747"
"98656","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02496712"
"98601","65","SUBCUTANEOUS","ADDED","02496135"
"98604","49","INTRAVENOUS","ADDED","02496178"
"98602","22","INTRAMUSCULAR","ADDED","02496143"
"98145","70","TOPICAL","ADDED","02491443"
"65206","94","DISINFECTANT (Institutional/Industrial)","ADDED","02241553"
"98147","70","TOPICAL","ADDED","02491478"
"98602","7","EPIDURAL","ADDED","02496143"
"98658","94","DISINFECTANT (Institutional/Industrial)","ADDED","02496739"
"98655","8","DISINFECTANT (Food Premises)","ADDED","02496704"
"98604","7","EPIDURAL","ADDED","02496178"
"98151","70","TOPICAL","ADDED","02491516"
"98604","22","INTRAMUSCULAR","ADDED","02496178"
"98657","94","DISINFECTANT (Institutional/Industrial)","ADDED","02496720"
"98594","56","ORAL","ADDED","02496062"
"98627","56","ORAL","ADDED","02496399"
