mp_code,mp_formal_name,mp_fr_description,changes
"00021261","TEVA-CHLOROQUINE (chloroquine phosphate 250 mg oral tablet) TEVA CANADA LIMITED","TEVA-CHLOROQUINE (Phosphate de chloroquine 250 mg comprimé oral) TEVA CANADA LIMITED","mp_formal_name: ""TEVA-CHLOROQUINE (chloroquine diphosphate 250 mg oral tablet) TEVA CANADA LIMITED"" -> ""TEVA-CHLOROQUINE (chloroquine phosphate 250 mg oral tablet) TEVA CANADA LIMITED""
mp_fr_description: ""TEVA-CHLOROQUINE (diphosphate de chloroquine 250 mg comprimé oral) TEVA CANADA LIMITED"" -> ""TEVA-CHLOROQUINE (Phosphate de chloroquine 250 mg comprimé oral) TEVA CANADA LIMITED"""
"00029149","FUNGIZONE (amphotericin B 50 mg per vial powder for solution for injection) CHEPLAPHARM ARZNEIMITTEL GMBH","FUNGIZONE (amphotéricine B 50 mg par fiole poudre pour solution injectable) CHEPLAPHARM ARZNEIMITTEL GMBH","ADDED"
"00037613","NITROSTAT (nitroglycerin 0.3 mg sublingual tablet) UPJOHN CANADA ULC","NITROSTAT (nitroglycérine 0,3 mg comprimé sublingual) UPJOHN CANADA ULC","mp_formal_name: ""NITROSTAT (nitroglycerin 0.3 mg sublingual tablet) PFIZER CANADA ULC"" -> ""NITROSTAT (nitroglycerin 0.3 mg sublingual tablet) UPJOHN CANADA ULC""
mp_fr_description: ""NITROSTAT (nitroglycérine 0,3 mg comprimé sublingual) PFIZER CANADA ULC"" -> ""NITROSTAT (nitroglycérine 0,3 mg comprimé sublingual) UPJOHN CANADA ULC"""
"00037621","NITROSTAT (nitroglycerin 0.6 mg sublingual tablet) UPJOHN CANADA ULC","NITROSTAT (nitroglycérine 0,6 mg comprimé sublingual) UPJOHN CANADA ULC","mp_formal_name: ""NITROSTAT (nitroglycerin 0.6 mg sublingual tablet) PFIZER CANADA ULC"" -> ""NITROSTAT (nitroglycerin 0.6 mg sublingual tablet) UPJOHN CANADA ULC""
mp_fr_description: ""NITROSTAT (nitroglycérine 0,6 mg comprimé sublingual) PFIZER CANADA ULC"" -> ""NITROSTAT (nitroglycérine 0,6 mg comprimé sublingual) UPJOHN CANADA ULC"""
"00037869","POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE USP (potassium chloride 149 mg per mL solution for injection) PFIZER CANADA ULC","POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE USP (chlorure de potassium 149 mg par mL solution injectable) PFIZER CANADA ULC","ADDED"
"00038083","SODIUM BICARBONATE INJECTION USP (sodium bicarbonate 45 mmol per 50 mL solution for injection syringe) PFIZER CANADA ULC","SODIUM BICARBONATE INJECTION USP (bicarbonate de sodium 45 mmol par 50 mL solution injectable seringue) PFIZER CANADA ULC","ADDED"
"00261971","SODIUM BICARBONATE INJECTION USP (sodium bicarbonate 5 mmol per 10 mL solution for injection syringe) PFIZER CANADA ULC","SODIUM BICARBONATE INJECTION USP (bicarbonate de sodium 5 mmol par 10 mL solution injectable seringue) PFIZER CANADA ULC","ADDED"
"00261998","SODIUM BICARBONATE INJECTION USP (sodium bicarbonate 84 mg per mL solution for injection) PFIZER CANADA ULC","SODIUM BICARBONATE INJECTION USP (bicarbonate de sodium 84 mg par mL solution injectable) PFIZER CANADA ULC","ADDED"
"00266507","ADASEPT LIQ 0.5% (triclosan 0.5 % cutaneous liquid) ODAN LABORATORIES LTD","ADASEPT LIQ 0.5% (triclosan 0,5 % liquide cutané) ODAN LABORATORIES LTD","ADDED"
"00373435","DETTOL (chloroxylenol 4.8 % cutaneous solution) RB HEALTH (CANADA) INC.","DETTOL (chloroxylénol 4,8 % solution pour application cutanée) RB HEALTH (CANADA) INC.","ADDED"
