ntp_code,ntp_formal_name,ntp_fr_description,changes
"047391f67b8ded96c0f14dda4a4f1b66","fentanyl (fentanyl citrate) 250 mcg per 5 mL solution for injection","fentanyl (citrate de fentanyl) 250 mcg par 5 mL solution injectable","ADDED"
"173967ce8880d37329a5a994625bc320","sapropterin dihydrochloride 500 mg per sachet powder for oral solution","dichlorhydrate de saproptérine 500 mg par sachet poudre pour solution orale","ADDED"
"1f8cae2546c65de0992d6e72bab51947","trastuzumab 420 mg per vial powder for solution for injection with diluent solution","trastuzumab 420 mg par fiole poudre pour solution injectable avec solution diluante","ADDED"
"203213c9390a0139f4ce37a552814f58","fentanyl (fentanyl citrate) 1000 mcg per 20 mL solution for injection","fentanyl (citrate de fentanyl) 1000 mcg par 20 mL solution injectable","ADDED"
"2cba3c4e37878c27c0cb6baa68e68e63","damoctocog alfa pegol 2000 unit per vial powder for solution for injection","damoctocog alfa pégol 2000 unité par fiole poudre pour solution injectable","ADDED"
"3895f045962a084a5234115c7ebe8705","semaglutide 14 mg oral tablet","sémaglutide 14 mg comprimé oral","ADDED"
"3babf50ba3a4ef4533b3daeb6a1068a2","sapropterin dihydrochloride 100 mg per sachet powder for oral solution","dichlorhydrate de saproptérine 100 mg par sachet poudre pour solution orale","ADDED"
"45dd1edf6551c350071ff9859a8db88b","damoctocog alfa pegol 1000 unit per vial powder for solution for injection","damoctocog alfa pégol 1000 unité par fiole poudre pour solution injectable","ADDED"
"66b42a234df9ae8ff2375b5a50cbc3c0","fentanyl (fentanyl citrate) 2500 mcg per 50 mL solution for injection","fentanyl (citrate de fentanyl) 2500 mcg par 50 mL solution injectable","ADDED"
"6c2ea9ee27f113a69c45f4f4ca7ece0c","semaglutide 3 mg oral tablet","sémaglutide 3 mg comprimé oral","ADDED"
"7e30fc54a54cba1b034872d54788ac1e","tolvaptan 15 mg oral tablet with tolvaptan 30 mg oral tablet","tolvaptan 15 mg comprimé oral avec tolvaptan 30 mg comprimé oral","ADDED"
"7edec896634f2b7c4d6a5d8478265463","brivaracetam 50 mg per 5 mL oral solution","brivaracétam 50 mg par 5 mL solution orale","ADDED"
"9000724","omeprazole (omeprazole magnesium) 10 mg gastro-resistant tablet","oméprazole (oméprazole magnésium) 10 mg comprimé gastrorésistant","ntp_status_effective_time: ""19970428"" -> ""20050124"""
"9001515","lidocaine hydrochloride 20 mg per mL cutaneous gel","chlorhydrate de lidocaïne 20 mg par mL gel cutané","ADDED"
"9001522","petrolatum 100 % cutaneous ointment","pétrolatum 100 % pommade cutanée","ADDED"
"9001523","potassium chloride 149 mg per mL solution for injection","chlorure de potassium 149 mg par mL solution injectable","ADDED"
"9001632","chloroquine diphosphate 250 mg oral tablet","diphosphate de chloroquine 250 mg comprimé oral","DELETED"
"9001709","triclosan 0.5 % cutaneous liquid","triclosan 0,5 % liquide cutané","ADDED"
"9001725","sodium bicarbonate 84 mg per mL solution for injection","bicarbonate de sodium 84 mg par mL solution injectable","ADDED"
"9001819","potassium chloride 20 meq per 10 mL solution for injection","chlorure de potassium 20 meq par 10 mL solution injectable","ADDED"
"9001826","antipyrine 10 mg per mL and sodium salicylate 56 mg per mL oral liquid","antipyrine 10 mg par mL et salicylate de sodium 56 mg par mL liquide oral","ADDED"
"9001860","piperazine 100 mg per mL oral liquid","pipérazine 100 mg par mL liquide oral","ADDED"
"9001867","benzalkonium chloride 0.1 % cutaneous liquid","chlorure de benzalkonium 0,1 % liquide cutané","ADDED"
"9002030","potassium phosphate dibasic 236 mg per mL and potassium phosphate monobasic 224 mg per mL solution for injection","phosphate de potassium dibasique 236 mg par mL et phosphate de potassium monobasique 224 mg par mL solution injectable","ADDED"
"9002058","triclosan 0.3 % lotion","triclosan 0,3 % lotion","ADDED"
"9002087","sodium bicarbonate 81.3 g per l solution for haemodialysis","bicarbonate de sodium 81,3 g par l solution pour hémodialyse","ADDED"
"9002093","triclosan 0.3 % cutaneous gel","triclosan 0,3 % gel cutané","ADDED"
"9002113","sodium bicarbonate 42 mg per mL solution for injection","bicarbonate de sodium 42 mg par mL solution injectable","ADDED"
"9002156","sodium bicarbonate 650 g per 8 l powder for concentrate for solution for haemodialysis","bicarbonate de sodium 650 g par 8 l poudre pour solution à diluer pour solution pour hémodialyse","ADDED"
"9002180","chloroxylenol 0.6 % cutaneous liquid","chloroxylénol 0,6 % liquide cutané","ADDED"
"9002213","petrolatum 100 % cutaneous cream","pétrolatum 100 % crème cutanée","ADDED"
"9002321","potassium chloride 251.6 g per l solution for haemodialysis","chlorure de potassium 251,6 g par l solution pour hémodialyse","ADDED"
"9002392","triclosan 0.3 % cutaneous liquid","triclosan 0,3 % liquide cutané","ADDED"
"9002617","trolamine salicylate 13.3 % cutaneous cream","salicylate de trolamine 13,3 % crème cutanée","ntp_status_effective_time: ""19931231"" -> ""20120307"""
"9002743","bacillus calmette-guerin (bcg) strain tice 800000000 unit per vial powder for solution for injection","bacillus calmette-guerin (bcg) strain tice 800000000 unité par fiole poudre pour solution injectable","ADDED"
"9002883","triclosan 0.1 % lotion","triclosan 0,1 % lotion","ADDED"
"9002902","sodium acetate 328 mg per mL solution for injection","acétate de sodium 328 mg par mL solution injectable","ADDED"
"9003031","magnesium chloride 20.5 g per 4.5 l powder for concentrate for solution for haemodialysis","chlorure de magnésium 20,5 g par 4,5 l poudre pour solution à diluer pour solution pour hémodialyse","ADDED"
