tm_code,tm_formal_name,changes
"b8e91a8b8b9f43db4a1508f4879a213a","oxytocin","CHANGED"
"8002047","paclitaxel","CHANGED"
"dfdd6ea37dc84273060133ee1a8c0ecf","amylmetacresol and dichlorobenzyl alcohol and menthol","ADDED"
"8001924","rocuronium","tm_status_effective_time: ""19951231"" -> ""20081024"""
"9f225385ea8672956ec4f267fb98be39","polyvinyl alcohol","CHANGED"
"55f533e32d08bf54bdaa5cd00a062253","cannabidiol and delta-9-tetrahydrocannabinol","CHANGED"
"48e71accb5daf45d06273b6613489024","chlorobutanol and dichlorobenzene and oil of turpentine and peanut oil","ADDED"
"36a6a5465117f75ed9e0484773e74fde","pirfenidone","CHANGED"
"8002009","anti-thymocyte globulin (rabbit)","CHANGED"
"12dec471823e9ce4f4ac371b4df758fa","lymphocyte immunoglobulin anti-thymocyte globulin (equine)","CHANGED"
"822cfee2c48232b11040843291fe0608","aluminum hydroxide and dimethicone and magnesium hydroxide","ADDED"
"7223416d65821a639fd2c6e1c1eaea08","mineral oil and white petrolatum","ADDED"
"80dc81eb05cf76deeacfab2578351f9d","pegvisomant","CHANGED"
"479893ed09c30106d0f4e4c239020c3b","dimethyl sulfoxide","ADDED"
"abfae1701dfc49819814ef9e3a756097","simethicone","ADDED"
"4b730ac8c99cf0ee074537d7a0d37e92","prednisolone and sulfacetamide","ADDED"
"f0001fbe29379d59eeb17e0b948f26a9","citric acid and magnesium oxide and sodium picosulfate","ADDED"
"86cea4415567e960902d28e64b1b499e","nintedanib","CHANGED"
"186848cd35b57ba3df57e89f4cc16ca0","piperazine","CHANGED"
"5758ecf10d228d674341a43fc07d9934","brigatinib","CHANGED"
"8002080","procarbazine","CHANGED"
"476cd0d7f217828f0d53f6c1c11ad5eb","nilotinib","CHANGED"
"4909d06f89232b1aa33cec25bf3b9e0c","methylene blue and naphazoline","ADDED"
"032a5ab10e18a7c92080bb6c7951e894","natalizumab","CHANGED"
"055a915ad19d05f77e8a0f650010ad76","acetaminophen and caffeine and pyrilamine","CHANGED"
"3f3ad6826fdf29d5804bbccebd22f014","glycerin and polysorbate 80 and sodium carboxymethyl cellulose","ADDED"
"38b0999ab856698c926ca7eac418f0c3","collagenase clostridium histolyticum","ADDED"
"1002653095a427421156b4ac520be38f","paromomycin","CHANGED"
"b9b0a5688350290f61cba887c32d8d21","pegaspargase","CHANGED"
"8002043","oxaliplatin","CHANGED"
"24dfab067badbb5ae91671407f4e2230","benzocaine and butamben and tetracaine","CHANGED"
"8002012","benzocaine and butamben and tetracaine","CHANGED"
"5865f747e036b5945be70f52c6accf75","polyvinyl alcohol and povidone and tetrahydrozoline","CHANGED"
"8002046","oxytocin","CHANGED"
"9f15339da2d97adfebe7ede617d9d6dd","potassium phosphate monobasic","ADDED"
"a33d28b207e693c18e713ba8ebe5145b","glycerine and sodium carboxymethyl cellulose","DELETED"
"8002029","lanadelumab","CHANGED"
"8002074","polyvinyl alcohol and povidone","CHANGED"
"b81903b929b24a5d4fb3707580645dea","macrogol and propylene glycol","ADDED"
"560e6b0f8c59739c2f9a967bf4a1c6aa","acetic acid and sodium acetate","ADDED"
"93186aa16f3d9817aa1ca34038760d86","cetrimonium and lidocaine","ADDED"
"8000855","benzalkonium and coal tar and salicylic acid","ADDED"
"8002016","cabozantinib","CHANGED"
"8000997","drospirenone and ethinyl estradiol and levomefolate calcium","ADDED"
"8002058","peginterferon alfa-2a","CHANGED"
"741efba95b48ae745d27dfaada610c5f","glycerin and potassium chloride and sodium lactate and sodium phosphate dibasic and sodium phosphate monobasic","ADDED"
"ea29a31b9a11b3872429e9c74eec3189","citric acid and magnesium oxide and sodium carbonate (anhydrous)","ADDED"
"8002061","pembrolizumab","CHANGED"
"730c682f1fbbb5611e2b0ef13c547383","sodium phosphate dibasic and sodium phosphate monobasic","ADDED"
"9049bb80839ca66f04e3be6d9c3c4b50","pancrelipase","ADDED"
"8002066","phentolamine","CHANGED"
"bc96cffa807ce2ca424002091b07bd39","catridecacog","CHANGED"
"8000810","prednisolone and sulfacetamide sodium","DELETED"
"8002048","palbociclib","CHANGED"
"8002015","brodalumab","CHANGED"
"3008b514ba12dc3829926aff5debc9dc","mineral oil","ADDED"
"8002006","acetaminophen and pamabrom and pyrilamine","CHANGED"
"8002041","olaparib","CHANGED"
"4bfbb44b526bc5f695ee52492cd7012f","aluminum hydroxide-magnesium carbonate-co dried gel and magnesium hydroxide and simethicone","ADDED"
"5d1ca098f2cd98dc888db661b3a2a07f","prucalopride","CHANGED"
"8002028","ketamine","CHANGED"
"a3d7b20e3ba658f09ed86edd3e16b720","potassium phosphate dibasic and potassium phosphate monobasic","ADDED"
"8696bb34d83959744a54de2801fe1636","phospholipid and surfactant-associated proteins sp-b and sp-c","ADDED"
"4e0bec19c1aa36640e0bd7ab98de68fc","aloe and benzoin and myroxylon balsamum and storax","CHANGED"
"cee5aac51eadc28b037d4e4f6af23cd5","dextran 70 and polyethylene glycol 400 and povidone and tetrahydrozoline","ADDED"
"8002057","pegfilgrastim","CHANGED"
"8002082","protamine","CHANGED"
"081afa2d6d128d5ed432f6005ddea704","dextran 70 and glycerin and hypromellose","ADDED"
"8002065","pertuzumab and trastuzumab","CHANGED"
"8002017","cannabidiol and delta-9-tetrahydrocannabinol","CHANGED"
"8002051","panitumumab","CHANGED"
"17d94c39015a6b8f2cb7d6297e9c80d6","perampanel","CHANGED"
"107ba2abfcf6ecd7921172ba37a6dbfd","sodium carboxymethyl cellulose","CHANGED"
"8002070","pirfenidone","CHANGED"
"24057d5dfbbac260f94474350664e61e","cisatracurium","ADDED"
"8002069","piperonyl butoxide and pyrethrins","CHANGED"
"a58aa8de0b5005d53c4f1ed0a745db21","iodine and sodium iodide","ADDED"
"6f912f768d065b814abd6a1d98040cf0","glycerin and propylene glycol","ADDED"
"2337830bfb73d788b4777c9cf26547dd","ponatinib","CHANGED"
"341bea3abc6470b61eff653fd8de59c9","pegfilgrastim","CHANGED"
"8002042","osimertinib","CHANGED"
"107cdc65424c50d92fa57f2372dbcb1c","chloroxylenol and coal tar and menthol","ADDED"
"ff64aea8120e81594b37d4e8def70cba","baricitinib","CHANGED"
"bc2d2bed9f8f5299635498dbfc67be35","anti-thymocyte globulin (rabbit)","CHANGED"
"8002049","palivizumab","CHANGED"
"8002044","oxcarbazepine","CHANGED"
"ee057aee94167748d82c8bf86b9db820","cisatracurium (cisatracurium besylate)","DELETED"
"3226f68123082062a27e0f68300753c2","glycerine and polysorbate 80 and sodium carboxymethyl cellulose","DELETED"
"aefacad9a6795a89d3df82b1bc20e9aa","plerixafor","CHANGED"
"bfd85dfb2e5c691b8a0663d5c0dd358b","camphor and eucalyptol and guaiacol and guaiacol carbonate","ADDED"
"d15a7a4c459a55d511b893d1f3fe9838","polyvinyl alcohol and povidone","CHANGED"
"8002034","nilotinib","CHANGED"
"8001594","bosutinib","DELETED"
"8002084","pyrantel","CHANGED"
"8000886","acetylsalicylic acid and citric acid and sodium bicarbonate","ADDED"
"8a57965946563e83362ecb0cda3577df","coal tar and salicylic acid and triclosan","ADDED"
"e75b16dbfc7919fe19396a251340f900","pyrantel","CHANGED"
"8002040","octreotide","CHANGED"
"e6d38a445208778109d1a37174ab7ef2","alpha 1-proteinase inhibitor (human)","CHANGED"
"8b60d2aed9722b31af909bf608eba090","elagolix","CHANGED"
"3377267169f2748833775ed6963324f8","calcium carbonate and famotidine and magnesium hydroxide","ADDED"
"af54838ddbacb6e921904ee072ce186a","coal tar and salicylic acid","ADDED"
"8002037","obeticholic acid","CHANGED"
"e8b464c63020db1953ff5333b90f0c61","amylmetacresol and dichlorobenzyl alcohol","ADDED"
"cdf97ce3715b1b20f23f2bcd7a5e6710","obeticholic acid","CHANGED"
"8002013","bictegravir and emtricitabine and tenofovir alafenamide","CHANGED"
"8002052","papaverine","CHANGED"
"b24021b7065cf7f5827b10d424444420","piperonyl butoxide and pyrethrins","CHANGED"
"8002007","aloe and benzoin and myroxylon balsamum and storax","CHANGED"
"bc52f22564a0d01bb5f2d05bfa46073a","methylene blue","ADDED"
"8002077","ponatinib","CHANGED"
"e4df6da24152aa2cce5660765f59b402","glycerin and hypromellose","ADDED"
"a17a56df2c0f48fec4397cbbbed890a1","mineral oil and petrolatum","ADDED"
"e7260fcf68bdf4ea3c2423d7ef3af0c6","polyethylene glycol 400 and propylene glycol","ADDED"
"141f7bb60d79cdf497a1afd5bdef78d1","codeine and guaifenesin and pseudoephedrine and triprolidine","ADDED"
"7f50e70e24347a2aad1548980c00e19a","polyethylene glycol 3350","CHANGED"
"ebd78192c93b932250b270f9ae1f2638","tryptophan","ADDED"
"daa49bd4241705e1945e52abab9ca4df","menthol and pyrithione zinc","CHANGED"
"8002010","apalutamide","CHANGED"
"8002018","catridecacog","CHANGED"
"d1960882732943fb5e335d6d5bccbfad","hexylresorcinol and levomenthol","ADDED"
"8001584","besifloxacin","DELETED"
"d6c7b7147bb51251dfcf58f3b62f3619","glycerin and naphazoline and zinc sulfate","ADDED"
"bda8b4ce12558018267fb1cae3de74d0","naloxegol","ADDED"
"d3cb52e4c568e14bcdc7f62be9e09d11","propofol","CHANGED"
"9410920d2b8491857bc4007787154bd3","pasireotide","CHANGED"
"1329d34ad4f52ee08d204ae64abd410f","olaparib","CHANGED"
"8002067","pimecrolimus","CHANGED"
"e69d8643954080feea5368c2c899442e","pomalidomide","CHANGED"
"e3963b993c99e2c1443554d1df1d8196","lanolin and mineral oil and white petrolatum","ADDED"
"8000940","alcohol anhydrous and butanediol and propyl alcohol and propylene glycol","ADDED"
"8002008","alpha 1-proteinase inhibitor (human)","CHANGED"
"a432d49e5b8d966e0b56e3d6e248d5d9","loperamide and simethicone","ADDED"
"8002053","paromomycin","CHANGED"
"8002055","pazopanib","CHANGED"
"7bb6302db4b1b4ba4d3a8b3d0de7931e","osimertinib","CHANGED"
"1d9b6cde153a92bbf7445fd67202d20c","magnesium hydroxide and mineral oil","ADDED"
"8002083","prucalopride","CHANGED"
"dfe6c1ec84ce1a1157e9fa618a3b1b03","oxymetazoline hydrochloride","DELETED"
"a454ff671326b006b07f0d4b1589a6c4","glycerin and naphazoline","ADDED"
"8002076","pomalidomide","CHANGED"
"8002078","poractant alfa","CHANGED"
"d3f97755c760d9fb9d4e7a8b7dd0fea8","palbociclib","CHANGED"
"61d00b2d469e5bc6eff454ae7d691f76","papaverine","CHANGED"
"8002014","brigatinib","CHANGED"
"8002087","stiripentol","CHANGED"
"d16a0fd28b7ab0bee192c1570ac70d03","primaquine","CHANGED"
"bb702b37ac3b28af13ba2c958c419dfa","procarbazine","CHANGED"
"cee554ef59940b535d86f202e23c0e36","silicone","ADDED"
"3b294eb42dad1496c8b0b2086eaaffab","codeine and pseudoephedrine and triprolidine","ADDED"
"8002054","pasireotide","CHANGED"
"dba4eccb7388c81bd61306409a8dab52","cidofovir","CHANGED"
"5c53b408246965d2f899cf8ebef2bfcc","peginterferon alfa-2a","CHANGED"
"e9240034f1d3a7e4a162d75ea9f25bd3","pentosan polysulfate sodium","CHANGED"
"2614fb93f0599a46ca5303f372114295","isopropyl myristate","ADDED"
"8002079","primaquine","CHANGED"
"6f5fa36f1bb43b6c19a7f15cc04ff0c4","ketamine","CHANGED"
"56cfbff582106b022d1456b7f85b4fba","panitumumab","CHANGED"
"7d38f92aa800cfa8cac7543870374c8c","apalutamide","CHANGED"
"6c8943c9cb0c744581a5eb61d131948d","cetrimide and lidocaine","ADDED"
"935e7a648822111a77c49920c4c614c9","aluminum hydroxide and magnesium hydroxide and simethicone","ADDED"
"b9b8af6e593cbba194cae1ea6fb1f641","glycerin and sodium carboxymethyl cellulose","ADDED"
"7ab247efe7c74f1f78d01757c8b58323","ivacaftor and tezacaftor","CHANGED"
"1c09fabb039fdd1e3965d19286c4931c","dextran 70 and hypromellose","ADDED"
"8002036","norepinephrine","CHANGED"
"8001015","cocoa butter and phenylephrine","ADDED"
"934842aeccf10acd24a29f20f3e10a67","poractant alfa","CHANGED"
"1084c921b1c4de8093cc80923f628b9b","phentolamine","CHANGED"
"fddd7551748568eee1aa0280f9404c0f","stiripentol","CHANGED"
"8000900","hamamelis virginiana and phenylephrine","ADDED"
"0d1980004fc19c892458c33a82086c39","ocriplasmin","CHANGED"
"8002073","polyvinyl alcohol","CHANGED"
"8002019","cidofovir","CHANGED"
"541909928af29d8249dbd2635afd45d3","neostigmine","CHANGED"
"6d5f217ea666aa25bb744f73a30e2de4","camphor and diphenylpyraline hydrochloride and guaiacol carbonate","ADDED"
"3e910b90e41b1f4362d0df8041a7615d","turoctocog alfa","ADDED"
"8002059","peginterferon beta-1a","CHANGED"
"7d4c68b99a3ae97ddf976bc9f4db309c","obinutuzumab","CHANGED"
"aa3ac2ca748a63e90a92c9c1e7d9db88","sodium acetate","ADDED"
"8002011","baricitinib","CHANGED"
"49c2357d95360587eee0129337595f9c","lanolin and mineral oil","ADDED"
"8002031","menthol and pyrithione zinc","CHANGED"
"4fb882bdd834d7ea6276247690bd8af5","nonacog gamma","ADDED"
"8002071","plerixafor","CHANGED"
"8000863","chlorhexidine and isopropyl alcohol","ADDED"
"7c0121d2d43488d192f1cefc7dfe512a","oxymetazoline","ADDED"
"e77107d5fb8457592dede46ac96f19c4","mannitol and sorbitol","ADDED"
"8002081","propofol","CHANGED"
"8002032","natalizumab","CHANGED"
"8002035","nintedanib","CHANGED"
"4d78921e385303da230574956228bc79","pertuzumab and trastuzumab","CHANGED"
"8002085","pyrithione zinc","CHANGED"
"70aac888e4aa09d069983ad161e9066b","brodalumab","CHANGED"
"d6d9d78f32eee89523905819303a289e","lanadelumab","CHANGED"
