mp_code,mp_formal_name,mp_fr_description,changes
"00022772","DILANTIN (phenytoin sodium 30 mg oral capsule) UPJOHN CANADA ULC","DILANTIN (phénytoïne sodique 30 mg capsule orale) UPJOHN CANADA ULC","mp_formal_name: ""DILANTIN (phenytoin sodium 30 mg oral capsule) PFIZER CANADA ULC"" -> ""DILANTIN (phenytoin sodium 30 mg oral capsule) UPJOHN CANADA ULC""
mp_fr_description: ""DILANTIN (phénytoïne sodique 30 mg capsule orale) PFIZER CANADA ULC"" -> ""DILANTIN (phénytoïne sodique 30 mg capsule orale) UPJOHN CANADA ULC"""
"00022780","DILANTIN (phenytoin sodium 100 mg oral capsule) UPJOHN CANADA ULC","DILANTIN (phénytoïne sodique 100 mg capsule orale) UPJOHN CANADA ULC","mp_formal_name: ""DILANTIN (phenytoin sodium 100 mg oral capsule) PFIZER CANADA ULC"" -> ""DILANTIN (phenytoin sodium 100 mg oral capsule) UPJOHN CANADA ULC""
mp_fr_description: ""DILANTIN (phénytoïne sodique 100 mg capsule orale) PFIZER CANADA ULC"" -> ""DILANTIN (phénytoïne sodique 100 mg capsule orale) UPJOHN CANADA ULC"""
"00023442","DILANTIN-30 SUSPENSION (phenytoin 30 mg per 5 mL oral suspension) UPJOHN CANADA ULC","DILANTIN-30 SUSPENSION (phénytoïne 30 mg par 5 mL suspension orale) UPJOHN CANADA ULC","mp_formal_name: ""DILANTIN-30 SUSPENSION (phenytoin 30 mg per 5 mL oral suspension) PFIZER CANADA ULC"" -> ""DILANTIN-30 SUSPENSION (phenytoin 30 mg per 5 mL oral suspension) UPJOHN CANADA ULC""
mp_fr_description: ""DILANTIN-30 SUSPENSION (phénytoïne 30 mg par 5 mL suspension orale) PFIZER CANADA ULC"" -> ""DILANTIN-30 SUSPENSION (phénytoïne 30 mg par 5 mL suspension orale) UPJOHN CANADA ULC"""
"00023450","DILANTIN-125 SUSPENSION (phenytoin 125 mg per 5 mL oral suspension) UPJOHN CANADA ULC","DILANTIN-125 SUSPENSION (phénytoïne 125 mg par 5 mL suspension orale) UPJOHN CANADA ULC","mp_formal_name: ""DILANTIN-125 SUSPENSION (phenytoin 125 mg per 5 mL oral suspension) PFIZER CANADA ULC"" -> ""DILANTIN-125 SUSPENSION (phenytoin 125 mg per 5 mL oral suspension) UPJOHN CANADA ULC""
mp_fr_description: ""DILANTIN-125 SUSPENSION (phénytoïne 125 mg par 5 mL suspension orale) PFIZER CANADA ULC"" -> ""DILANTIN-125 SUSPENSION (phénytoïne 125 mg par 5 mL suspension orale) UPJOHN CANADA ULC"""
"00023698","DILANTIN INFATABS (phenytoin 50 mg oral tablet) UPJOHN CANADA ULC","DILANTIN INFATABS (phénytoïne 50 mg comprimé oral) UPJOHN CANADA ULC","mp_formal_name: ""DILANTIN INFATABS (phenytoin 50 mg oral tablet) PFIZER CANADA ULC"" -> ""DILANTIN INFATABS (phenytoin 50 mg oral tablet) UPJOHN CANADA ULC""
mp_fr_description: ""DILANTIN INFATABS (phénytoïne 50 mg comprimé oral) PFIZER CANADA ULC"" -> ""DILANTIN INFATABS (phénytoïne 50 mg comprimé oral) UPJOHN CANADA ULC"""
"00060410","OSMITROL INJECTION 10% (mannitol 10 % solution for injection 1000 mL bag) BAXTER CORPORATION","OSMITROL INJECTION 10% (mannitol 10 % solution injectable 1000 mL sac) BAXTER CORPORATION","Health_Canada_product_name: ""OSMITROL 10% INJ USP"" -> ""OSMITROL INJECTION 10%""
mp_formal_name: ""OSMITROL 10% INJ USP (mannitol 10 % solution for injection 1000 mL bag) BAXTER CORPORATION"" -> ""OSMITROL INJECTION 10% (mannitol 10 % solution for injection 1000 mL bag) BAXTER CORPORATION""
mp_fr_description: ""OSMITROL 10% INJ USP (mannitol 10 % solution injectable 1000 mL sac) BAXTER CORPORATION"" -> ""OSMITROL INJECTION 10% (mannitol 10 % solution injectable 1000 mL sac) BAXTER CORPORATION"""
"00060437","OSMITROL INJECTION 20% (mannitol 20 % solution for injection 500 mL bag) BAXTER CORPORATION","OSMITROL INJECTION 20% (mannitol 20 % solution injectable 500 mL sac) BAXTER CORPORATION","Health_Canada_product_name: ""OSMITROL 20% INJ USP"" -> ""OSMITROL INJECTION 20%""
mp_formal_name: ""OSMITROL 20% INJ USP (mannitol 20 % solution for injection 500 mL bag) BAXTER CORPORATION"" -> ""OSMITROL INJECTION 20% (mannitol 20 % solution for injection 500 mL bag) BAXTER CORPORATION""
mp_fr_description: ""OSMITROL 20% INJ USP (mannitol 20 % solution injectable 500 mL sac) BAXTER CORPORATION"" -> ""OSMITROL INJECTION 20% (mannitol 20 % solution injectable 500 mL sac) BAXTER CORPORATION"""
"00299561","CREO-RECTAL ADULTES/ADULTS (camphor 5 mg and diphenylpyraline hydrochloride 1.5 mg and guaiacol carbonate 600 mg suppository) LABORATOIRES CONFAB INC","CREO-RECTAL ADULTES/ADULTS (camphre 5 mg et chlorhydrate de diphénylpyraline 1,5 mg et carbonate de guaïacol 600 mg suppositoire) LABORATOIRES CONFAB INC","Health_Canada_product_name: ""CREO-RECTAL ADULTE"" -> ""CREO-RECTAL ADULTES/ADULTS""
mp_formal_name: ""CREO-RECTAL ADULTE (camphor 5 mg and diphenylpyraline hydrochloride 1.5 mg and guaiacol carbonate 600 mg suppository) LABORATOIRES CONFAB INC"" -> ""CREO-RECTAL ADULTES/ADULTS (camphor 5 mg and diphenylpyraline hydrochloride 1.5 mg and guaiacol carbonate 600 mg suppository) LABORATOIRES CONFAB INC""
mp_fr_description: ""CREO-RECTAL ADULTE (camphre 5 mg et chlorhydrate de diphénylpyraline 1,5 mg et carbonate de guaïacol 600 mg suppositoire) LABORATOIRES CONFAB INC"" -> ""CREO-RECTAL ADULTES/ADULTS (camphre 5 mg et chlorhydrate de diphénylpyraline 1,5 mg et carbonate de guaïacol 600 mg suppositoire) LABORATOIRES CONFAB INC"""
"00345539","TRIFLUOPERAZINE (trifluoperazine (trifluoperazine hydrochloride) 1 mg oral tablet) AA PHARMA INC","TRIFLUOPERAZINE (trifluopérazine (chlorhydrate de trifluopérazine) 1 mg comprimé oral) AA PHARMA INC","mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19751231"" -> ""20200316"""
"00548359","XANAX (alprazolam 0.25 mg oral tablet) UPJOHN CANADA ULC","XANAX (alprazolam 0,25 mg comprimé oral) UPJOHN CANADA ULC","mp_formal_name: ""XANAX (alprazolam 0.25 mg oral tablet) PFIZER CANADA ULC"" -> ""XANAX (alprazolam 0.25 mg oral tablet) UPJOHN CANADA ULC""
mp_fr_description: ""XANAX (alprazolam 0,25 mg comprimé oral) PFIZER CANADA ULC"" -> ""XANAX (alprazolam 0,25 mg comprimé oral) UPJOHN CANADA ULC"""
