ntp_code,ntp_formal_name,ntp_fr_description,changes
"9000262","morphine sulfate 30 mg per 30 mL solution for injection vial","sulfate de morphine 30 mg par 30 mL solution injectable fiole","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19861231"" -> ""20200504"""
"9000264","morphine sulfate 50 mg per mL oral drops","sulfate de morphine 50 mg par mL gouttes orales","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19861231"" -> ""20181207"""
"9000884","fentanyl (fentanyl citrate) 2500 mcg per 50 mL solution for injection vial","fentanyl (citrate de fentanyl) 2500 mcg par 50 mL solution injectable fiole","ADDED"
"9001203","ramipril 2.5 mg oral tablet","ramipril 2,5 mg comprimé oral","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20070705"" -> ""20200515"""
"9001448","amiodarone hydrochloride 150 mg per 3 mL solution for injection syringe","chlorhydrate d'amiodarone 150 mg par 3 mL solution injectable seringue","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20150812"" -> ""20200430"""
"9001747","trifluoperazine (trifluoperazine hydrochloride) 1 mg oral tablet","trifluopérazine (chlorhydrate de trifluopérazine) 1 mg comprimé oral","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19751231"" -> ""20200316"""
"9004241","telbivudine 600 mg oral tablet","telbivudine 600 mg comprimé oral","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20061214"" -> ""20200421"""
"9004524","darunavir 600 mg oral tablet","darunavir 600 mg comprimé oral","ADDED"
"9004609","darunavir 75 mg oral tablet","darunavir 75 mg comprimé oral","ADDED"
"9005019","darunavir 150 mg oral tablet","darunavir 150 mg comprimé oral","ADDED"
"9005128","darunavir 800 mg oral tablet","darunavir 800 mg comprimé oral","ADDED"
"9005560","darunavir 100 mg per mL oral suspension","darunavir 100 mg par mL suspension orale","ADDED"
"9005578","cobicistat 150 mg and darunavir 800 mg oral tablet","cobicistat 150 mg et darunavir 800 mg comprimé oral","ADDED"
"9006289","oxybutynin chloride 10 % cutaneous gel","chlorure d'oxybutynine 10 % gel cutané","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20111027"" -> ""20191001"""
"9012695","clodronate disodium 300 mg per 5 mL solution for injection ampoule","clodronate disodique 300 mg par 5 mL solution injectable ampoule","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19921231"" -> ""20181227"""
"9012699","cobicistat 150 mg and darunavir 800 mg and emtricitabine 200 mg and tenofovir alafenamide (tenofovir alafenamide hemifumarate) 10 mg oral tablet","cobicistat 150 mg et darunavir 800 mg et emtricitabine 200 mg et ténofovir alafénamide (hémifumarate de ténofovir alafénamide) 10 mg comprimé oral","ADDED"
"9013724","sodium aurothiomalate 10 mg per 1 mL solution for injection ampoule","aurothiomalate de sodium 10 mg par 1 mL solution injectable ampoule","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19351231"" -> ""20190604"""
"9013837","pyrithione zinc 0.25 % cutaneous spray","pyrithione zincique 0,25 % vaporisation cutanée","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19980722"" -> ""20190618"""
