drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"89449","2372","REMOVED","active",NA,NA,NA,"02409836"
"12492","309","Changed","inactive","IRON (FERROUS SUCCINATE)","2.5","MG","00879851"
"61331","55","ADDED","inactive","SODIUM CHLORIDE","1","ML","02237970"
"106393","20570","ADDED","approved","DENOSUMAB","60","MG","02560917"
"106339","896","ADDED","approved","PAMIDRONATE DISODIUM","9","MG","02560313"
"106416","10259","ADDED","approved","CHLORPHENIRAMINE MALEATE","2","MG","02561174"
"106391","20570","ADDED","approved","DENOSUMAB","120","MG","02560895"
"106392","9766","ADDED","approved","SALICYLIC ACID","1","%","02560909"
"106405","27095","ADDED","approved","ORITAVANCIN (ORITAVANCIN PHOSPHATE)","1200","MG","02561050"
"106390","13323","ADDED","approved","ETONOGESTREL","11","MG","02560887"
"12298","309","Changed","inactive","IRON (IRON GLUTARATE)",".5","MG","01901117"
"106413","11772","ADDED","approved","BUPROPION HYDROCHLORIDE","150","MG","02561131"
"106414","11772","ADDED","approved","BUPROPION HYDROCHLORIDE","300","MG","02561158"
"106416","6492","ADDED","approved","PSEUDOEPHEDRINE HYDROCHLORIDE","30","MG","02561174"
"106392","6850","ADDED","approved","BENZOYL PEROXIDE","2.5","%","02560909"
"106395","22549","ADDED","approved","DAPAGLIFLOZIN","5","MG","02560933"
"106396","22549","ADDED","approved","DAPAGLIFLOZIN","10","MG","02560941"
"106406","22162","ADDED","approved","MACITENTAN","2.5","MG","02561069"
"106415","10247","ADDED","approved","DEXTROMETHORPHAN HYDROBROMIDE","15","MG","02561166"
"106415","270","ADDED","approved","ACETAMINOPHEN","500","MG","02561166"
"106421","9117","ADDED","approved","MORPHINE SULFATE","15","MG","02561220"
"106411","8642","ADDED","approved","DOXYCYCLINE (DOXYCYCLINE HYCLATE)","100","MG","02561115"
"106420","9117","ADDED","approved","MORPHINE SULFATE","10","MG","02561212"
"106402","13365","ADDED","approved","OMALIZUMAB","150","MG","02561026"
"106417","9887","ADDED","approved","TOLNAFTATE","1","W/W","02561182"
"106400","10225","ADDED","approved","LIDOCAINE HYDROCHLORIDE","4","%","02560992"
"106398","11560","ADDED","approved","OLOPATADINE HYDROCHLORIDE","0.2","%","02560976"
"22943","4803","Changed","inactive","CALCIUM (EGG SHELL)","80","MG","01959840"
"106394","11389","ADDED","approved","LEUCOVORIN (LEUCOVORIN CALCIUM)","10","MG","02560925"
"106412","12577","ADDED","approved","NATALIZUMAB","300","MG","02561123"
"106404","27095","ADDED","approved","ORITAVANCIN (ORITAVANCIN PHOSPHATE)","400","MG","02561042"
"106338","896","ADDED","approved","PAMIDRONATE DISODIUM","6","MG","02560305"
"106403","20435","ADDED","approved","ARIPIPRAZOLE","1","MG","02561034"
"12313","331","Changed","inactive","ZINC (ZINC SUCCINATE)",".5","MG","00849871"
"12305","331","Changed","inactive","ZINC (ZINC GLUTARATE)",".5","MG","01900625"
"106173","22029","ADDED","approved","MIRABEGRON","50","MG","02558483"
"61331","7364","ADDED","inactive","SOMATROPIN","1.33","MG","02237970"
"106416","270","ADDED","approved","ACETAMINOPHEN","500","MG","02561174"
"106416","10247","ADDED","approved","DEXTROMETHORPHAN HYDROBROMIDE","15","MG","02561174"
"106401","13365","ADDED","approved","OMALIZUMAB","75","MG","02561018"
"106424","10258","ADDED","approved","PHENYLEPHRINE HYDROCHLORIDE","0.25","%","02561255"
"106425","20171","ADDED","approved","DULOXETINE (DULOXETINE HYDROCHLORIDE)","30","MG","02561263"
"106390","7426","ADDED","approved","ETHINYL ESTRADIOL","3.474","MG","02560887"
"106423","180","ADDED","approved","LANSOPRAZOLE","30","MG","02561247"
"106422","180","ADDED","approved","LANSOPRAZOLE","15","MG","02561239"
"106415","6492","ADDED","approved","PSEUDOEPHEDRINE HYDROCHLORIDE","30","MG","02561166"
"106426","20171","ADDED","approved","DULOXETINE (DULOXETINE HYDROCHLORIDE)","60","MG","02561271"
"89449","13176","ADDED","active","DRIED ALUMINUM HYDROXIDE GEL","200","MG","02409836"
"106381","27094","ADDED","approved","MIRVETUXIMAB SORAVTANSINE","100","MG","02560771"
