drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"75577","11457","Changed","active","FOLLITROPIN ALFA","450","UNIT","02270390"
"12492","309","Changed","inactive","IRON (FERROUS FUMARATE)","30","MG","00879851"
"12298","309","Changed","inactive","IRON (FERRIC CITRATE)","1.5","MG","01901117"
"70300","6343","Changed","active","PRAMOXINE HYDROCHLORIDE","1","%","02246156"
"106167","22083","ADDED","active","ENZALUTAMIDE","40","MG","02558424"
"104242","7498","ADDED","active","NORETHINDRONE ACETATE","1","MG","02553481"
"106941","233","ADDED","approved","LEVOCARNITINE","200","MG","02566958"
"106982","20450","ADDED","approved","GOLIMUMAB","100","MG","02567407"
"107038","22925","ADDED","approved","SEMAGLUTIDE","0.68","MG","02568020"
"106939","20570","ADDED","approved","DENOSUMAB","120","MG","02566923"
"106993","225","ADDED","approved","MOXIDECTIN","0.45","MG","02567520"
"107030","13352","ADDED","approved","CINACALCET (CINACALCET HYDROCHLORIDE)","90","MG","02567946"
"106551","7218","ADDED","approved","IODINE","0.5","%","02562650"
"106940","22643","ADDED","approved","NIVOLUMAB","120","MG","02566931"
"106976","9880","ADDED","approved","METRONIDAZOLE","0.75","%","02567342"
"106978","27130","ADDED","approved","MOSUNETUZUMAB","5","MG","02567369"
"107012","3566","ADDED","approved","PETROLATUM","49.5","%","02567733"
"107018","22925","ADDED","approved","SEMAGLUTIDE","1.34","MG","02567806"
"106998","11336","ADDED","approved","VENLAFAXINE (VENLAFAXINE HYDROCHLORIDE)","150","MG","02567571"
"12313","331","Changed","inactive","ZINC (ZINC CITRATE)","7","MG","00849871"
"106660","270","Changed","approved","ACETAMINOPHEN","650","MG","02563851"
"12305","331","Changed","inactive","ZINC (ZINC GLUTARATE)",".5","MG","01900625"
"75578","11457","Changed","active","FOLLITROPIN ALFA","300","UNIT","02270404"
"75576","11457","Changed","active","FOLLITROPIN ALFA","900","UNIT","02270382"
"106660","9615","Changed","approved","GUAIFENESIN","400","MG","02563851"
"104480","24066","Changed","active","ROZANOLIXIZUMAB","280","MG","02556081"
"22943","4803","Changed","inactive","CALCIUM (EGG SHELL)","80","MG","01959840"
"98471","22083","ADDED","active","ENZALUTAMIDE","40","MG","02494736"
"106553","22083","ADDED","active","ENZALUTAMIDE","40","MG","02562677"
"106994","225","ADDED","approved","MOXIDECTIN","0.9","MG","02567539"
"106552","7218","ADDED","approved","IODINE","1","%","02562669"
"106986","10147","ADDED","approved","METFORMIN HYDROCHLORIDE","1000","MG","02567458"
"107019","22925","ADDED","approved","SEMAGLUTIDE","1.34","MG","02567814"
"106965","23797","ADDED","approved","LENACAPAVIR (LENACAPAVIR SODIUM)","300","MG","02567202"
"99108","21556","ADDED","approved","DOLUTEGRAVIR (DOLUTEGRAVIR SODIUM)","50","MG","02501457"
"107024","16200","ADDED","approved","BEVACIZUMAB","400","MG","02567865"
"106980","12108","ADDED","approved","BIMATOPROST","0.03","%","02567385"
"106249","22911","ADDED","approved","LETERMOVIR","240","MG","02559323"
"106996","11336","ADDED","approved","VENLAFAXINE (VENLAFAXINE HYDROCHLORIDE)","37.5","MG","02567555"
"106954","24066","ADDED","approved","ROZANOLIXIZUMAB","840","MG","02567083"
"106988","2041","ADDED","approved","ATENOLOL","25","MG","02567474"
"106187","7218","ADDED","approved","IODINE","1","%","02558637"
"106016","10021","ADDED","approved","CITRIC ACID","25","%","02556774"
"106946","1188","ADDED","approved","CARVEDILOL","6.25","MG","02567008"
"107005","20570","ADDED","approved","DENOSUMAB","60","MG","02567660"
"106510","8926","ADDED","approved","EPINEPHRINE (EPINEPHRINE HYDROCHLORIDE)","1","MG","02562200"
"106943","11323","ADDED","approved","SUMATRIPTAN (SUMATRIPTAN SUCCINATE)","85","MG","02566974"
"106966","23797","ADDED","approved","LENACAPAVIR (LENACAPAVIR SODIUM)","309","MG","02567210"
"107028","13352","ADDED","approved","CINACALCET (CINACALCET HYDROCHLORIDE)","30","MG","02567911"
"106952","24066","ADDED","approved","ROZANOLIXIZUMAB","420","MG","02567067"
"106979","27130","ADDED","approved","MOSUNETUZUMAB","45","MG","02567377"
"106993","2092","ADDED","approved","PRAZIQUANTEL","114","MG","02567520"
"107006","20570","ADDED","approved","DENOSUMAB","120","MG","02567679"
"106985","10147","ADDED","approved","METFORMIN HYDROCHLORIDE","500","MG","02567431"
"106991","22924","ADDED","approved","LOTILANER","112.5","MG","02567504"
"106508","270","ADDED","approved","ACETAMINOPHEN","325","MG","02562189"
"107003","93","ADDED","approved","CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE)","500","MG","02567644"
"106984","20450","ADDED","approved","GOLIMUMAB","50","MG","02567423"
"106017","21556","ADDED","approved","DOLUTEGRAVIR (DOLUTEGRAVIR SODIUM)","50","MG","02556782"
"106855","20570","ADDED","approved","DENOSUMAB","120","MG","02566001"
"106898","11814","ADDED","approved","CANDESARTAN CILEXETIL","4","MG","02566486"
"106992","22924","ADDED","approved","LOTILANER","225","MG","02567512"
"106958","8926","ADDED","approved","EPINEPHRINE","2","MG","02567121"
"106981","20450","ADDED","approved","GOLIMUMAB","50","MG","02567393"
"106990","11253","ADDED","approved","PYRANTEL (PYRANTEL PAMOATE)","41.07","MG","02567490"
"106955","13352","ADDED","approved","CINACALCET (CINACALCET HYDROCHLORIDE)","30","MG","02567091"
"106942","8642","ADDED","approved","DOXYCYCLINE (DOXYCYCLINE HYCLATE)","100","MG","02566966"
"106945","1188","ADDED","approved","CARVEDILOL","3.125","MG","02566990"
"106943","2037","ADDED","approved","NAPROXEN SODIUM","500","MG","02566974"
"106956","13352","ADDED","approved","CINACALCET (CINACALCET HYDROCHLORIDE)","60","MG","02567105"
"106504","270","ADDED","approved","ACETAMINOPHEN","325","MG","02562146"
"106250","22911","ADDED","approved","LETERMOVIR","480","MG","02559331"
"106994","11253","ADDED","approved","PYRANTEL (PYRANTEL PAMOATE)","657.12","MG","02567539"
"106504","10247","ADDED","approved","DEXTROMETHORPHAN HYDROBROMIDE","10","MG","02562146"
"106953","24066","ADDED","approved","ROZANOLIXIZUMAB","560","MG","02567075"
"106992","2092","ADDED","approved","PRAZIQUANTEL","57","MG","02567512"
"106977","9880","ADDED","approved","METRONIDAZOLE","1","%","02567350"
"106999","2041","ADDED","approved","ATENOLOL","50","MG","02567598"
"106508","9615","ADDED","approved","GUAIFENESIN","200","MG","02562189"
"106993","22924","ADDED","approved","LOTILANER","450","MG","02567520"
"106991","225","ADDED","approved","MOXIDECTIN","0.1125","MG","02567504"
"106992","225","ADDED","approved","MOXIDECTIN","0.225","MG","02567512"
"106967","7408","ADDED","approved","SPIRONOLACTONE","100","MG","02567229"
"107023","1960","ADDED","approved","INDAPAMIDE","2.5","MG","02567857"
"106947","1188","ADDED","approved","CARVEDILOL","12.5","MG","02567016"
"107026","424","ADDED","approved","AZITHROMYCIN (AZITHROMYCIN DIHYDRATE)","250","MG","02567881"
"106207","783","ADDED","approved","BENZETHONIUM CHLORIDE","0.3","%","02558866"
"106991","2092","ADDED","approved","PRAZIQUANTEL","28.5","MG","02567504"
"106993","11253","ADDED","approved","PYRANTEL (PYRANTEL PAMOATE)","328.56","MG","02567520"
"106994","2092","ADDED","approved","PRAZIQUANTEL","228","MG","02567539"
"107022","1960","ADDED","approved","INDAPAMIDE","1.25","MG","02567849"
"106983","20450","ADDED","approved","GOLIMUMAB","100","MG","02567415"
"106968","21018","ADDED","approved","DIENOGEST","2","MG","02567245"
