drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"101773","65","SUBCUTANEOUS","ADDED","02528517"
"101875","56","ORAL","ADDED","02529513"
"101862","56","ORAL","ADDED","02529416"
"101785","93","DISINFECTANT (Domestic)","ADDED","02528649"
"101800","49","INTRAVENOUS","ADDED","02528819"
"101791","49","INTRAVENOUS","ADDED","02528711"
"101847","65","SUBCUTANEOUS","ADDED","02529254"
"101809","49","INTRAVENOUS","ADDED","02528916"
"101826","55","OPHTHALMIC","ADDED","02529076"
"101855","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02529335"
"101788","56","ORAL","ADDED","02528681"
"101852","22","INTRAMUSCULAR","ADDED","02529300"
"101851","2","DISINFECTANT (Barn)","ADDED","02529297"
"83956","30","DISINFECTANT (Medical Instruments)","REMOVED","02354373"
"101789","49","INTRAVENOUS","ADDED","02528673"
"101866","49","INTRAVENOUS","ADDED","02529459"
"101853","22","INTRAMUSCULAR","ADDED","02529319"
"101785","94","DISINFECTANT (Institutional/Industrial)","ADDED","02528649"
"101790","49","INTRAVENOUS","ADDED","02528703"
"101774","65","SUBCUTANEOUS","ADDED","02528525"
"101776","65","SUBCUTANEOUS","ADDED","02528541"
"101797","49","INTRAVENOUS","ADDED","02528789"
"101847","49","INTRAVENOUS","ADDED","02529254"
"101781","56","ORAL","ADDED","02528606"
"101855","94","DISINFECTANT (Institutional/Industrial)","ADDED","02529335"
"101855","8","DISINFECTANT (Food Premises)","ADDED","02529335"
"97888","8","DISINFECTANT (Food Premises)","ADDED","02488809"
"101814","56","ORAL","ADDED","02528940"
"97885","2","DISINFECTANT (Barn)","ADDED","02488760"
"101785","8","DISINFECTANT (Food Premises)","ADDED","02528649"
"101869","56","ORAL","ADDED","02529491"
"101782","56","ORAL","ADDED","02528614"
"101843","65","SUBCUTANEOUS","ADDED","02529181"
"83957","30","DISINFECTANT (Medical Instruments)","REMOVED","02354381"
"101851","8","DISINFECTANT (Food Premises)","ADDED","02529297"
"101801","49","INTRAVENOUS","ADDED","02528827"
"101853","49","INTRAVENOUS","ADDED","02529319"
"101866","22","INTRAMUSCULAR","ADDED","02529459"
"101766","56","ORAL","ADDED","02528436"
"101851","94","DISINFECTANT (Institutional/Industrial)","ADDED","02529297"
"101767","56","ORAL","ADDED","02528444"
"101792","56","ORAL","ADDED","02528738"
"101855","2","DISINFECTANT (Barn)","ADDED","02529335"
"97888","2","DISINFECTANT (Barn)","ADDED","02488809"
"101849","70","TOPICAL","ADDED","02529270"
"101796","49","INTRAVENOUS","ADDED","02528770"
"97885","8","DISINFECTANT (Food Premises)","ADDED","02488760"
"101844","65","SUBCUTANEOUS","ADDED","02529203"
"101785","2","DISINFECTANT (Barn)","ADDED","02528649"
"101852","49","INTRAVENOUS","ADDED","02529300"
"101851","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02529297"
"101783","56","ORAL","ADDED","02528622"
"101784","56","ORAL","ADDED","02528630"
"97885","93","DISINFECTANT (Domestic)","ADDED","02488760"
"101856","65","SUBCUTANEOUS","ADDED","02529343"
"101863","49","INTRAVENOUS","ADDED","02529424"
"71447","94","DISINFECTANT (Institutional/Industrial)","ADDED","02247205"
"101793","49","INTRAVENOUS","ADDED","02528746"
"101794","49","INTRAVENOUS","ADDED","02528754"
"101787","70","TOPICAL","ADDED","02528665"
"101861","56","ORAL","ADDED","02529408"
"101851","93","DISINFECTANT (Domestic)","ADDED","02529297"
"101777","56","ORAL","ADDED","02528568"
"101798","49","INTRAVENOUS","ADDED","02528797"
"101845","65","SUBCUTANEOUS","ADDED","02529211"
"83956","94","DISINFECTANT (Institutional/Industrial)","REMOVED","02354373"
"101864","56","ORAL","ADDED","02529432"
"101780","56","ORAL","ADDED","02528592"
"101842","70","TOPICAL","ADDED","02529238"
"101786","49","INTRAVENOUS","ADDED","02528657"
"101775","65","SUBCUTANEOUS","ADDED","02528533"
"101860","56","ORAL","ADDED","02529394"
"97888","93","DISINFECTANT (Domestic)","ADDED","02488809"
"101848","70","TOPICAL","ADDED","02529262"
"101787","22","INTRAMUSCULAR","ADDED","02528665"
"83957","94","DISINFECTANT (Institutional/Industrial)","REMOVED","02354381"
"101846","70","TOPICAL","ADDED","02529246"
"101785","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02528649"
"101806","49","INTRAVENOUS","ADDED","02528886"
"101874","56","ORAL","ADDED","02529505"
"101765","65","SUBCUTANEOUS","ADDED","02528509"
"101802","49","INTRAVENOUS","ADDED","02528835"
"101808","56","ORAL","ADDED","02528908"
"101799","49","INTRAVENOUS","ADDED","02528800"
"101795","49","INTRAVENOUS","ADDED","02528762"
"101865","56","ORAL","ADDED","02529440"
