drug_code,drug_identification_number,current_brand_name,previous_brand_name
"11893","00812382","CLOTRIMADERM TOPICAL","CLOTRIMADERM CREAM 1%"
"18779","02167794","APO-SOTALOL","APO-SOTALOL - TAB 160MG"
"20002","02210428","APO-SOTALOL","APO-SOTALOL 80MG TABLETS"
"75449","02269090","TRUSOPT PRESERVATIVE-FREE","TRUSOPT"
"88440","02399520","PYRITHIONE ZINC DANDRUFF SHAMPOO ITCHY SCALP CARE","HEAD & SHOULDERS ITCHY SCALP CARE"
"88454","02399687","PYRITHIONE ZINC DANDRUFF SHAMPOO ITCHY SCALP CARE 2IN1","HEAD & SHOULDERS ITCHY SCALP CARE 2IN1"
"92215","02437775","VIVIER SHEER SPF 45","SHEER BROAD SPECTRUM SPF 45"
"9277","00716901","NYADERM","NYADERM VAG CRM 25000UNIT/GM"
"96351","02473844","VIVIER SHEER SPF 30","SUNSCREEN LOTION SPF 30"
"96721","02476193","PYRITHIONE ZINC DANDRUFF SHAMPOO 2IN1 MEN SWAGGER","2IN1 MEN ADVANCED SERIES SWAGGER"
"96727","02476266","PYRITHIONE ZINC DANDRUFF SHAMPOO MEN SWAGGER","MEN ADVANCED SERIES SWAGGER"
"96824","02477289","PYRITHIONE ZINC DANDRUFF SHAMPOO 2IN1 MEN FIJI","2IN1 MEN ADVANCED SERIES FIJI"
"98327","02493292","PYRITHIONE ZINC DANDRUFF SHAMPOO TEA TREE OIL","TEA TREE OIL DAILY SHAMPOO"
"71447","02247205","NUGEN DC-101","LONZA DC 101 (DOMESTIC)"
