drug_code,pharm_form_code,pharmaceutical_form,status,drug_identification_number
"101869","85","TABLET","ADDED","02529491"
"101865","5","CAPSULE","ADDED","02529440"
"101782","141","CAPSULE (EXTENDED RELEASE)","ADDED","02528614"
"101799","134","SOLUTION","ADDED","02528800"
"97423","68","CAPSULE (SUSTAINED-RELEASE)","ADDED","02483874"
"101797","134","SOLUTION","ADDED","02528789"
"101788","85","TABLET","ADDED","02528681"
"101808","85","TABLET","ADDED","02528908"
"101847","134","SOLUTION","ADDED","02529254"
"101866","134","SOLUTION","ADDED","02529459"
"101801","56","POWDER FOR SOLUTION","ADDED","02528827"
"101814","5","CAPSULE","ADDED","02528940"
"101874","85","TABLET","ADDED","02529505"
"101784","141","CAPSULE (EXTENDED RELEASE)","ADDED","02528630"
"101776","134","SOLUTION","ADDED","02528541"
"83956","98","SPRAY","ADDED","02354373"
"101774","134","SOLUTION","ADDED","02528525"
"101783","141","CAPSULE (EXTENDED RELEASE)","ADDED","02528622"
"101846","114","GEL","ADDED","02529246"
"101848","114","GEL","ADDED","02529262"
"101787","56","POWDER FOR SOLUTION","ADDED","02528665"
"101780","141","CAPSULE (EXTENDED RELEASE)","ADDED","02528592"
"101793","56","POWDER FOR SOLUTION","ADDED","02528746"
"101794","56","POWDER FOR SOLUTION","ADDED","02528754"
"101860","85","TABLET","ADDED","02529394"
"83956","134","SOLUTION","REMOVED","02354373"
"101765","134","SOLUTION","ADDED","02528509"
"101806","134","SOLUTION","ADDED","02528886"
"101862","85","TABLET","ADDED","02529416"
"101809","134","SOLUTION","ADDED","02528916"
"101875","85","TABLET","ADDED","02529513"
"101863","134","SOLUTION","ADDED","02529424"
"101851","105","WIPE","ADDED","02529297"
"101842","134","SOLUTION","ADDED","02529238"
"101844","134","SOLUTION","ADDED","02529203"
"101861","85","TABLET","ADDED","02529408"
"97423","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02483874"
"101800","56","POWDER FOR SOLUTION","ADDED","02528819"
"101791","56","POWDER FOR SOLUTION","ADDED","02528711"
"101798","134","SOLUTION","ADDED","02528797"
"101786","134","SOLUTION","ADDED","02528657"
"101843","134","SOLUTION","ADDED","02529181"
"101777","5","CAPSULE","ADDED","02528568"
"95334","34","LIQUID","REMOVED","02465132"
"101864","5","CAPSULE","ADDED","02529432"
"101853","134","SOLUTION","ADDED","02529319"
"101849","114","GEL","ADDED","02529270"
"101775","134","SOLUTION","ADDED","02528533"
"101855","98","SPRAY","ADDED","02529335"
"101790","56","POWDER FOR SOLUTION","ADDED","02528703"
"101767","126","POWDER FOR SUSPENSION","ADDED","02528444"
"101845","134","SOLUTION","ADDED","02529211"
"101826","134","SOLUTION","ADDED","02529076"
"101789","56","POWDER FOR SOLUTION","ADDED","02528673"
"101796","134","SOLUTION","ADDED","02528770"
"101792","5","CAPSULE","ADDED","02528738"
"101852","134","SOLUTION","ADDED","02529300"
"101766","126","POWDER FOR SUSPENSION","ADDED","02528436"
"95334","134","SOLUTION","ADDED","02465132"
"101795","56","POWDER FOR SOLUTION","ADDED","02528762"
"101781","141","CAPSULE (EXTENDED RELEASE)","ADDED","02528606"
"101855","134","SOLUTION","ADDED","02529335"
"101856","134","SOLUTION","ADDED","02529343"
"101785","134","SOLUTION","ADDED","02528649"
"101802","56","POWDER FOR SOLUTION","ADDED","02528835"
"101773","134","SOLUTION","ADDED","02528517"
