tm_code,tm_formal_name,tm_fr_description,changes
"8000940","alcohol anhydrous and butanediol and propyl alcohol and propylene glycol","alcool anhydre et butanédiol et alcool propylique et propylène glycol","CHANGED"
"8001755","docetaxel","docétaxel","tm_status_effective_time: ""19951231"" -> ""20110301"""
"18a6ab3538fb452ebc390649b6ab934c","acetaminophen and ibuprofen","acétaminophène et ibuprofène","ADDED"
"8002278","coagulation factor IX human and coagulation factor ii (human) and coagulation factor vii (human) and coagulation factor x (human) and protein c and protein s","facteur IX de coagulation humain et facteur II de coagulation humain et facteur VII de coagulation humain et facteur X de coagulation humain et protéine c et protéine s","CHANGED"
"8002047","paclitaxel","paclitaxel","CHANGED"
"8000912","alcohol anhydrous and chlorhexidine","alcool anhydre et chlorhexidine","CHANGED"
"70b08b533e41c9560d7509ca634abf10","sonidegib","sonidégib","ADDED"
"8002088","acetic acid and sodium acetate","acide acétique et acétate de sodium","CHANGED"
"71553b8eee62d70c77da0bf7440b8551","polatuzumab vedotin","polatuzumab védotine","ADDED"
"8001615","chloroxylenol","chloroxylénol","CHANGED"
"8002282","fibrinogen human and thrombin human","fibrinogène humaine et thrombine humaine","CHANGED"
"8001857","methylnaltrexone","méthylnaltrexone","tm_status: ""INACTIVE"" -> ""ACTIVE""
tm_status_effective_time: ""20200730"" -> ""20080507"""
"7d70bdf4df11c14b80b1458d10e9be12","etomidate","étomidate","ADDED"
"8001878","sodium iodide","iodure de sodium","CHANGED"
"8002245","onabotulinumtoxinA","onabotulinumtoxineA","CHANGED"
"8000796","benzalkonium","benzalkonium","CHANGED"
"b3bfc5014206962fda81429ca69213f4","tucatinib","tucatinib","ADDED"
"8000946","alcohol anhydrous and benzalkonium","alcool anhydre et benzalkonium","CHANGED"
"8002068","piperazine","pipérazine","CHANGED"
"8001870","potassium chloride","chlorure de potassium","CHANGED"
"8002215","amphotericin B","amphotéricine B","CHANGED"
"8001035","acetaminophen and guaifenesin and phenylephrine","acétaminophène et guaïfénésine et phényléphrine","tm_status: ""INACTIVE"" -> ""ACTIVE""
tm_status_effective_time: ""20180727"" -> ""20060831"""
"8001757","doxorubicin","doxorubicine","CHANGED"
"eea75696c0638bfef12b52e191d0d8ce","amifampridine","amifampridine","ADDED"
"8001579","benzethonium","benzéthonium","CHANGED"
"8002154","potassium phosphate dibasic and potassium phosphate monobasic","phosphate de potassium dibasique et phosphate de potassium monobasique","CHANGED"
"8001976","triclosan","triclosan","CHANGED"
"8001476","follitropin beta","follitropine bêta","CHANGED"
"8001659","glycopyrrolate","glycopyrrolate","DELETED"
"8001489","linezolid","linézolide","tm_status_effective_time: ""20010406"" -> ""20010607"""
"8002161","sodium bicarbonate","bicarbonate de sodium","CHANGED"
"5863bc5de0a91015ee4ed51fa2e85621","mRNA-1273 SARS-CoV-2","ARNm-1273 SRAS-CoV-2","ADDED"
"8001004","benzoyl peroxide and salicylic acid","peroxyde de benzoyle et acide salicylique","CHANGED"
"8002160","sodium acetate","acétate de sodium","CHANGED"
"8001098","asparaginase","asparaginase","CHANGED"
"b7f92688b46e336dea1e246c801dfe09","ripretinib","riprétinib","ADDED"
"8001696","antipyrine and sodium salicylate","antipyrine et salicylate de sodium","CHANGED"
"8000778","hydrocodone and phenyltoloxamine","hydrocodone et phényltoloxamine","tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19571231"" -> ""20170824"""
"8001866","petrolatum","pétrolatum","tm_status_effective_time: ""20100604"" -> ""19511231"""
"8001844","magnesium chloride","chlorure de magnésium","CHANGED"
