drug_code,mp_code,mp_formal_name,mp_fr_description,changes
933,00029149,FUNGIZONE (amphotericin B 50 mg per vial powder for solution for injection) CHEPLAPHARM ARZNEIMITTEL GMBH,FUNGIZONE (amphotéricine B 50 mg par fiole poudre pour solution injectable) CHEPLAPHARM ARZNEIMITTEL GMBH,ADDED
1668,00266507,ADASEPT LIQ 0.5% (triclosan 0.5 % cutaneous liquid) ODAN LABORATORIES LTD,"ADASEPT LIQ 0.5% (triclosan 0,5 % liquide cutané) ODAN LABORATORIES LTD",ADDED
1905,00261998,SODIUM BICARBONATE INJECTION USP (sodium bicarbonate 84 mg per mL solution for injection) PFIZER CANADA ULC,SODIUM BICARBONATE INJECTION USP (bicarbonate de sodium 84 mg par mL solution injectable) PFIZER CANADA ULC,ADDED
1931,00287873,SANDOZ COLCHICINE (colchicine 0.6 mg oral tablet) SANDOZ CANADA INCORPORATED,"SANDOZ COLCHICINE (colchicine 0,6 mg comprimé oral) SANDOZ CANADA INCORPORATED",DELETED
2527,00037869,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE USP (potassium chloride 149 mg per mL solution for injection) PFIZER CANADA ULC,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE USP (chlorure de potassium 149 mg par mL solution injectable) PFIZER CANADA ULC,ADDED
2811,00040851,PMS-ASA (acetylsalicylic acid 325 mg oral tablet) PHARMASCIENCE INC,PMS-ASA (acide acétylsalicylique 325 mg comprimé oral) PHARMASCIENCE INC,"mp_status_effective_time: ""20180802"" -> ""20250704"""
3394,00402206,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE (potassium chloride 20 meq per 10 mL solution for injection) OMEGA LABORATORIES LIMITED,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE (chlorure de potassium 20 meq par 10 mL solution injectable) OMEGA LABORATORIES LIMITED,ADDED
5672,00441775,APO-TRIAZIDE (hydrochlorothiazide 25 mg and triamterene 50 mg oral tablet) APOTEX INC,APO-TRIAZIDE (hydrochlorothiazide 25 mg et triamtérène 50 mg comprimé oral) APOTEX INC,"Health_Canada_product_name: ""APO TRIAZIDE"" -> ""APO-TRIAZIDE""
mp_formal_name: ""APO ̲TRIAZIDE (hydrochlorothiazide 25 mg and triamterene 50 mg oral tablet) APOTEX INC"" -> ""APO-̲TRIAZIDE (hydrochlorothiazide 25 mg and triamterene 50 mg oral tablet) APOTEX INC""
mp_fr_description: ""APO ̲TRIAZIDE (hydrochlorothiazide 25 mg et triamtérène 50 mg comprimé oral) APOTEX INC"" -> ""APO-̲TRIAZIDE (hydrochlorothiazide 25 mg et triamtérène 50 mg comprimé oral) APOTEX INC"""
5721,00583979,PMS-PROMETHAZINE SYR 10MG/5ML (promethazine hydrochloride 10 mg per 5 mL syrup) PHARMASCIENCE INC,PMS-PROMETHAZINE SYR 10MG/5ML (chlorhydrate de prométhazine 10 mg par 5 mL sirop) PHARMASCIENCE INC,"mp_status_effective_time: ""20180802"" -> ""20250704"""
6379,00590827,VOLTAREN SR (diclofenac sodium 100 mg prolonged-release oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC,VOLTAREN SR (diclofénac sodique 100 mg comprimé oral à libération prolongée) NOVARTIS PHARMACEUTICALS CANADA INC,DELETED
6756,00664553,PMS DOCUSATE-CALCIUM CAP 240MG USP (docusate calcium 240 mg oral capsule) PHARMASCIENCE INC,PMS DOCUSATE-CALCIUM CAP 240MG USP (docusate calcique 240 mg capsule orale) PHARMASCIENCE INC,"mp_status_effective_time: ""20200412"" -> ""20250704"""
6775,00691623,BICARBONATE CONCENTRATE D17000 (sodium bicarbonate 81.3 g per l solution for haemodialysis) VANTIVE ULC,"BICARBONATE CONCENTRATE D17000 (bicarbonate de sodium 81,3 g par l solution pour hémodialyse) VANTIVE ULC",ADDED
7627,00740713,APO-DOXY (doxycycline (doxycycline hyclate) 100 mg oral capsule) APOTEX INC,APO-DOXY (doxycycline (hyclate de doxycycline) 100 mg capsule orale) APOTEX INC,"Health_Canada_product_name: ""APO-DOXY CAP 100MG"" -> ""APO-DOXY""
mp_formal_name: ""APO-DOXY ̲C̲A̲P̲ ̲1̲0̲0̲M̲G̲ (doxycycline (doxycycline hyclate) 100 mg oral capsule) APOTEX INC"" -> ""APO-DOXY (doxycycline (doxycycline hyclate) 100 mg oral capsule) APOTEX INC""
mp_fr_description: ""APO-DOXY ̲C̲A̲P̲ ̲1̲0̲0̲M̲G̲ (doxycycline (hyclate de doxycycline) 100 mg capsule orale) APOTEX INC"" -> ""APO-DOXY (doxycycline (hyclate de doxycycline) 100 mg capsule orale) APOTEX INC"""
10383,00874256,APO-DOXY-TABS (doxycycline (doxycycline hyclate) 100 mg oral tablet) APOTEX INC,APO-DOXY-TABS (doxycycline (hyclate de doxycycline) 100 mg comprimé oral) APOTEX INC,"Health_Canada_product_name: ""APO-DOXY TABS 100MG"" -> ""APO-DOXY-TABS""
mp_formal_name: ""APO-DOXY ̲T̲A̲B̲S̲ ̲1̲0̲0̲M̲G̲ (doxycycline (doxycycline hyclate) 100 mg oral tablet) APOTEX INC"" -> ""APO-DOXY-̲T̲A̲B̲S̲ (doxycycline (doxycycline hyclate) 100 mg oral tablet) APOTEX INC""
mp_fr_description: ""APO-DOXY ̲T̲A̲B̲S̲ ̲1̲0̲0̲M̲G̲ (doxycycline (hyclate de doxycycline) 100 mg comprimé oral) APOTEX INC"" -> ""APO-DOXY-̲T̲A̲B̲S̲ (doxycycline (hyclate de doxycycline) 100 mg comprimé oral) APOTEX INC"""
10486,00792705,PMS-DIPHENHYDRAMINE ELIXIR 2.5MG/ML (diphenhydramine hydrochloride 12.5 mg per 5 mL oral solution) PHARMASCIENCE INC,"PMS-DIPHENHYDRAMINE ELIXIR 2.5MG/ML (chlorhydrate de diphenhydramine 12,5 mg par 5 mL solution orale) PHARMASCIENCE INC","mp_status_effective_time: ""20180621"" -> ""20250704"""
10509,00804789,POTASSIUM PHOSPHATES (phosphorus (potassium phosphate dibasic and potassium phosphate monobasic) 30 mmol per 10 mL and potassium (potassium phosphate dibasic and potassium phosphate monobasic) 44 mmol per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED,POTASSIUM PHOSPHATES (phosphore (phosphate de potassium dibasique et phosphate de potassium monobasique) 30 mmol par 10 mL et potassium (phosphate de potassium dibasique et phosphate de potassium monobasique) 44 mmol par 10 mL solution injectable fiole) SANDOZ CANADA INCORPORATED,ADDED
10711,00785547,ASA SUPPOSITORIES 150MG (acetylsalicylic acid 150 mg suppository) PHARMASCIENCE INC,ASA SUPPOSITORIES 150MG (acide acétylsalicylique 150 mg suppositoire) PHARMASCIENCE INC,"mp_status_effective_time: ""20180802"" -> ""20250704"""
10712,00582867,ASA SUPPOSITORIES 650MG (acetylsalicylic acid 650 mg suppository) PHARMASCIENCE INC,ASA SUPPOSITORIES 650MG (acide acétylsalicylique 650 mg suppositoire) PHARMASCIENCE INC,"mp_status_effective_time: ""20180802"" -> ""20250704"""
11537,00779237,BACTI-STAT 0.3% (triclosan 0.3 % cutaneous liquid) ECOLAB CO,"BACTI-STAT 0.3% (triclosan 0,3 % liquide cutané) ECOLAB CO",ADDED
