ntp_code,ntp_formal_name,ntp_fr_description,changes
9004056,sodium bicarbonate 80.7 g per l solution for haemodialysis,"bicarbonate de sodium 80,7 g par l solution pour hémodialyse",ADDED
9013760,amphotericin B 50 mg per vial powder for solution for injection,amphotéricine B 50 mg par fiole poudre pour solution injectable,ADDED
9012644,nadroparin calcium 3800 unit per 0.4 mL solution for injection syringe,"nadroparine calcique 3800 unité par 0,4 mL solution injectable seringue","ntp_status_effective_time: ""20230717"" -> ""20251008"""
9001819,potassium chloride 20 meq per 10 mL solution for injection,chlorure de potassium 20 meq par 10 mL solution injectable,ADDED
9002087,sodium bicarbonate 81.3 g per l solution for haemodialysis,"bicarbonate de sodium 81,3 g par l solution pour hémodialyse",ADDED
9003378,benzalkonium chloride 0.13 % cutaneous liquid,"chlorure de benzalkonium 0,13 % liquide cutané",ADDED
9003126,doxorubicin hydrochloride 50 mg per vial powder for solution for injection,chlorhydrate de doxorubicine 50 mg par fiole poudre pour solution injectable,ADDED
9012646,nadroparin calcium 9500 unit per 1 mL solution for injection syringe,nadroparine calcique 9500 unité par 1 mL solution injectable seringue,"ntp_status_effective_time: ""20230717"" -> ""20251008"""
0aa79e1aea62b6c23ac67788aaa2b180,bempedoic acid 180 mg oral tablet,acide bempédoïque 180 mg comprimé oral,ADDED
9003657,follitropin beta 833 unit per mL solution for injection,follitropine bêta 833 unité par mL solution injectable,ADDED
0afa249db36bb6eddc05e6d0cc4d621e,garadacimab 200 mg per 1.2 mL solution for injection pen,"garadacimab 200 mg par 1,2 mL solution injectable stylo",ADDED
9004163,benzalkonium chloride 0.12 % wipe,"chlorure de benzalkonium 0,12 % lingette",ADDED
9003097,doxorubicin hydrochloride 150 mg per vial powder for solution for injection,chlorhydrate de doxorubicine 150 mg par fiole poudre pour solution injectable,ADDED
9014640,fibrinogen human 160 mg per 2 mL and thrombin human 1000 unit per 2 mL cutaneous solution,fibrinogène humaine 160 mg par 2 mL et thrombine humaine 1000 unité par 2 mL solution pour application cutanée,ADDED
9013272,calcium chloride 7.45 g per bottle powder for concentrate for solution for haemodialysis,"chlorure de calcium 7,45 g par bouteille poudre pour solution à diluer pour solution pour hémodialyse",ADDED
9013933,potassium (potassium chloride) 10 mmol per 100 mL solution for injection bag,potassium (chlorure de potassium) 10 mmol par 100 mL solution injectable sac,ADDED
9004671,benzalkonium chloride 0.13 % wipe,"chlorure de benzalkonium 0,13 % lingette",ADDED
9013578,methylene blue 50 mg per 5 mL solution for injection ampoule,bleu de méthylène 50 mg par 5 mL solution injectable ampoule,"ntp_status_effective_time: ""20220606"" -> ""20260120"""
9013171,iodide (sodium iodide) 1000 mcg per 10 mL solution for injection vial,iodure (iodure de sodium) 1000 mcg par 10 mL solution injectable fiole,ADDED
9014971,coagulation factor ii (human) 800 unit and coagulation factor IX human 620 unit and coagulation factor vii (human) 500 unit and coagulation factor x (human) 1020 unit and protein c 820 unit and protein s 680 unit powder for solution for injection,facteur II de coagulation humain 800 unité et facteur IX de coagulation humain 620 unité et facteur VII de coagulation humain 500 unité et facteur X de coagulation humain 1020 unité et protéine c 820 unité et protéine s 680 unité poudre pour solution injectable,ADDED
9001709,triclosan 0.5 % cutaneous liquid,"triclosan 0,5 % liquide cutané",ADDED
9013087,doxorubicin hydrochloride 20 mg per 10 mL suspension for injection vial,chlorhydrate de doxorubicine 20 mg par 10 mL suspension injectable fiole,ADDED
9005757,chloroxylenol 3 % cutaneous liquid,chloroxylénol 3 % liquide cutané,ADDED
9004599,chloroxylenol 0.6 % cutaneous solution,"chloroxylénol 0,6 % solution pour application cutanée",ADDED
9003875,benzethonium chloride 0.2 % cutaneous liquid,"chlorure de benzéthonium 0,2 % liquide cutané",ADDED
9004469,benzalkonium chloride 0.1 % cutaneous solution,"chlorure de benzalkonium 0,1 % solution pour application cutanée",ADDED
9005356,sodium bicarbonate 1250 g per cartridge powder for concentrate for solution for haemodialysis,bicarbonate de sodium 1250 g par cartouche poudre pour solution à diluer pour solution pour hémodialyse,ADDED
9012642,nadroparin calcium 19000 unit per 1 mL solution for injection syringe,nadroparine calcique 19000 unité par 1 mL solution injectable seringue,"ntp_status_effective_time: ""20220726"" -> ""20251008"""
9001725,sodium bicarbonate 84 mg per mL solution for injection,bicarbonate de sodium 84 mg par mL solution injectable,ADDED
9012639,nadroparin calcium 11400 unit per 0.6 mL solution for injection syringe,"nadroparine calcique 11400 unité par 0,6 mL solution injectable seringue","ntp_status_effective_time: ""20220726"" -> ""20251008"""
9002070,docusate calcium 240 mg oral capsule,docusate calcique 240 mg capsule orale,"ntp_status_effective_time: ""20230731"" -> ""20250704"""
9013271,calcium chloride 14.9 g per bottle powder for concentrate for solution for haemodialysis,"chlorure de calcium 14,9 g par bouteille poudre pour solution à diluer pour solution pour hémodialyse",ADDED
9014983,raxtozinameran 10 mcg per 0.3 mL suspension for injection 0.3 mL vial,"raxtozinaméran 10 mcg par 0,3 mL suspension injectable 0,3 mL fiole",DELETED
6b521e16c86270b402250a65979a7458,delafloxacin (delafloxacin meglumine) 300 mg per vial powder for solution for injection,délafloxacine (délafloxacine méglumine) 300 mg par fiole poudre pour solution injectable,ADDED
9014652,potassium chloride 40 meq per 100 mL solution for injection,chlorure de potassium 40 meq par 100 mL solution injectable,ADDED
9014987,raxtozinameran 3 mcg per 0.2 mL suspension for injection 2 mL vial,"raxtozinaméran 3 mcg par 0,2 mL suspension injectable 2 mL fiole",DELETED
9000074,colchicine 0.6 mg oral tablet,"colchicine 0,6 mg comprimé oral","ntp_status_effective_time: ""19741231"" -> ""19821231"""
9012780,argatroban 250 mg per 2.5 mL solution for injection vial,"argatroban 250 mg par 2,5 mL solution injectable fiole","ntp_status: ""INACTIVE"" -> ""ACTIVE""
ntp_status_effective_time: ""20250731"" -> ""20020613"""
