drug_code,extract_current,extract_previous,drug_identification_number,current_company_name,previous_company_name
"3394","active","active","00402206","OMEGA LABORATORIES LIMITED","OMEGA LABORATORIES LTD"
"5705","active","active","00582662","OMEGA LABORATORIES LIMITED","OMEGA LABORATORIES LTD"
"8274","active","active","00511226","OMEGA LABORATORIES LIMITED","OMEGA LABORATORIES LTD"
"8275","active","active","00511234","OMEGA LABORATORIES LIMITED","OMEGA LABORATORIES LTD"
"10767","active","active","00658413","OMEGA LABORATORIES LIMITED","OMEGA LABORATORIES LTD"
"10770","active","active","00821780","OMEGA LABORATORIES LIMITED","OMEGA LABORATORIES LTD"
"10706","active","active","00778869","OMEGA LABORATORIES LIMITED","OMEGA LABORATORIES LTD"
"13063","active","active","00498335","OMEGA LABORATORIES LIMITED","OMEGA LABORATORIES LTD"
"13289","active","active","01938991","OMEGA LABORATORIES LIMITED","OMEGA LABORATORIES LTD"
"13290","active","active","01938983","OMEGA LABORATORIES LIMITED","OMEGA LABORATORIES LTD"
"17905","active","active","02039532","SEARCHLIGHT PHARMA INC","ASTRAZENECA CANADA INC"
"17906","active","active","02039540","SEARCHLIGHT PHARMA INC","ASTRAZENECA CANADA INC"
"17123","active","active","02049384","SEARCHLIGHT PHARMA INC","ASTRAZENECA CANADA INC"
"17126","active","active","02049333","SEARCHLIGHT PHARMA INC","ASTRAZENECA CANADA INC"
"17215","active","active","02049376","SEARCHLIGHT PHARMA INC","ASTRAZENECA CANADA INC"
"16852","active","active","02125226","BAUSCH HEALTH, CANADA INC.","VALEANT CANADA LP / VALEANT CANADA S.E.C."
"22030","active","active","01936441","OMEGA LABORATORIES LIMITED","OMEGA LABORATORIES LTD"
"35700","active","active","02193221","OMEGA LABORATORIES LIMITED","OMEGA LABORATORIES LTD"
"35083","active","active","02181746","OMEGA LABORATORIES LIMITED","OMEGA LABORATORIES LTD"
"36480","active","active","02204266","OMEGA LABORATORIES LIMITED","OMEGA LABORATORIES LTD"
"36481","active","active","02204274","OMEGA LABORATORIES LIMITED","OMEGA LABORATORIES LTD"
"36404","active","active","02203375","OMEGA LABORATORIES LIMITED","OMEGA LABORATORIES LTD"
"37198","active","active","02219336","OMEGA LABORATORIES LIMITED","OMEGA LABORATORIES LTD"
