drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"100894","56","ORAL","ADDED","02519704"
"100871","56","ORAL","ADDED","02519445"
"100884","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02519593"
"100882","94","DISINFECTANT (Institutional/Industrial)","ADDED","02519577"
"100736","56","ORAL","ADDED","02518023"
"100868","56","ORAL","ADDED","02519410"
"100858","49","INTRAVENOUS","ADDED","02519305"
"100891","8","DISINFECTANT (Food Premises)","ADDED","02519674"
"100850","56","ORAL","ADDED","02519224"
"100812","56","ORAL","ADDED","02518821"
"100829","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02519003"
"100836","62","RECTAL","ADDED","02519089"
"100808","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02518783"
"100888","56","ORAL","ADDED","02519631"
"100832","94","DISINFECTANT (Institutional/Industrial)","ADDED","02519046"
"21855","2","DISINFECTANT (Barn)","ADDED","01931822"
"100892","56","ORAL","ADDED","02519682"
"100112","93","DISINFECTANT (Domestic)","ADDED","02511959"
"100882","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02519577"
"100772","56","ORAL","ADDED","02518406"
"100891","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02519674"
"100837","2","DISINFECTANT (Barn)","ADDED","02519097"
"100824","56","ORAL","ADDED","02518945"
"100807","2","DISINFECTANT (Barn)","ADDED","02518775"
"100884","94","DISINFECTANT (Institutional/Industrial)","ADDED","02519593"
"100112","8","DISINFECTANT (Food Premises)","ADDED","02511959"
"100878","56","ORAL","ADDED","02519534"
"100795","49","INTRAVENOUS","ADDED","02518643"
"100808","8","DISINFECTANT (Food Premises)","ADDED","02518783"
"100832","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02519046"
"100755","49","INTRAVENOUS","ADDED","02518244"
"100829","8","DISINFECTANT (Food Premises)","ADDED","02519003"
"100882","93","DISINFECTANT (Domestic)","ADDED","02519577"
"100865","56","ORAL","ADDED","02519380"
"100829","94","DISINFECTANT (Institutional/Industrial)","ADDED","02519003"
"100806","56","ORAL","ADDED","02518767"
"100735","56","ORAL","ADDED","02518015"
"100805","56","ORAL","ADDED","02518759"
"100155","93","DISINFECTANT (Domestic)","ADDED","02512254"
"100808","94","DISINFECTANT (Institutional/Industrial)","ADDED","02518783"
"100825","56","ORAL","ADDED","02518953"
"100866","56","ORAL","ADDED","02519399"
"100881","93","DISINFECTANT (Domestic)","ADDED","02519569"
"100844","56","ORAL","ADDED","02519178"
"100823","56","ORAL","ADDED","02518937"
"100884","2","DISINFECTANT (Barn)","ADDED","02519593"
"100097","8","DISINFECTANT (Food Premises)","ADDED","02511789"
"100757","74","VAGINAL","ADDED","02518252"
"100807","94","DISINFECTANT (Institutional/Industrial)","ADDED","02518775"
"100849","56","ORAL","ADDED","02519216"
"100854","56","ORAL","ADDED","02519267"
"100837","94","DISINFECTANT (Institutional/Industrial)","ADDED","02519097"
"100863","56","ORAL","ADDED","02519364"
"100080","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02511614"
"100837","8","DISINFECTANT (Food Premises)","ADDED","02519097"
"100809","56","ORAL","ADDED","02518791"
"21855","93","DISINFECTANT (Domestic)","ADDED","01931822"
"100097","94","DISINFECTANT (Institutional/Industrial)","ADDED","02511789"
"100807","8","DISINFECTANT (Food Premises)","ADDED","02518775"
"100857","65","SUBCUTANEOUS","ADDED","02519291"
"100896","56","ORAL","ADDED","02519720"
"100112","2","DISINFECTANT (Barn)","ADDED","02511959"
"100853","8","DISINFECTANT (Food Premises)","ADDED","02519259"
"100815","8","DISINFECTANT (Food Premises)","ADDED","02518864"
"100873","56","ORAL","ADDED","02519461"
"100852","56","ORAL","ADDED","02519240"
"100808","2","DISINFECTANT (Barn)","ADDED","02518783"
"100829","2","DISINFECTANT (Barn)","ADDED","02519003"
"100773","56","ORAL","ADDED","02518414"
"100782","56","ORAL","ADDED","02518511"
"100833","56","ORAL","ADDED","02519054"
"100881","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02519569"
"100872","56","ORAL","ADDED","02519453"
"100893","56","ORAL","ADDED","02519690"
"100853","94","DISINFECTANT (Institutional/Industrial)","ADDED","02519259"
"100815","94","DISINFECTANT (Institutional/Industrial)","ADDED","02518864"
"100783","56","ORAL","ADDED","02518538"
"100828","56","ORAL","ADDED","02518996"
"100838","93","DISINFECTANT (Domestic)","ADDED","02519119"
"100080","93","DISINFECTANT (Domestic)","ADDED","02511614"
"100815","93","DISINFECTANT (Domestic)","ADDED","02518864"
"100853","93","DISINFECTANT (Domestic)","ADDED","02519259"
"100855","65","SUBCUTANEOUS","ADDED","02519283"
