drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"99138","2332","REMOVED","active",NA,NA,NA,"02501775"
"12492","309","Changed","inactive","IRON (FERROUS SUCCINATE)","2.5","MG","00879851"
"89639","196","Changed","approved","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","3","%","02411806"
"100854","270","ADDED","approved","ACETAMINOPHEN","250","MG","02519267"
"100873","12251","ADDED","approved","TENOFOVIR DISOPROXIL FUMARATE","300","MG","02519461"
"100879","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.13","%","02519542"
"100867","232","ADDED","approved","PERINDOPRIL ERBUMINE","4","MG","02519402"
"100837","23642","ADDED","approved","DIACETIN","99","%","02519097"
"100097","196","ADDED","approved","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","5","%","02511789"
"100771","6731","ADDED","approved","DIGOXIN","0.05","MG","02518392"
"100795","12945","ADDED","approved","BIVALIRUDIN","250","MG","02518643"
"100060","7289","ADDED","approved","ZINC OXIDE","3.9","%","02511398"
"100852","11104","ADDED","approved","ONDANSETRON","8","MG","02519240"
"100855","23201","ADDED","approved","RISANKIZUMAB","150","MG","02519283"
"92506","10238","Changed","active","TRYPTOPHAN","0.1","G","02440695"
"12298","309","Changed","inactive","IRON (IRON GLUTARATE)",".5","MG","01901117"
"100882","2730","ADDED","approved","DIDECYL DIMETHYL AMMONIUM CHLORIDE","0.013","%","02519577"
"100801","12251","ADDED","approved","TENOFOVIR DISOPROXIL FUMARATE","300","MG","02518716"
"22943","4803","Changed","inactive","CALCIUM (CALCIUM CITRATE)","20","MG","01959840"
"100862","6506","ADDED","approved","HYDROXYCHLOROQUINE SULFATE","200","MG","02519348"
"100155","196","ADDED","approved","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","0.07","%","02512254"
"100735","13346","ADDED","approved","ELETRIPTAN (ELETRIPTAN HYDROBROMIDE)","20","MG","02518015"
"100849","2167","ADDED","approved","METOPROLOL TARTRATE","100","MG","02519216"
"100893","9483","ADDED","approved","BETAHISTINE HYDROCHLORIDE","16","MG","02519690"
