drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"12492","309","Changed","inactive","IRON (FERROUS SUCCINATE)","2.5","MG","00879851"
"103149","20097","Changed","approved","VARENICLINE (VARENICLINE TARTRATE)","1","MG","02542986"
"103188","11446","ADDED","approved","LETROZOLE","2.5","MG","02543419"
"103204","11980","ADDED","approved","LEFLUNOMIDE","20","MG","02543583"
"103143","3566","ADDED","approved","PETROLATUM","45","%","02542900"
"103163","20179","ADDED","approved","SITAGLIPTIN (SITAGLIPTIN PHOSPHATE)","100","MG","02543133"
"103138","197","ADDED","approved","BENZALKONIUM CHLORIDE","2.3712","%","02542862"
"97272","20387","ADDED","active","RIVAROXABAN","20","MG","02482258"
"103180","20127","ADDED","approved","POSACONAZOLE","100","MG","02543311"
"99661","20387","ADDED","active","RIVAROXABAN","20","MG","02507226"
"103192","21511","ADDED","approved","IVACAFTOR","13.4","MG","02543451"
"103140","10247","ADDED","approved","DEXTROMETHORPHAN HYDROBROMIDE","15","MG","02542889"
"103139","11764","ADDED","approved","MELOXICAM","2.5","MG","02542870"
"12298","309","Changed","inactive","IRON (IRON GLUTARATE)",".5","MG","01901117"
"103158","1929","ADDED","approved","PENTOXIFYLLINE","400","MG","02543087"
"103136","2730","ADDED","approved","DIDECYL DIMETHYL AMMONIUM CHLORIDE","3.255","%","02542846"
"101176","22049","ADDED","approved","PERAMPANEL","6","MG","02522659"
"100127","20387","ADDED","active","RIVAROXABAN","10","MG","02512041"
"99659","20387","ADDED","active","RIVAROXABAN","10","MG","02507196"
"101584","20387","ADDED","active","RIVAROXABAN","2.5","MG","02526786"
"103206","182","ADDED","approved","DIPHENHYDRAMINE HYDROCHLORIDE","50","MG","02543591"
"103177","11718","ADDED","approved","QUETIAPINE (QUETIAPINE FUMARATE)","400","MG","02543281"
"100128","20387","ADDED","active","RIVAROXABAN","15","MG","02512068"
"103186","20438","ADDED","approved","EPLERENONE","50","MG","02543397"
"90899","7490","Changed","active","LEVONORGESTREL","0.1","MG","02424282"
"22943","4803","Changed","inactive","CALCIUM (CALCIUM CITRATE)","20","MG","01959840"
"90899","7426","Changed","active","ETHINYL ESTRADIOL","0.02","MG","02424282"
"75471","11733","Changed","inactive","PRAMIPEXOLE DIHYDROCHLORIDE MONOHYDRATE","1","MG","02269325"
"103156","11847","ADDED","approved","CITALOPRAM (CITALOPRAM HYDROBROMIDE)","30","MG","02543060"
"96173","20387","ADDED","active","RIVAROXABAN","15","MG","02472430"
"103014","20387","ADDED","active","RIVAROXABAN","20","MG","02541491"
"102959","20387","ADDED","active","RIVAROXABAN","2.5","MG","02540967"
"103013","20387","ADDED","active","RIVAROXABAN","15","MG","02541483"
"102962","20387","ADDED","active","RIVAROXABAN","20","MG","02540991"
"101177","22049","ADDED","approved","PERAMPANEL","8","MG","02522667"
"103179","23896","ADDED","approved","LANDIOLOL HYDROCHLORIDE","300","MG","02543338"
"103173","11718","ADDED","approved","QUETIAPINE (QUETIAPINE FUMARATE)","50","MG","02543249"
"103153","20422","ADDED","approved","USTEKINUMAB","45","MG","02543036"
"103185","20438","ADDED","approved","EPLERENONE","25","MG","02543389"
"103126","11175","ADDED","approved","KETOTIFEN (KETOTIFEN FUMARATE)","0.25","MG","02542722"
"101175","22049","ADDED","approved","PERAMPANEL","4","MG","02522640"
"95947","20387","ADDED","active","RIVAROXABAN","10","MG","02470497"
"103036","20387","ADDED","active","RIVAROXABAN","2.5","MG","02541734"
"102663","20387","ADDED","active","RIVAROXABAN","2.5","MG","02537877"
"101179","22049","ADDED","approved","PERAMPANEL","12","MG","02522683"
"90900","7426","Changed","active","ETHINYL ESTRADIOL","0.02","MG","02424290"
"103187","20179","ADDED","approved","SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE)","100","MG","02543400"
"103071","11213","ADDED","approved","DORZOLAMIDE (DORZOLAMIDE HYDROCHLORIDE)","2","%","02542110"
"103012","20387","ADDED","active","RIVAROXABAN","10","MG","02541475"
"101353","20387","ADDED","active","RIVAROXABAN","2.5","MG","02524503"
"102952","20387","ADDED","active","RIVAROXABAN","10","MG","02540843"
"97416","20387","ADDED","active","RIVAROXABAN","10","MG","02483807"
"103182","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.3","%","02543354"
