drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"103136","8","DISINFECTANT (Food Premises)","ADDED","02542846"
"99660","56","ORAL","ADDED","02507218"
"102960","56","ORAL","ADDED","02540975"
"103203","56","ORAL","ADDED","02543575"
"103182","93","DISINFECTANT (Domestic)","ADDED","02543354"
"103204","56","ORAL","ADDED","02543583"
"102951","56","ORAL","ADDED","02540835"
"103036","56","ORAL","ADDED","02541734"
"99661","56","ORAL","ADDED","02507226"
"102962","56","ORAL","ADDED","02540991"
"103142","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02542935"
"103159","49","INTRAVENOUS","ADDED","02543095"
"103163","56","ORAL","ADDED","02543133"
"97271","56","ORAL","ADDED","02482231"
"103143","70","TOPICAL","ADDED","02542900"
"103159","65","SUBCUTANEOUS","ADDED","02543095"
"101174","56","ORAL","ADDED","02522632"
"103126","55","OPHTHALMIC","ADDED","02542722"
"97270","56","ORAL","ADDED","02482223"
"103177","56","ORAL","ADDED","02543281"
"95681","9","DISINFECTANT (Hospital/HC Facilities)","REMOVED","02468387"
"103142","8","DISINFECTANT (Food Premises)","ADDED","02542935"
"103184","56","ORAL","ADDED","02543370"
"103167","56","ORAL","ADDED","02543184"
"100128","56","ORAL","ADDED","02512068"
"95948","56","ORAL","ADDED","02470500"
"103206","56","ORAL","ADDED","02543591"
"103161","56","ORAL","ADDED","02543117"
"103188","56","ORAL","ADDED","02543419"
"103182","8","DISINFECTANT (Food Premises)","ADDED","02543354"
"96172","56","ORAL","ADDED","02472414"
"103182","94","DISINFECTANT (Institutional/Industrial)","ADDED","02543354"
"103140","56","ORAL","ADDED","02542889"
"103142","94","DISINFECTANT (Institutional/Industrial)","ADDED","02542935"
"103012","56","ORAL","ADDED","02541475"
"95947","56","ORAL","ADDED","02470497"
"97417","56","ORAL","ADDED","02483815"
"103150","49","INTRAVENOUS","ADDED","02542994"
"102959","56","ORAL","ADDED","02540967"
"103148","56","ORAL","ADDED","02542978"
"103180","56","ORAL","ADDED","02543311"
"103156","56","ORAL","ADDED","02543060"
"103173","56","ORAL","ADDED","02543249"
"103071","55","OPHTHALMIC","ADDED","02542110"
"103176","56","ORAL","ADDED","02543273"
"103011","56","ORAL","ADDED","02541467"
"103013","56","ORAL","ADDED","02541483"
"103179","49","INTRAVENOUS","ADDED","02543338"
"103154","65","SUBCUTANEOUS","ADDED","02543044"
"103192","56","ORAL","ADDED","02543451"
"101353","56","ORAL","ADDED","02524503"
"99659","56","ORAL","ADDED","02507196"
"102664","70","TOPICAL","ADDED","02537885"
"103014","56","ORAL","ADDED","02541491"
"103162","56","ORAL","ADDED","02543125"
"100127","56","ORAL","ADDED","02512041"
"100129","56","ORAL","ADDED","02512076"
"96173","56","ORAL","ADDED","02472430"
"103139","56","ORAL","ADDED","02542870"
"102952","56","ORAL","ADDED","02540843"
"103159","22","INTRAMUSCULAR","ADDED","02543095"
"103168","56","ORAL","ADDED","02543192"
"103152","49","INTRAVENOUS","ADDED","02543028"
"103155","56","ORAL","ADDED","02543052"
"103146","49","INTRAVENOUS","ADDED","02542943"
"103153","65","SUBCUTANEOUS","ADDED","02543036"
"97418","56","ORAL","ADDED","02483823"
"103147","56","ORAL","ADDED","02542951"
"102954","56","ORAL","ADDED","02540878"
"103144","56","ORAL","ADDED","02542919"
"103175","56","ORAL","ADDED","02543265"
"101175","56","ORAL","ADDED","02522640"
"97272","56","ORAL","ADDED","02482258"
"103138","93","DISINFECTANT (Domestic)","ADDED","02542862"
"103142","93","DISINFECTANT (Domestic)","ADDED","02542935"
"96174","56","ORAL","ADDED","02472422"
"101660","56","ORAL","ADDED","02527537"
"97416","56","ORAL","ADDED","02483807"
"103186","56","ORAL","ADDED","02543397"
"102953","56","ORAL","ADDED","02540851"
"103185","56","ORAL","ADDED","02543389"
"103149","56","ORAL","ADDED","02542986"
"95949","56","ORAL","ADDED","02470519"
"101176","56","ORAL","ADDED","02522659"
"101179","56","ORAL","ADDED","02522683"
"103174","56","ORAL","ADDED","02543257"
"103136","94","DISINFECTANT (Institutional/Industrial)","ADDED","02542846"
"103187","56","ORAL","ADDED","02543400"
"101584","56","ORAL","ADDED","02526786"
"103182","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02543354"
"101178","56","ORAL","ADDED","02522675"
"95681","8","DISINFECTANT (Food Premises)","REMOVED","02468387"
"101177","56","ORAL","ADDED","02522667"
"102662","70","TOPICAL","ADDED","02537869"
"102961","56","ORAL","ADDED","02540983"
"103137","56","ORAL","ADDED","02542854"
"103193","56","ORAL","ADDED","02543478"
"103136","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02542846"
"103158","56","ORAL","ADDED","02543087"
"102663","56","ORAL","ADDED","02537877"
