drug_code,drug_identification_number,current_brand_name,previous_brand_name
"62480","02239028","EVISTA","EVISTA (60MG)"
"67481","02243563","METOCLOPRAMIDE INJECTION USP","METOCLOPRAMIDE OMEGA"
"84775","02362759","MYLAN-AMLODIPINE/ATORVASTATIN","GD-AMLODIPINE/ATORVASTATIN"
"84776","02362767","MYLAN-AMLODIPINE/ATORVASTATIN","GD-AMLODIPINE/ATORVASTATIN"
"84777","02362775","MYLAN-AMLODIPINE/ATORVASTATIN","GD-AMLODIPINE/ATORVASTATIN"
"84778","02362783","MYLAN-AMLODIPINE/ATORVASTATIN","GD-AMLODIPINE/ATORVASTATIN"
"84779","02362791","MYLAN-AMLODIPINE/ATORVASTATIN","GD-AMLODIPINE/ATORVASTATIN"
"84780","02362805","MYLAN-AMLODIPINE/ATORVASTATIN","GD-AMLODIPINE/ATORVASTATIN"
"84781","02362813","MYLAN-AMLODIPINE/ATORVASTATIN","GD-AMLODIPINE/ATORVASTATIN"
"84782","02362821","MYLAN-AMLODIPINE/ATORVASTATIN","GD-AMLODIPINE/ATORVASTATIN"
"85817","02373041","MYLAN-LATANOPROST","GD-LATANOPROST"
"85818","02373068","MYLAN-LATANOPROST/TIMOLOL","GD-LATANOPROST/TIMOLOL"
"90899","02424282","LAYLAA 21","LEVONORGESTREL AND ETHINYL ESTRADIOL TABLETS, 0.1 MG/0.02 MG"
"90900","02424290","LAYLAA 28","LEVONORGESTREL AND ETHINYL ESTRADIOL TABLETS, 0.1 MG/0.02 MG"
"5918","00611158","APO-INDOMETHACIN","APO INDOMETHACIN CAP 25MG"
"5919","00611166","APO-INDOMETHACIN","APO INDOMETHACIN CAP 50MG"
