drug_code,mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
793,00000809,"ALCON TEARS 0.5% (hypromellose 0,5 % gouttes ophtalmiques) ALCON CANADA INC","hypromellose 0,5 % gouttes ophtalmiques",hypromellose,"mp_fr_description: ""I̲S̲O̲P̲T̲O̲ TEARS 0.5% (hypromellose 0,5 % gouttes ophtalmiques) ALCON CANADA INC"" -> ""A̲L̲C̲O̲N̲ TEARS 0.5% (hypromellose 0,5 % gouttes ophtalmiques) ALCON CANADA INC"""
794,00000817,ALCON TEARS 1% (hypromellose 1 % gouttes ophtalmiques) ALCON CANADA INC,hypromellose 1 % gouttes ophtalmiques,hypromellose,"mp_fr_description: ""I̲S̲O̲P̲T̲O̲ TEARS 1% (hypromellose 1 % gouttes ophtalmiques) ALCON CANADA INC"" -> ""A̲L̲C̲O̲N̲ TEARS 1% (hypromellose 1 % gouttes ophtalmiques) ALCON CANADA INC"""
1508,00155365,ADRENALIN TOPICAL SOLUTION (épinéphrine (chlorhydrate d'épinéphrine) 1 mg par mL solution pour application cutanée) ERFA CANADA 2012 INC,épinéphrine (chlorhydrate d'épinéphrine) 1 mg par mL solution pour application cutanée,épinéphrine,"mp_fr_description: ""ADRENALIN C̲H̲L̲O̲R̲I̲D̲E̲ ̲S̲O̲L̲ ̲1̲:̲1̲0̲0̲0̲ (épinéphrine (chlorhydrate d'épinéphrine) 1 mg par mL v̲a̲p̲o̲r̲i̲s̲a̲t̲i̲o̲n̲ ̲n̲a̲s̲a̲l̲e) ERFA CANADA 2012 INC"" -> ""ADRENALIN T̲O̲P̲I̲C̲A̲L̲ ̲S̲O̲L̲U̲T̲I̲O̲N̲ (épinéphrine (chlorhydrate d'épinéphrine) 1 mg par mL s̲o̲l̲u̲t̲i̲o̲n̲ ̲p̲o̲u̲r̲ ̲a̲p̲p̲l̲i̲c̲a̲t̲i̲o̲n̲ ̲c̲u̲t̲a̲n̲é̲e) ERFA CANADA 2012 INC""
ntp_code: ""9000004"" -> ""9014635""
ntp_fr_description: ""épinéphrine (chlorhydrate d'épinéphrine) 1 mg par mL v̲a̲p̲o̲r̲i̲s̲a̲t̲i̲o̲n̲ ̲n̲a̲s̲a̲l̲e"" -> ""épinéphrine (chlorhydrate d'épinéphrine) 1 mg par mL s̲o̲l̲u̲t̲i̲o̲n̲ ̲p̲o̲u̲r̲ ̲a̲p̲p̲l̲i̲c̲a̲t̲i̲o̲n̲ ̲c̲u̲t̲a̲n̲é̲e"""
2472,00362166,APO-FUROSEMIDE (furosémide 40 mg comprimé oral) APOTEX INC,furosémide 40 mg comprimé oral,furosémide,"mp_fr_description: ""APO ̲FUROSEMIDE ̲T̲A̲B̲ ̲4̲0̲M̲G̲ (furosémide 40 mg comprimé oral) APOTEX INC"" -> ""APO-̲FUROSEMIDE (furosémide 40 mg comprimé oral) APOTEX INC"""
2798,00396788,APO-FUROSEMIDE (furosémide 20 mg comprimé oral) APOTEX INC,furosémide 20 mg comprimé oral,furosémide,"mp_fr_description: ""APO ̲FUROSEMIDE ̲T̲A̲B̲ ̲2̲0̲M̲G̲ (furosémide 20 mg comprimé oral) APOTEX INC"" -> ""APO-̲FUROSEMIDE (furosémide 20 mg comprimé oral) APOTEX INC"""
3463,00402680,APO-OXAZEPAM (oxazépam 10 mg comprimé oral) APOTEX INC,oxazépam 10 mg comprimé oral,oxazépam,"mp_fr_description: ""APO ̲O̲X̲A̲Z̲E̲P̲A̲M̲ ̲T̲A̲B̲ ̲1̲0̲M̲G̲ (oxazépam 10 mg comprimé oral) APOTEX INC"" -> ""APO-̲O̲X̲A̲Z̲E̲P̲A̲M̲ (oxazépam 10 mg comprimé oral) APOTEX INC"""
3464,00402737,APO-OXAZEPAM (oxazépam 30 mg comprimé oral) APOTEX INC,oxazépam 30 mg comprimé oral,oxazépam,"mp_fr_description: ""APO ̲O̲X̲A̲Z̲E̲P̲A̲M̲ ̲T̲A̲B̲ ̲3̲0̲M̲G̲ (oxazépam 30 mg comprimé oral) APOTEX INC"" -> ""APO-̲O̲X̲A̲Z̲E̲P̲A̲M̲ (oxazépam 30 mg comprimé oral) APOTEX INC"""
3465,00402745,APO-OXAZEPAM (oxazépam 15 mg comprimé oral) APOTEX INC,oxazépam 15 mg comprimé oral,oxazépam,"mp_fr_description: ""APO ̲O̲X̲A̲Z̲E̲P̲A̲M̲ ̲T̲A̲B̲ ̲1̲5̲M̲G̲ (oxazépam 15 mg comprimé oral) APOTEX INC"" -> ""APO-̲O̲X̲A̲Z̲E̲P̲A̲M̲ (oxazépam 15 mg comprimé oral) APOTEX INC"""
6827,00707570,APO-FUROSEMIDE (furosémide 80 mg comprimé oral) APOTEX INC,furosémide 80 mg comprimé oral,furosémide,"mp_fr_description: ""APO ̲FUROSEMIDE ̲T̲A̲B̲ ̲8̲0̲M̲G̲ (furosémide 80 mg comprimé oral) APOTEX INC"" -> ""APO-̲FUROSEMIDE (furosémide 80 mg comprimé oral) APOTEX INC"""
9349,00728187,"PMS-LORAZEPAM (lorazépam 0,5 mg comprimé oral) PHARMASCIENCE INC","lorazépam 0,5 mg comprimé oral",lorazépam,"mp_fr_description: ""PMS-LORAZEPAM ̲T̲A̲B̲ ̲0̲.̲5̲M̲G̲ (lorazépam 0,5 mg comprimé oral) PHARMASCIENCE INC"" -> ""PMS-LORAZEPAM (lorazépam 0,5 mg comprimé oral) PHARMASCIENCE INC"""
