drug_code,mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
3453,00465283,HYDREA (hydroxyurée 500 mg capsule orale) CHEPLAPHARM ARZNEIMITTEL GMBH,hydroxyurée 500 mg capsule orale,hydroxyurée,"mp_fr_description: ""HYDREA (hydroxyurée 500 mg capsule orale) B̲R̲I̲S̲T̲O̲L̲-̲M̲Y̲E̲R̲S̲ ̲S̲Q̲U̲I̲B̲B̲ ̲C̲A̲N̲A̲D̲A̲"" -> ""HYDREA (hydroxyurée 500 mg capsule orale) C̲H̲E̲P̲L̲A̲P̲H̲A̲R̲M̲ ̲A̲R̲Z̲N̲E̲I̲M̲I̲T̲T̲E̲L̲ ̲G̲M̲B̲H̲"""
13121,01968300,"ACULAR (trométhamine de kétorolac 0,5 % gouttes ophtalmiques) ABBVIE CORPORATION","trométhamine de kétorolac 0,5 % gouttes ophtalmiques",kétorolac,"mp_fr_description: ""ACULAR (trométhamine de kétorolac 0,5 % gouttes ophtalmiques) AL̲L̲E̲R̲G̲A̲N̲ ̲I̲N̲C̲"" -> ""ACULAR (trométhamine de kétorolac 0,5 % gouttes ophtalmiques) AB̲B̲V̲I̲E̲ ̲C̲O̲R̲P̲O̲R̲A̲T̲I̲O̲N̲"""
13907,01966294,ULONE (chlorhydrate de clofédanol 25 mg par 5 mL sirop) BAUSCH & LOMB INC,chlorhydrate de clofédanol 25 mg par 5 mL sirop,clofédanol,"mp_fr_description: ""ULONE (chlorhydrate de clofédanol 25 mg par 5 mL sirop) BAUSCH H̲E̲A̲L̲T̲H̲,̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲"" -> ""ULONE (chlorhydrate de clofédanol 25 mg par 5 mL sirop) BAUSCH &̲ ̲L̲O̲M̲B̲ ̲I̲N̲C̲"""
18212,02112760,SALOFALK (mésalazine 500 mg suppositoire) ABBVIE CORPORATION,mésalazine 500 mg suppositoire,mésalazine,"mp_fr_description: ""SALOFALK (mésalazine 500 mg suppositoire) AP̲T̲A̲L̲I̲S̲ ̲P̲H̲A̲R̲M̲A̲ ̲C̲A̲N̲A̲D̲A̲ ̲U̲L̲C̲"" -> ""SALOFALK (mésalazine 500 mg suppositoire) AB̲B̲V̲I̲E̲ ̲C̲O̲R̲P̲O̲R̲A̲T̲I̲O̲N̲"""
18214,02112787,SALOFALK (mésalazine 500 mg comprimé gastrorésistant) ABBVIE CORPORATION,mésalazine 500 mg comprimé gastrorésistant,mésalazine,"mp_fr_description: ""SALOFALK (mésalazine 500 mg comprimé gastrorésistant) AP̲T̲A̲L̲I̲S̲ ̲P̲H̲A̲R̲M̲A̲ ̲C̲A̲N̲A̲D̲A̲ ̲U̲L̲C̲"" -> ""SALOFALK (mésalazine 500 mg comprimé gastrorésistant) AB̲B̲V̲I̲E̲ ̲C̲O̲R̲P̲O̲R̲A̲T̲I̲O̲N̲"""
18509,02112809,SALOFALK (mésalazine 4 g par 60 mL suspension rectale) ABBVIE CORPORATION,mésalazine 4 g par 60 mL suspension rectale,mésalazine,"mp_fr_description: ""SALOFALK (mésalazine 4 g par 60 mL suspension rectale) AP̲T̲A̲L̲I̲S̲ ̲P̲H̲A̲R̲M̲A̲ ̲C̲A̲N̲A̲D̲A̲ ̲U̲L̲C̲"" -> ""SALOFALK (mésalazine 4 g par 60 mL suspension rectale) AB̲B̲V̲I̲E̲ ̲C̲O̲R̲P̲O̲R̲A̲T̲I̲O̲N̲"""
18510,02112795,SALOFALK (mésalazine 2 g par 60 mL suspension rectale) ABBVIE CORPORATION,mésalazine 2 g par 60 mL suspension rectale,mésalazine,"mp_fr_description: ""SALOFALK (mésalazine 2 g par 60 mL suspension rectale) AP̲T̲A̲L̲I̲S̲ ̲P̲H̲A̲R̲M̲A̲ ̲C̲A̲N̲A̲D̲A̲ ̲U̲L̲C̲"" -> ""SALOFALK (mésalazine 2 g par 60 mL suspension rectale) AB̲B̲V̲I̲E̲ ̲C̲O̲R̲P̲O̲R̲A̲T̲I̲O̲N̲"""
43004,02204606,PROLASTIN-C (inhibiteur de l'alpha1-protéinase humain 1000 mg par fiole poudre pour solution injectable avec solution diluante) GRIFOLS THERAPEUTICS LLC,inhibiteur de l'alpha1-protéinase humain 1000 mg par fiole poudre pour solution injectable avec solution diluante,inhibiteur de l'alpha1-protéinase humaine,"mp_fr_description: ""PROLASTIN-C (inhibiteur de l'alpha ̲1-protéinase humain 1000 mg par fiole poudre pour solution injectable avec solution diluante) GRIFOLS THERAPEUTICS LLC"" -> ""PROLASTIN-C (inhibiteur de l'alpha1-protéinase humain 1000 mg par fiole poudre pour solution injectable avec solution diluante) GRIFOLS THERAPEUTICS LLC""
ntp_fr_description: ""inhibiteur de l'alpha ̲1-protéinase humain 1000 mg par fiole poudre pour solution injectable avec solution diluante"" -> ""inhibiteur de l'alpha1-protéinase humain 1000 mg par fiole poudre pour solution injectable avec solution diluante""
tm_fr_description: ""inhibiteur de l'alf̲a̲ ̲1-protéinase humaine"" -> ""inhibiteur de l'alp̲h̲a̲1-protéinase humaine"""
65791,02242115,"EXELON (rivastigmine (tartrate hydrogéné de rivastigmine) 1,5 mg capsule orale) KNIGHT THERAPEUTICS INC.","rivastigmine (tartrate hydrogéné de rivastigmine) 1,5 mg capsule orale",rivastigmine,"mp_fr_description: ""EXELON ̲1̲.̲5̲ ̲M̲G̲ (rivastigmine (tartrate hydrogéné de rivastigmine) 1,5 mg capsule orale) N̲O̲V̲A̲R̲T̲I̲S̲ ̲P̲H̲A̲R̲M̲A̲C̲E̲U̲T̲I̲C̲A̲L̲S̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲"" -> ""EXELON (rivastigmine (tartrate hydrogéné de rivastigmine) 1,5 mg capsule orale) K̲N̲I̲G̲H̲T̲ ̲T̲H̲E̲R̲A̲P̲E̲U̲T̲I̲C̲S̲ ̲I̲N̲C̲.̲"""
65792,02242116,EXELON (rivastigmine (tartrate hydrogéné de rivastigmine) 3 mg capsule orale) KNIGHT THERAPEUTICS INC.,rivastigmine (tartrate hydrogéné de rivastigmine) 3 mg capsule orale,rivastigmine,"mp_fr_description: ""EXELON (rivastigmine (tartrate hydrogéné de rivastigmine) 3 mg capsule orale) N̲O̲V̲A̲R̲T̲I̲S̲ ̲P̲H̲A̲R̲M̲A̲C̲E̲U̲T̲I̲C̲A̲L̲S̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲"" -> ""EXELON (rivastigmine (tartrate hydrogéné de rivastigmine) 3 mg capsule orale) K̲N̲I̲G̲H̲T̲ ̲T̲H̲E̲R̲A̲P̲E̲U̲T̲I̲C̲S̲ ̲I̲N̲C̲.̲"""
