tm_code,tm_formal_name,changes
"8002141","methylene blue and naphazoline","CHANGED"
"1c09fabb039fdd1e3965d19286c4931c","dextran 70 and hypromellose","CHANGED"
"0e53adbce9773519d6d8ac71faab3123","doravirine and lamivudine and tenofovir disoproxil","ADDED"
"8002157","silicone","CHANGED"
"8002093","amylmetacresol and dichlorobenzyl alcohol","CHANGED"
"8002165","turoctocog alfa","CHANGED"
"a1290858418dc77bb269b77229acdb71","iron (iron isomaltoside 1000)","ADDED"
"8002131","isopropyl myristate","CHANGED"
"8002000","vitamin K1","DELETED"
"8002096","calcium carbonate and famotidine and magnesium hydroxide","CHANGED"
"1e75784f5176feaf9f71823ac40bba93","gelatin and pectin and sodium carboxymethyl cellulose","DELETED"
"8002122","glycerin and hypromellose","CHANGED"
"8002129","hexylresorcinol and levomenthol","CHANGED"
"cee554ef59940b535d86f202e23c0e36","silicone","CHANGED"
"3b294eb42dad1496c8b0b2086eaaffab","codeine and pseudoephedrine and triprolidine","CHANGED"
"487822f0665f60b7ec722e87633d831c","ascorbic acid","ADDED"
"8002110","coal tar and salicylic acid","CHANGED"
"8002134","levocarnitine","CHANGED"
"8001069","oxtriphylline","tm_status_effective_time: ""20170804"" -> ""20190116"""
"8bacd2339cfe227dd51a2403f32c5f57","lanolin and mineral oil heavy and white petrolatum","ADDED"
"8002154","potassium phosphate dibasic and potassium phosphate monobasic","CHANGED"
"2614fb93f0599a46ca5303f372114295","isopropyl myristate","CHANGED"
"6aea400a5e582e0579852b56df8afb84","antihemophilic factor (recombinant) porcine sequence","ADDED"
"e0f108bb1936caec57d97f8557b2717b","mineral oil heavy and mineral oil light","ADDED"
"6c8943c9cb0c744581a5eb61d131948d","cetrimide and lidocaine","CHANGED"
"935e7a648822111a77c49920c4c614c9","aluminum hydroxide and magnesium hydroxide and simethicone","CHANGED"
"3c4f6eafb111786736f06aae36bb480f","antihemophilic factor (recombinant)","ADDED"
"55e89a7e6a0698c5e4af7636d4982a8e","hemin","ADDED"
"8002136","macrogol and propylene glycol","CHANGED"
"80af2fe28a607db51debe33d4e222e96","phytonadione","ADDED"
"8002088","acetic acid and sodium acetate","CHANGED"
"8002102","cetrimonium","CHANGED"
"8002153","polyethylene glycol 400 and propylene glycol","CHANGED"
"3e910b90e41b1f4362d0df8041a7615d","turoctocog alfa","CHANGED"
"8002104","chlorobutanol and dichlorobenzene and oil of turpentine and peanut oil","CHANGED"
"8002091","aluminum hydroxide and magnesium hydroxide and simethicone","CHANGED"
"8002163","sodium thiosulfate","CHANGED"
"8000172","vitamin D3 (cholecalciferol)","DELETED"
"8002138","mannitol","CHANGED"
"aa3ac2ca748a63e90a92c9c1e7d9db88","sodium acetate","CHANGED"
