drug_code,mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
2851,00397792,PRO-FUROSEMIDE (furosémide 40 mg comprimé oral) PRO DOC LIMITEE,furosémide 40 mg comprimé oral,furosémide,"mp_fr_description: ""FUROSEMIDE ̲4̲0̲M̲G̲ (furosémide 40 mg comprimé oral) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲FUROSEMIDE (furosémide 40 mg comprimé oral) PRO DOC LIMITEE"""
3809,00496723,PRO-FUROSEMIDE (furosémide 20 mg comprimé oral) PRO DOC LIMITEE,furosémide 20 mg comprimé oral,furosémide,"mp_fr_description: ""FUROSEMIDE ̲2̲0̲ ̲T̲A̲B̲ (furosémide 20 mg comprimé oral) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲FUROSEMIDE (furosémide 20 mg comprimé oral) PRO DOC LIMITEE"""
7292,00474517,"ONE-ALPHA (alfacalcidol 0,25 mcg capsule orale) CHEPLAPHARM ARZNEIMITTEL GMBH","alfacalcidol 0,25 mcg capsule orale",alfacalcidol,"mp_fr_description: ""ONE-ALPHA (alfacalcidol 0,25 mcg capsule orale) L̲E̲O̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲"" -> ""ONE-ALPHA (alfacalcidol 0,25 mcg capsule orale) C̲H̲E̲P̲L̲A̲P̲H̲A̲R̲M̲ ̲A̲R̲Z̲N̲E̲I̲M̲I̲T̲T̲E̲L̲ ̲G̲M̲B̲H̲"""
7293,00474525,ONE-ALPHA (alfacalcidol 1 mcg capsule orale) CHEPLAPHARM ARZNEIMITTEL GMBH,alfacalcidol 1 mcg capsule orale,alfacalcidol,"mp_fr_description: ""ONE-ALPHA (alfacalcidol 1 mcg capsule orale) L̲E̲O̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲"" -> ""ONE-ALPHA (alfacalcidol 1 mcg capsule orale) C̲H̲E̲P̲L̲A̲P̲H̲A̲R̲M̲ ̲A̲R̲Z̲N̲E̲I̲M̲I̲T̲T̲E̲L̲ ̲G̲M̲B̲H̲"""
12745,01947931,DUVOID (chlorure de béthanéchol 25 mg comprimé oral) PALADIN LABS INC.,chlorure de béthanéchol 25 mg comprimé oral,béthanéchol,"mp_fr_description: ""DUVOID ̲T̲A̲B̲L̲E̲T̲S̲ ̲2̲5̲ ̲M̲G̲ (chlorure de béthanéchol 25 mg comprimé oral) PALADIN LABS INC."" -> ""DUVOID (chlorure de béthanéchol 25 mg comprimé oral) PALADIN LABS INC."""
12746,01947958,DUVOID (chlorure de béthanéchol 10 mg comprimé oral) PALADIN LABS INC.,chlorure de béthanéchol 10 mg comprimé oral,béthanéchol,"mp_fr_description: ""DUVOID ̲T̲A̲B̲L̲E̲T̲S̲ ̲1̲0̲ ̲M̲G̲ (chlorure de béthanéchol 10 mg comprimé oral) PALADIN LABS INC."" -> ""DUVOID (chlorure de béthanéchol 10 mg comprimé oral) PALADIN LABS INC."""
12887,01947923,DUVOID (chlorure de béthanéchol 50 mg comprimé oral) PALADIN LABS INC.,chlorure de béthanéchol 50 mg comprimé oral,béthanéchol,"mp_fr_description: ""DUVOID ̲T̲A̲B̲L̲E̲T̲S̲ ̲5̲0̲ ̲M̲G̲ (chlorure de béthanéchol 50 mg comprimé oral) PALADIN LABS INC."" -> ""DUVOID (chlorure de béthanéchol 50 mg comprimé oral) PALADIN LABS INC."""
14587,02048728,PMS-CLONAZEPAM (clonazépam 1 mg comprimé oral) PHARMASCIENCE INC,clonazépam 1 mg comprimé oral,clonazépam,"mp_fr_description: ""PMS-CLONAZEPAM ̲T̲A̲B̲ ̲1̲.̲0̲M̲G̲ (clonazépam 1 mg comprimé oral) PHARMASCIENCE INC"" -> ""PMS-CLONAZEPAM (clonazépam 1 mg comprimé oral) PHARMASCIENCE INC"""
14588,02048701,"PMS-CLONAZEPAM (clonazépam 0,5 mg comprimé oral) PHARMASCIENCE INC","clonazépam 0,5 mg comprimé oral",clonazépam,"mp_fr_description: ""PMS-CLONAZEPAM ̲T̲A̲B̲ ̲0̲.̲5̲M̲G̲ (clonazépam 0,5 mg comprimé oral) PHARMASCIENCE INC"" -> ""PMS-CLONAZEPAM (clonazépam 0,5 mg comprimé oral) PHARMASCIENCE INC"""
14589,02048736,PMS-CLONAZEPAM (clonazépam 2 mg comprimé oral) PHARMASCIENCE INC,clonazépam 2 mg comprimé oral,clonazépam,"mp_fr_description: ""PMS-CLONAZEPAM ̲T̲A̲B̲ ̲2̲M̲G̲ (clonazépam 2 mg comprimé oral) PHARMASCIENCE INC"" -> ""PMS-CLONAZEPAM (clonazépam 2 mg comprimé oral) PHARMASCIENCE INC"""
